shipment_id,order_id,courier,shipment_date,delivery_date,shipping_status
5566,5566,Ecom Express,2023-11-20,2023-11-27,Delivered
5567,5567,Ecom Express,2025-08-16,2025-08-22,Delivered
5568,5568,BlueDart,2024-03-28,2024-03-30,Delivered
5569,5569,Delhivery,2024-01-19,2024-01-21,In Transit
5570,5570,Ecom Express,2024-12-05,2024-12-12,In Transit
5571,5571,XpressBees,2023-11-07,2023-11-11,Delivered
5572,5572,India Post,2025-08-18,2025-08-21,Delivered
5573,5573,India Post,2023-08-29,2023-08-30,Delivered
5574,5574,Ecom Express,2023-11-17,2023-11-24,Delivered
5575,5575,XpressBees,2024-09-14,2024-09-17,Delivered
5576,5576,Delhivery,2025-06-19,2025-06-23,Delivered
5577,5577,XpressBees,2024-02-18,2024-02-24,Delivered
5578,5578,XpressBees,2025-08-22,2025-08-26,Delivered
5579,5579,India Post,2025-01-16,2025-01-19,Delivered
5580,5580,Delhivery,2023-05-19,2023-05-22,Delivered
5581,5581,XpressBees,2025-09-16,2025-09-20,In Transit
5582,5582,BlueDart,2025-06-05,2025-06-11,Delivered
5583,5583,India Post,2023-01-06,2023-01-08,Delivered
5584,5584,BlueDart,2025-11-11,2025-11-18,Delivered
5585,5585,India Post,2024-05-14,2024-05-17,Delivered
5586,5586,BlueDart,2025-05-02,2025-05-07,Delivered
5587,5587,BlueDart,2024-01-17,2024-01-22,Delivered
5588,5588,XpressBees,2023-05-04,2023-05-09,Delivered
5589,5589,Delhivery,2023-07-26,2023-07-27,Delivered
5590,5590,XpressBees,2024-11-02,2024-11-08,Delivered
5591,5591,Ecom Express,2023-11-02,2023-11-08,Delivered
5592,5592,Ecom Express,2025-12-27,2025-12-29,Delivered
5593,5593,BlueDart,2023-10-14,2023-10-21,In Transit
5594,5594,XpressBees,2023-10-11,2023-10-12,Delivered
5595,5595,Ecom Express,2023-11-12,2023-11-13,Delivered
5596,5596,XpressBees,2024-02-28,2024-03-04,Delivered
5597,5597,BlueDart,2023-08-16,2023-08-18,Delivered
5598,5598,India Post,2025-02-02,2025-02-09,Delivered
5599,5599,India Post,2023-04-04,2023-04-09,Delivered
5600,5600,India Post,2023-04-29,2023-05-04,In Transit
5601,5601,Ecom Express,2025-03-05,2025-03-07,Delivered
5602,5602,India Post,2024-07-15,2024-07-22,Delivered
5603,5603,BlueDart,2023-10-18,2023-10-19,Delivered
5604,5604,BlueDart,2024-11-02,2024-11-03,Delivered
5605,5605,Delhivery,2024-05-20,2024-05-27,Delivered
5606,5606,Delhivery,2024-08-15,2024-08-19,In Transit
5607,5607,Delhivery,2024-03-01,2024-03-03,Delivered
5608,5608,Ecom Express,2023-05-07,2023-05-14,Delivered
5609,5609,Ecom Express,2024-01-17,2024-01-18,Delivered
5610,5610,India Post,2023-06-22,2023-06-24,Delivered
5611,5611,XpressBees,2024-11-08,2024-11-12,Delivered
5612,5612,India Post,2023-10-31,2023-11-01,Delivered
5613,5613,Ecom Express,2023-08-18,2023-08-20,Delivered
5614,5614,India Post,2025-08-05,2025-08-08,Delivered
5615,5615,Ecom Express,2025-02-23,2025-02-25,Delivered
5616,5616,BlueDart,2025-08-24,2025-08-27,Delivered
5617,5617,XpressBees,2024-12-16,2024-12-21,Delivered
5618,5618,BlueDart,2024-04-19,2024-04-22,In Transit
5619,5619,India Post,2024-07-23,2024-07-28,In Transit
5620,5620,BlueDart,2024-01-28,2024-01-31,Delivered
5621,5621,Ecom Express,2024-02-26,2024-03-01,Delivered
5622,5622,XpressBees,2024-02-06,2024-02-07,In Transit
5623,5623,BlueDart,2023-11-08,2023-11-09,Delivered
5624,5624,BlueDart,2025-09-09,2025-09-15,Delivered
5625,5625,Ecom Express,2023-09-03,2023-09-10,Delivered
5626,5626,Ecom Express,2024-02-27,2024-02-29,Delivered
5627,5627,BlueDart,2024-06-03,2024-06-09,Delivered
5628,5628,Delhivery,2023-11-07,2023-11-08,Delivered
5629,5629,Delhivery,2024-04-13,2024-04-20,Delivered
5630,5630,Ecom Express,2024-01-21,2024-01-23,Delivered
5631,5631,Delhivery,2023-11-11,2023-11-13,Delivered
5632,5632,Delhivery,2023-03-26,2023-04-02,Delivered
5633,5633,XpressBees,2025-09-03,2025-09-09,Delivered
5634,5634,BlueDart,2023-08-10,2023-08-11,Delivered
5635,5635,BlueDart,2023-08-26,2023-09-02,Delivered
5636,5636,XpressBees,2023-11-28,2023-12-04,Delivered
5637,5637,XpressBees,2025-12-15,2025-12-18,Delivered
5638,5638,XpressBees,2025-06-21,2025-06-22,Delivered
5639,5639,India Post,2023-10-22,2023-10-25,Delivered
5640,5640,BlueDart,2024-10-07,2024-10-13,Delivered
5641,5641,Delhivery,2024-02-04,2024-02-06,Delivered
5642,5642,XpressBees,2025-12-23,2025-12-26,Delivered
5643,5643,BlueDart,2025-08-21,2025-08-22,Delivered
5644,5644,XpressBees,2023-11-24,2023-11-30,Delivered
5645,5645,India Post,2023-03-31,2023-04-07,In Transit
5646,5646,XpressBees,2023-07-06,2023-07-13,In Transit
5647,5647,Delhivery,2025-04-29,2025-05-04,Delivered
5648,5648,Delhivery,2023-11-10,2023-11-11,Delivered
5649,5649,India Post,2023-06-16,2023-06-22,Delivered
5650,5650,BlueDart,2024-01-14,2024-01-16,Delivered
5651,5651,XpressBees,2025-06-29,2025-07-02,Delivered
5652,5652,BlueDart,2024-04-24,2024-04-25,Delivered
5653,5653,BlueDart,2024-05-21,2024-05-27,Delivered
5654,5654,BlueDart,2025-08-01,2025-08-02,Delivered
5655,5655,XpressBees,2023-09-06,2023-09-10,Delivered
5656,5656,BlueDart,2025-05-04,2025-05-07,Delivered
5657,5657,Ecom Express,2024-06-12,2024-06-14,In Transit
5658,5658,Delhivery,2023-12-25,2023-12-28,Delivered
5659,5659,Delhivery,2024-12-02,2024-12-04,Delivered
5660,5660,Delhivery,2025-03-19,2025-03-22,Delivered
5661,5661,XpressBees,2023-09-07,2023-09-12,Delivered
5662,5662,India Post,2025-05-30,2025-06-01,Delivered
5663,5663,XpressBees,2025-11-19,2025-11-24,Delivered
5664,5664,India Post,2024-11-30,2024-12-04,Delivered
5665,5665,Ecom Express,2024-07-26,2024-07-27,In Transit
5666,5666,Ecom Express,2023-08-06,2023-08-12,In Transit
5667,5667,BlueDart,2024-12-14,2024-12-15,In Transit
5668,5668,XpressBees,2024-03-02,2024-03-09,Delivered
5669,5669,India Post,2025-05-17,2025-05-18,In Transit
5670,5670,Delhivery,2025-11-21,2025-11-26,Delivered
5671,5671,India Post,2024-12-23,2024-12-26,Delivered
5672,5672,Ecom Express,2025-01-29,2025-02-03,Delivered
5673,5673,Ecom Express,2023-10-13,2023-10-17,In Transit
5674,5674,BlueDart,2025-05-13,2025-05-14,Delivered
5675,5675,XpressBees,2025-12-25,2026-01-01,Delivered
5676,5676,Ecom Express,2024-04-20,2024-04-27,Delivered
5677,5677,Delhivery,2023-08-19,2023-08-25,In Transit
5678,5678,India Post,2023-09-24,2023-09-25,Delivered
5679,5679,India Post,2023-03-14,2023-03-16,Delivered
5680,5680,India Post,2024-08-24,2024-08-30,Delivered
5681,5681,Ecom Express,2025-10-21,2025-10-26,Delivered
5682,5682,BlueDart,2024-09-20,2024-09-21,Delivered
5683,5683,Ecom Express,2024-01-14,2024-01-20,In Transit
5684,5684,Ecom Express,2025-09-11,2025-09-16,In Transit
5685,5685,India Post,2023-02-14,2023-02-21,Delivered
5686,5686,BlueDart,2023-08-15,2023-08-22,Delivered
5687,5687,Ecom Express,2024-02-18,2024-02-21,Delivered
5688,5688,India Post,2025-06-11,2025-06-14,Delivered
5689,5689,Delhivery,2024-05-26,2024-05-31,Delivered
5690,5690,Delhivery,2025-12-02,2025-12-06,Delivered
5691,5691,India Post,2024-07-29,2024-08-02,Delivered
5692,5692,India Post,2023-06-29,2023-06-30,Delivered
5693,5693,Delhivery,2024-09-03,2024-09-07,In Transit
5694,5694,XpressBees,2023-08-13,2023-08-18,In Transit
5695,5695,XpressBees,2025-10-07,2025-10-08,Delivered
5696,5696,Ecom Express,2025-04-07,2025-04-08,Delivered
5697,5697,BlueDart,2023-06-26,2023-07-01,In Transit
5698,5698,India Post,2025-06-15,2025-06-17,Delivered
5699,5699,XpressBees,2025-10-19,2025-10-24,Delivered
5700,5700,Delhivery,2025-02-01,2025-02-02,In Transit
5701,5701,XpressBees,2023-05-04,2023-05-07,Delivered
5702,5702,Delhivery,2023-02-09,2023-02-12,Delivered
5703,5703,BlueDart,2024-04-13,2024-04-19,Delivered
5704,5704,Delhivery,2024-04-15,2024-04-21,In Transit
5705,5705,BlueDart,2025-09-04,2025-09-08,In Transit
5706,5706,India Post,2025-08-20,2025-08-27,In Transit
5707,5707,India Post,2024-02-24,2024-02-27,In Transit
5708,5708,XpressBees,2025-10-16,2025-10-20,Delivered
5709,5709,Ecom Express,2023-09-23,2023-09-28,In Transit
5710,5710,India Post,2024-11-05,2024-11-09,Delivered
5711,5711,Ecom Express,2023-09-08,2023-09-14,Delivered
5712,5712,XpressBees,2023-10-05,2023-10-08,Delivered
5713,5713,India Post,2024-07-10,2024-07-11,Delivered
5714,5714,Ecom Express,2025-02-04,2025-02-07,Delivered
5715,5715,Delhivery,2025-11-02,2025-11-08,In Transit
5716,5716,India Post,2023-03-30,2023-04-06,In Transit
5717,5717,Delhivery,2024-05-06,2024-05-12,Delivered
5718,5718,XpressBees,2024-02-23,2024-02-27,In Transit
5719,5719,BlueDart,2025-01-08,2025-01-12,Delivered
5720,5720,BlueDart,2024-06-25,2024-07-01,Delivered
5721,5721,Delhivery,2025-03-18,2025-03-19,Delivered
5722,5722,BlueDart,2024-10-19,2024-10-20,Delivered
5723,5723,BlueDart,2024-07-03,2024-07-07,Delivered
5724,5724,India Post,2025-02-18,2025-02-23,In Transit
5725,5725,Ecom Express,2023-07-14,2023-07-21,Delivered
5726,5726,Delhivery,2024-01-06,2024-01-12,Delivered
5727,5727,India Post,2023-10-03,2023-10-06,Delivered
5728,5728,BlueDart,2024-08-20,2024-08-24,Delivered
5729,5729,Ecom Express,2025-12-12,2025-12-18,Delivered
5730,5730,XpressBees,2025-11-24,2025-12-01,Delivered
5731,5731,BlueDart,2023-12-08,2023-12-14,Delivered
5732,5732,India Post,2023-11-07,2023-11-08,In Transit
5733,5733,Delhivery,2025-08-30,2025-09-06,Delivered
5734,5734,BlueDart,2025-03-24,2025-03-25,In Transit
5735,5735,XpressBees,2025-03-20,2025-03-21,Delivered
5736,5736,India Post,2023-10-14,2023-10-16,Delivered
5737,5737,India Post,2023-07-11,2023-07-16,Delivered
5738,5738,Delhivery,2023-10-02,2023-10-08,Delivered
5739,5739,Delhivery,2025-08-21,2025-08-27,Delivered
5740,5740,India Post,2025-06-13,2025-06-14,Delivered
5741,5741,BlueDart,2025-10-07,2025-10-11,Delivered
5742,5742,India Post,2025-01-05,2025-01-12,Delivered
5743,5743,Ecom Express,2023-06-14,2023-06-15,Delivered
5744,5744,India Post,2024-12-10,2024-12-11,In Transit
5745,5745,Delhivery,2025-09-23,2025-09-24,Delivered
5746,5746,XpressBees,2025-01-31,2025-02-06,Delivered
5747,5747,Delhivery,2024-12-04,2024-12-08,Delivered
5748,5748,Ecom Express,2025-05-05,2025-05-11,In Transit
5749,5749,India Post,2023-11-11,2023-11-14,Delivered
5750,5750,Delhivery,2024-04-20,2024-04-25,In Transit
5751,5751,India Post,2024-12-24,2024-12-31,Delivered
5752,5752,Delhivery,2024-05-30,2024-06-04,Delivered
5753,5753,BlueDart,2024-08-21,2024-08-25,In Transit
5754,5754,Delhivery,2025-08-17,2025-08-23,In Transit
5755,5755,Delhivery,2025-08-07,2025-08-09,Delivered
5756,5756,XpressBees,2025-03-16,2025-03-17,Delivered
5757,5757,India Post,2023-10-05,2023-10-09,Delivered
5758,5758,Ecom Express,2025-08-02,2025-08-03,Delivered
5759,5759,XpressBees,2025-07-17,2025-07-18,Delivered
5760,5760,Ecom Express,2024-11-24,2024-11-29,Delivered
5761,5761,Delhivery,2024-05-07,2024-05-09,In Transit
5762,5762,India Post,2024-11-03,2024-11-10,Delivered
5763,5763,India Post,2023-09-22,2023-09-26,Delivered
5764,5764,BlueDart,2024-01-17,2024-01-24,Delivered
5765,5765,Ecom Express,2023-09-07,2023-09-08,Delivered
5766,5766,Ecom Express,2025-10-23,2025-10-24,Delivered
5767,5767,India Post,2024-04-02,2024-04-04,Delivered
5768,5768,BlueDart,2023-03-31,2023-04-07,Delivered
5769,5769,Ecom Express,2025-12-14,2025-12-17,In Transit
5770,5770,Ecom Express,2023-06-11,2023-06-14,In Transit
5771,5771,India Post,2024-02-10,2024-02-11,Delivered
5772,5772,Ecom Express,2025-07-25,2025-07-27,Delivered
5773,5773,Delhivery,2024-05-11,2024-05-14,In Transit
5774,5774,XpressBees,2023-12-02,2023-12-05,Delivered
5775,5775,Ecom Express,2024-04-07,2024-04-10,Delivered
5776,5776,India Post,2024-08-07,2024-08-14,Delivered
5777,5777,BlueDart,2023-03-29,2023-04-05,In Transit
5778,5778,BlueDart,2023-12-12,2023-12-14,In Transit
5779,5779,Ecom Express,2025-06-29,2025-07-01,Delivered
5780,5780,Delhivery,2023-06-06,2023-06-13,Delivered
5781,5781,Delhivery,2025-05-12,2025-05-15,Delivered
5782,5782,BlueDart,2023-09-24,2023-09-27,Delivered
5783,5783,Delhivery,2023-01-06,2023-01-10,Delivered
5784,5784,BlueDart,2025-10-07,2025-10-08,Delivered
5785,5785,BlueDart,2024-06-15,2024-06-18,Delivered
5786,5786,XpressBees,2023-12-31,2024-01-07,In Transit
5787,5787,XpressBees,2024-10-07,2024-10-11,Delivered
5788,5788,India Post,2025-05-29,2025-06-04,Delivered
5789,5789,India Post,2025-09-29,2025-10-06,Delivered
5790,5790,Delhivery,2025-05-10,2025-05-17,In Transit
5791,5791,BlueDart,2023-05-23,2023-05-28,In Transit
5792,5792,Delhivery,2023-02-25,2023-03-04,In Transit
5793,5793,BlueDart,2024-03-02,2024-03-04,In Transit
5794,5794,Delhivery,2024-10-02,2024-10-09,Delivered
5795,5795,India Post,2025-04-22,2025-04-28,Delivered
5796,5796,XpressBees,2024-12-03,2024-12-07,Delivered
5797,5797,Delhivery,2024-01-19,2024-01-20,Delivered
5798,5798,XpressBees,2023-08-31,2023-09-07,Delivered
5799,5799,India Post,2024-07-15,2024-07-22,Delivered
5800,5800,BlueDart,2024-08-22,2024-08-27,Delivered
5801,5801,XpressBees,2025-11-19,2025-11-20,Delivered
5802,5802,India Post,2023-02-08,2023-02-14,Delivered
5803,5803,BlueDart,2025-10-09,2025-10-12,In Transit
5804,5804,India Post,2024-12-29,2025-01-03,Delivered
5805,5805,Delhivery,2024-08-20,2024-08-24,Delivered
5806,5806,XpressBees,2025-02-19,2025-02-26,Delivered
5807,5807,India Post,2025-05-17,2025-05-20,Delivered
5808,5808,Delhivery,2024-04-27,2024-05-01,In Transit
5809,5809,XpressBees,2023-04-11,2023-04-16,Delivered
5810,5810,Ecom Express,2023-03-29,2023-04-01,Delivered
5811,5811,Delhivery,2025-12-25,2025-12-31,Delivered
5812,5812,XpressBees,2024-11-25,2024-11-27,Delivered
5813,5813,BlueDart,2025-01-31,2025-02-01,Delivered
5814,5814,Ecom Express,2024-01-14,2024-01-20,Delivered
5815,5815,Ecom Express,2024-08-24,2024-08-31,Delivered
5816,5816,Ecom Express,2024-08-03,2024-08-08,In Transit
5817,5817,India Post,2025-11-13,2025-11-20,In Transit
5818,5818,Delhivery,2024-05-28,2024-06-01,Delivered
5819,5819,BlueDart,2024-09-28,2024-10-04,Delivered
5820,5820,XpressBees,2024-12-12,2024-12-17,Delivered
5821,5821,Ecom Express,2025-07-15,2025-07-16,Delivered
5822,5822,XpressBees,2024-09-25,2024-10-02,Delivered
5823,5823,Ecom Express,2023-06-01,2023-06-04,Delivered
5824,5824,India Post,2023-10-28,2023-10-29,Delivered
5825,5825,XpressBees,2023-10-20,2023-10-25,Delivered
5826,5826,India Post,2025-11-09,2025-11-14,Delivered
5827,5827,India Post,2025-03-30,2025-04-03,Delivered
5828,5828,BlueDart,2025-03-31,2025-04-06,Delivered
5829,5829,Ecom Express,2025-06-07,2025-06-12,In Transit
5830,5830,Delhivery,2024-07-04,2024-07-08,In Transit
5831,5831,India Post,2024-07-28,2024-07-29,In Transit
5832,5832,Delhivery,2024-01-19,2024-01-23,Delivered
5833,5833,India Post,2023-06-10,2023-06-12,Delivered
5834,5834,BlueDart,2024-12-01,2024-12-03,Delivered
5835,5835,XpressBees,2025-03-12,2025-03-17,Delivered
5836,5836,Ecom Express,2024-02-01,2024-02-05,Delivered
5837,5837,Ecom Express,2024-04-16,2024-04-19,In Transit
5838,5838,BlueDart,2025-08-10,2025-08-13,Delivered
5839,5839,India Post,2025-02-04,2025-02-08,Delivered
5840,5840,XpressBees,2023-06-11,2023-06-13,Delivered
5841,5841,XpressBees,2024-11-14,2024-11-18,Delivered
5842,5842,Ecom Express,2024-05-25,2024-05-29,Delivered
5843,5843,Ecom Express,2025-01-19,2025-01-20,Delivered
5844,5844,BlueDart,2023-01-05,2023-01-07,Delivered
5845,5845,BlueDart,2025-04-23,2025-04-24,Delivered
5846,5846,BlueDart,2024-09-29,2024-10-06,Delivered
5847,5847,BlueDart,2024-10-09,2024-10-15,Delivered
5848,5848,BlueDart,2023-08-13,2023-08-14,Delivered
5849,5849,XpressBees,2023-09-03,2023-09-08,Delivered
5850,5850,XpressBees,2023-04-08,2023-04-11,Delivered
5851,5851,Ecom Express,2024-02-08,2024-02-13,In Transit
5852,5852,India Post,2025-02-17,2025-02-22,Delivered
5853,5853,XpressBees,2024-12-02,2024-12-03,Delivered
5854,5854,Ecom Express,2023-03-02,2023-03-05,Delivered
5855,5855,India Post,2023-07-10,2023-07-16,Delivered
5856,5856,Ecom Express,2025-08-16,2025-08-18,In Transit
5857,5857,Ecom Express,2024-03-09,2024-03-15,Delivered
5858,5858,XpressBees,2025-12-06,2025-12-10,In Transit
5859,5859,BlueDart,2023-12-20,2023-12-22,In Transit
5860,5860,Delhivery,2025-09-02,2025-09-09,Delivered
5861,5861,Ecom Express,2023-02-09,2023-02-16,Delivered
5862,5862,Ecom Express,2024-02-23,2024-02-25,Delivered
5863,5863,XpressBees,2023-02-04,2023-02-11,Delivered
5864,5864,India Post,2023-10-18,2023-10-22,Delivered
5865,5865,BlueDart,2025-09-15,2025-09-20,Delivered
5866,5866,XpressBees,2024-03-27,2024-03-31,Delivered
5867,5867,Delhivery,2024-01-31,2024-02-01,Delivered
5868,5868,India Post,2025-05-06,2025-05-07,Delivered
5869,5869,BlueDart,2024-05-15,2024-05-22,Delivered
5870,5870,BlueDart,2024-06-20,2024-06-27,Delivered
5871,5871,India Post,2024-08-20,2024-08-22,Delivered
5872,5872,Ecom Express,2023-10-06,2023-10-10,Delivered
5873,5873,Ecom Express,2024-12-05,2024-12-11,Delivered
5874,5874,India Post,2023-01-01,2023-01-05,Delivered
5875,5875,BlueDart,2023-04-01,2023-04-07,Delivered
5876,5876,Delhivery,2025-10-05,2025-10-08,Delivered
5877,5877,Ecom Express,2024-07-07,2024-07-11,Delivered
5878,5878,Delhivery,2024-11-28,2024-12-05,Delivered
5879,5879,India Post,2025-08-06,2025-08-11,In Transit
5880,5880,BlueDart,2024-10-10,2024-10-16,In Transit
5881,5881,Ecom Express,2024-12-08,2024-12-13,Delivered
5882,5882,Delhivery,2023-05-29,2023-05-30,Delivered
5883,5883,India Post,2025-09-29,2025-10-01,In Transit
5884,5884,BlueDart,2023-02-14,2023-02-21,Delivered
5885,5885,India Post,2024-11-26,2024-11-30,In Transit
5886,5886,Ecom Express,2024-06-28,2024-07-01,Delivered
5887,5887,BlueDart,2024-01-22,2024-01-29,In Transit
5888,5888,BlueDart,2023-02-04,2023-02-08,Delivered
5889,5889,Delhivery,2023-01-26,2023-02-01,Delivered
5890,5890,India Post,2024-09-27,2024-09-28,In Transit
5891,5891,Ecom Express,2025-05-22,2025-05-29,Delivered
5892,5892,XpressBees,2024-04-23,2024-04-29,In Transit
5893,5893,XpressBees,2023-06-08,2023-06-09,Delivered
5894,5894,India Post,2025-03-15,2025-03-17,In Transit
5895,5895,Delhivery,2025-10-25,2025-10-31,Delivered
5896,5896,India Post,2023-10-07,2023-10-11,Delivered
5897,5897,Delhivery,2023-06-15,2023-06-21,In Transit
5898,5898,Ecom Express,2023-08-02,2023-08-09,Delivered
5899,5899,BlueDart,2023-02-24,2023-02-25,Delivered
5900,5900,India Post,2023-10-01,2023-10-03,Delivered
5901,5901,BlueDart,2023-06-12,2023-06-15,Delivered
5902,5902,Delhivery,2024-08-19,2024-08-24,Delivered
5903,5903,BlueDart,2024-04-24,2024-04-30,Delivered
5904,5904,India Post,2023-09-09,2023-09-16,Delivered
5905,5905,BlueDart,2023-11-03,2023-11-05,Delivered
5906,5906,Ecom Express,2024-06-28,2024-06-30,Delivered
5907,5907,BlueDart,2023-02-09,2023-02-10,Delivered
5908,5908,Ecom Express,2023-01-26,2023-01-31,Delivered
5909,5909,XpressBees,2024-06-11,2024-06-12,In Transit
5910,5910,Ecom Express,2025-11-06,2025-11-08,Delivered
5911,5911,India Post,2023-10-22,2023-10-29,Delivered
5912,5912,Delhivery,2023-08-04,2023-08-05,Delivered
5913,5913,India Post,2025-04-03,2025-04-04,In Transit
5914,5914,Ecom Express,2025-01-22,2025-01-26,Delivered
5915,5915,BlueDart,2024-10-04,2024-10-10,Delivered
5916,5916,XpressBees,2024-12-14,2024-12-16,Delivered
5917,5917,XpressBees,2025-01-15,2025-01-21,Delivered
5918,5918,Delhivery,2024-01-11,2024-01-17,Delivered
5919,5919,BlueDart,2024-05-16,2024-05-18,In Transit
5920,5920,XpressBees,2023-02-19,2023-02-20,Delivered
5921,5921,India Post,2024-05-21,2024-05-27,Delivered
5922,5922,BlueDart,2024-06-04,2024-06-11,In Transit
5923,5923,Ecom Express,2025-07-14,2025-07-20,Delivered
5924,5924,XpressBees,2023-11-18,2023-11-21,In Transit
5925,5925,India Post,2024-08-14,2024-08-15,In Transit
5926,5926,Delhivery,2025-04-15,2025-04-19,In Transit
5927,5927,BlueDart,2024-01-24,2024-01-30,Delivered
5928,5928,Delhivery,2023-12-01,2023-12-07,In Transit
5929,5929,Ecom Express,2025-09-10,2025-09-12,Delivered
5930,5930,BlueDart,2024-11-21,2024-11-25,In Transit
5931,5931,XpressBees,2025-12-04,2025-12-07,In Transit
5932,5932,Delhivery,2025-11-30,2025-12-03,Delivered
5933,5933,Ecom Express,2023-06-24,2023-06-26,Delivered
5934,5934,India Post,2024-07-14,2024-07-18,Delivered
5935,5935,India Post,2023-06-29,2023-06-30,Delivered
5936,5936,Ecom Express,2025-02-27,2025-03-03,Delivered
5937,5937,XpressBees,2024-11-06,2024-11-07,Delivered
5938,5938,BlueDart,2025-01-06,2025-01-13,In Transit
5939,5939,BlueDart,2024-03-22,2024-03-23,Delivered
5940,5940,BlueDart,2025-10-01,2025-10-03,In Transit
5941,5941,Ecom Express,2023-04-24,2023-05-01,Delivered
5942,5942,Ecom Express,2023-10-10,2023-10-11,In Transit
5943,5943,Delhivery,2025-01-28,2025-02-01,Delivered
5944,5944,Ecom Express,2025-02-25,2025-03-04,In Transit
5945,5945,India Post,2023-07-05,2023-07-12,In Transit
5946,5946,Ecom Express,2025-08-20,2025-08-27,Delivered
5947,5947,XpressBees,2024-07-03,2024-07-04,In Transit
5948,5948,BlueDart,2024-04-03,2024-04-07,Delivered
5949,5949,Ecom Express,2023-07-29,2023-08-01,Delivered
5950,5950,Ecom Express,2023-11-01,2023-11-03,Delivered
5951,5951,India Post,2025-05-04,2025-05-05,Delivered
5952,5952,India Post,2023-11-19,2023-11-25,Delivered
5953,5953,India Post,2025-01-06,2025-01-08,Delivered
5954,5954,BlueDart,2024-05-08,2024-05-09,Delivered
5955,5955,India Post,2023-04-21,2023-04-23,In Transit
5956,5956,Delhivery,2025-10-11,2025-10-16,Delivered
5957,5957,BlueDart,2025-10-28,2025-11-04,Delivered
5958,5958,BlueDart,2025-02-27,2025-03-04,In Transit
5959,5959,Delhivery,2024-05-21,2024-05-22,Delivered
5960,5960,BlueDart,2024-05-19,2024-05-26,Delivered
5961,5961,Ecom Express,2023-11-21,2023-11-27,In Transit
5962,5962,Ecom Express,2024-10-31,2024-11-06,Delivered
5963,5963,Delhivery,2024-01-22,2024-01-26,Delivered
5964,5964,India Post,2025-03-02,2025-03-04,Delivered
5965,5965,India Post,2023-07-10,2023-07-16,In Transit
5966,5966,XpressBees,2023-03-01,2023-03-05,Delivered
5967,5967,India Post,2023-08-11,2023-08-15,In Transit
5968,5968,BlueDart,2023-12-18,2023-12-19,In Transit
5969,5969,India Post,2023-08-12,2023-08-16,In Transit
5970,5970,XpressBees,2024-11-01,2024-11-03,Delivered
5971,5971,XpressBees,2024-11-05,2024-11-10,Delivered
5972,5972,Delhivery,2023-07-13,2023-07-16,Delivered
5973,5973,XpressBees,2024-01-13,2024-01-18,Delivered
5974,5974,XpressBees,2025-09-12,2025-09-16,Delivered
5975,5975,Delhivery,2023-03-20,2023-03-22,In Transit
5976,5976,India Post,2024-12-21,2024-12-24,Delivered
5977,5977,India Post,2025-01-05,2025-01-08,Delivered
5978,5978,XpressBees,2025-05-30,2025-06-06,Delivered
5979,5979,Delhivery,2023-01-17,2023-01-24,In Transit
5980,5980,BlueDart,2024-02-02,2024-02-04,Delivered
5981,5981,BlueDart,2023-08-17,2023-08-18,Delivered
5982,5982,Delhivery,2023-04-26,2023-04-27,Delivered
5983,5983,Delhivery,2024-05-22,2024-05-23,Delivered
5984,5984,Delhivery,2025-04-26,2025-04-28,Delivered
5985,5985,XpressBees,2024-10-17,2024-10-20,Delivered
5986,5986,India Post,2023-05-01,2023-05-08,Delivered
5987,5987,BlueDart,2025-07-04,2025-07-11,Delivered
5988,5988,India Post,2024-05-26,2024-05-30,Delivered
5989,5989,Delhivery,2023-03-12,2023-03-14,In Transit
5990,5990,Ecom Express,2025-12-02,2025-12-03,In Transit
5991,5991,Delhivery,2025-01-27,2025-01-29,In Transit
5992,5992,Delhivery,2023-10-15,2023-10-20,Delivered
5993,5993,XpressBees,2025-07-23,2025-07-27,In Transit
5994,5994,Delhivery,2023-05-18,2023-05-25,Delivered
5995,5995,BlueDart,2024-03-03,2024-03-05,Delivered
5996,5996,Ecom Express,2023-06-30,2023-07-03,In Transit
5997,5997,BlueDart,2024-01-20,2024-01-26,Delivered
5998,5998,Delhivery,2023-03-06,2023-03-10,Delivered
5999,5999,Delhivery,2023-07-03,2023-07-07,Delivered
6000,6000,India Post,2025-06-29,2025-07-05,Delivered
6001,6001,Delhivery,2024-10-04,2024-10-08,Delivered
6002,6002,India Post,2023-06-15,2023-06-22,Delivered
6003,6003,Ecom Express,2023-05-26,2023-05-31,Delivered
6004,6004,Ecom Express,2024-05-26,2024-05-28,Delivered
6005,6005,India Post,2024-02-15,2024-02-16,In Transit
6006,6006,BlueDart,2025-06-25,2025-07-01,In Transit
6007,6007,Delhivery,2023-09-01,2023-09-06,In Transit
6008,6008,Delhivery,2023-09-30,2023-10-03,Delivered
6009,6009,XpressBees,2024-04-11,2024-04-13,Delivered
6010,6010,BlueDart,2024-04-02,2024-04-08,Delivered
6011,6011,Ecom Express,2023-10-06,2023-10-13,Delivered
6012,6012,Delhivery,2023-08-21,2023-08-24,Delivered
6013,6013,Ecom Express,2024-03-26,2024-03-31,Delivered
6014,6014,BlueDart,2024-01-15,2024-01-21,Delivered
6015,6015,XpressBees,2024-01-16,2024-01-22,In Transit
6016,6016,Ecom Express,2024-07-26,2024-07-27,In Transit
6017,6017,Ecom Express,2023-07-21,2023-07-25,Delivered
6018,6018,BlueDart,2024-12-01,2024-12-02,In Transit
6019,6019,Ecom Express,2023-09-18,2023-09-25,Delivered
