order_id,customer_id,store_id,order_date,payment_method,order_status,subtotal,discount,tax,shipping_charge,total_amount
6248,823,27,2024-12-25,Credit Card,Shipped,1799.95,220.53,284.3,49,1912.72
6249,7305,66,2023-08-31,Cash,Shipped,10277.0,1878.91,1511.66,0,9909.75
6250,7124,50,2024-02-27,Cash,Delivered,14693.59,983.96,2467.73,49,16226.36
6251,7580,11,2023-01-29,UPI,Cancelled,17567.67,1489.08,2894.15,49,19021.74
6252,8864,56,2025-09-29,Wallet,Delivered,1567.65,54.55,272.36,99,1884.46
6253,7585,79,2024-08-16,Cash,Delivered,23165.34,4190.62,3415.45,0,22390.17
6254,2302,61,2024-07-26,UPI,Processing,18139.48,1306.94,3029.86,99,19961.4
6255,6417,83,2023-07-02,Cash,Shipped,19954.03,3988.87,2873.73,99,18937.89
6256,2289,24,2023-05-10,UPI,Delivered,10485.84,1745.26,1573.3,49,10362.88
6257,8640,18,2024-10-08,Debit Card,Delivered,22708.64,3281.41,3496.9,0,22924.13
6258,3995,22,2024-07-22,Wallet,Delivered,10540.87,706.85,1770.12,49,11653.14
6259,8631,89,2025-04-23,Wallet,Shipped,21090.84,645.58,3680.15,99,24224.41
6260,8037,26,2025-12-22,Credit Card,Delivered,22662.67,3389.13,3469.24,99,22841.78
6261,2127,48,2025-01-21,Credit Card,Delivered,5638.23,105.76,995.84,49,6577.31
6262,2388,66,2024-04-27,Debit Card,Processing,13037.94,904.56,2184.01,99,14416.39
6263,2118,23,2023-06-21,Wallet,Delivered,4933.92,184.23,854.94,79,5683.63
6264,3811,59,2023-09-06,UPI,Shipped,18146.75,923.64,3100.16,99,20422.27
6265,2794,81,2025-10-05,Wallet,Cancelled,14707.42,2116.01,2266.45,49,14906.86
6266,112,17,2025-04-08,Debit Card,Shipped,733.87,5.77,131.06,99,958.16
6267,3606,4,2023-01-20,Cash,Delivered,14751.06,1241.97,2431.64,99,16039.73
6268,4865,32,2024-05-09,Net Banking,Delivered,4742.75,81.91,838.95,79,5578.79
6269,9896,89,2023-08-29,UPI,Delivered,7703.44,888.77,1226.64,0,8041.31
6270,4420,57,2025-12-08,Wallet,Delivered,12693.4,2538.35,1827.91,49,12031.96
6271,3226,5,2023-02-16,Debit Card,Processing,6196.39,789.86,973.18,79,6458.71
6272,7776,81,2025-05-27,Credit Card,Shipped,3954.64,735.09,579.52,49,3848.07
6273,8309,94,2024-05-09,Debit Card,Cancelled,24945.35,4182.31,3737.35,49,24549.39
6274,8335,39,2025-04-28,Net Banking,Delivered,17296.54,3174.15,2542.03,99,16763.42
6275,1868,27,2024-08-27,Wallet,Delivered,17997.4,66.0,3227.65,0,21159.05
6276,4360,46,2023-11-16,Debit Card,Delivered,23382.04,4094.13,3471.82,49,22808.73
6277,6115,38,2023-12-03,Net Banking,Shipped,9799.93,457.35,1681.66,0,11024.24
6278,1621,85,2023-08-10,Net Banking,Delivered,1785.42,91.92,304.83,49,2047.33
6279,3473,91,2025-10-06,Cash,Delivered,14223.77,2208.41,2162.76,79,14257.12
6280,2657,11,2023-06-10,UPI,Delivered,9962.53,545.6,1695.05,49,11160.98
6281,1131,86,2023-04-21,Credit Card,Delivered,3057.4,294.32,497.35,49,3309.43
6282,2757,54,2025-11-26,UPI,Delivered,6733.72,269.44,1163.57,49,7676.85
6283,5604,11,2025-08-10,UPI,Processing,1341.59,162.06,212.32,49,1440.85
6284,9455,79,2023-11-17,UPI,Shipped,16288.08,1045.26,2743.71,49,18035.53
6285,7859,19,2023-02-23,Wallet,Delivered,23214.89,3267.85,3590.47,79,23616.51
6286,9693,94,2025-08-31,UPI,Delivered,11075.65,2139.82,1608.45,0,10544.28
6287,4854,53,2024-03-13,UPI,Delivered,15755.88,155.36,2808.09,99,18507.61
6288,3450,47,2023-05-23,Wallet,Delivered,22072.94,448.83,3892.34,0,25516.45
6289,7586,43,2024-11-02,Cash,Delivered,16590.7,2578.47,2522.2,79,16613.43
6290,3406,8,2023-02-25,UPI,Processing,5519.99,753.99,857.88,79,5702.88
6291,4355,58,2024-02-05,Net Banking,Cancelled,13064.23,2184.79,1958.3,79,12916.74
6292,559,35,2024-11-11,UPI,Delivered,9083.45,1650.86,1337.87,79,8849.46
6293,8146,82,2025-09-21,Debit Card,Delivered,18153.8,1528.22,2992.6,0,19618.18
6294,445,21,2024-05-20,Wallet,Delivered,19992.51,3285.42,3007.28,49,19763.37
6295,505,24,2024-10-23,Net Banking,Processing,6417.89,337.4,1094.49,99,7273.98
6296,7345,12,2025-12-13,Wallet,Delivered,10967.34,1554.97,1694.23,0,11106.6
6297,3032,38,2023-08-03,Wallet,Delivered,16612.7,2461.62,2547.19,0,16698.27
6298,2673,41,2024-05-03,Net Banking,Delivered,6848.72,907.41,1069.44,0,7010.75
6299,2902,25,2025-03-31,Debit Card,Delivered,4825.86,400.47,796.57,49,5270.96
6300,5144,63,2023-01-12,Credit Card,Delivered,3813.33,93.25,669.61,99,4488.69
6301,2938,73,2024-02-23,UPI,Shipped,15688.85,744.62,2689.96,79,17713.19
6302,2542,66,2025-10-04,Debit Card,Cancelled,13179.36,1255.36,2146.32,0,14070.32
6303,4906,73,2023-06-19,UPI,Cancelled,1518.33,74.87,259.82,79,1782.28
6304,9067,25,2025-11-30,Wallet,Processing,1723.32,230.49,268.71,0,1761.54
6305,1982,94,2024-08-07,Net Banking,Processing,4806.62,294.47,812.19,99,5423.34
6306,4870,99,2024-11-05,Cash,Shipped,4637.09,829.67,685.34,99,4591.76
6307,4636,37,2023-02-05,Wallet,Processing,5556.24,877.63,842.15,99,5619.76
6308,1523,100,2025-04-12,Net Banking,Delivered,22442.2,1970.36,3684.93,49,24205.77
6309,6360,44,2023-04-29,Wallet,Shipped,16770.96,2531.29,2563.14,0,16802.81
6310,8476,90,2024-06-24,Wallet,Delivered,10714.54,1141.32,1723.18,99,11395.4
6311,5522,50,2023-04-30,Debit Card,Delivered,22993.33,1322.66,3900.72,99,25670.39
6312,7010,48,2024-05-01,Debit Card,Processing,10914.05,1269.04,1736.1,0,11381.11
6313,4864,26,2025-03-31,Net Banking,Delivered,6660.03,823.82,1050.52,99,6985.73
6314,4080,77,2025-12-15,Wallet,Cancelled,8384.63,734.18,1377.08,79,9106.53
6315,4787,46,2024-01-30,Net Banking,Delivered,3829.73,721.64,559.46,0,3667.55
6316,1803,59,2023-12-06,Cash,Delivered,2607.71,161.15,440.38,0,2886.94
6317,4945,69,2025-08-14,Cash,Processing,10477.88,939.06,1716.99,0,11255.81
6318,5118,12,2024-06-29,Wallet,Delivered,4907.23,779.85,742.93,79,4949.31
6319,9426,63,2025-05-07,Wallet,Processing,16584.19,978.34,2809.05,79,18493.9
6320,9899,46,2024-04-21,Cash,Delivered,15339.1,1851.05,2427.85,79,15994.9
6321,7669,73,2024-12-03,Net Banking,Delivered,15188.47,2901.42,2211.67,79,14577.72
6322,2064,34,2024-08-12,Wallet,Shipped,4715.01,769.92,710.12,99,4754.21
6323,9343,87,2023-02-09,Credit Card,Processing,20109.7,3042.24,3072.14,79,20218.6
6324,1628,61,2025-03-21,Credit Card,Delivered,9637.74,923.21,1568.62,0,10283.15
6325,2369,87,2023-04-02,Cash,Delivered,22024.3,721.95,3834.42,0,25136.77
6326,1375,87,2025-08-09,Credit Card,Delivered,18444.24,274.09,3270.63,79,21519.78
6327,8981,41,2024-04-30,Net Banking,Processing,4732.7,20.49,848.2,79,5639.41
6328,5959,62,2025-01-02,Wallet,Processing,18179.92,3485.67,2644.96,79,17418.21
6329,4294,84,2023-08-02,Cash,Delivered,12107.18,1106.15,1980.19,49,13030.22
6330,5590,58,2025-07-13,Net Banking,Delivered,21233.08,1076.27,3628.23,99,23884.04
6331,5452,98,2023-10-05,Debit Card,Delivered,19405.43,560.51,3392.09,99,22336.01
6332,3972,55,2023-05-02,Credit Card,Delivered,14657.08,2904.47,2115.47,79,13947.08
6333,9214,86,2023-12-24,UPI,Processing,16879.77,1183.5,2825.33,49,18570.6
6334,7134,63,2025-01-16,Net Banking,Delivered,18355.07,2239.41,2900.82,99,19115.48
6335,7544,93,2023-08-04,UPI,Shipped,11771.51,1204.39,1902.08,49,12518.2
6336,6857,96,2025-08-02,Debit Card,Shipped,18577.13,1411.29,3089.85,79,20334.69
6337,7040,28,2025-08-08,Credit Card,Shipped,23411.54,72.11,4201.1,0,27540.53
6338,9077,85,2024-07-30,Debit Card,Shipped,18195.9,2157.07,2886.99,49,18974.82
6339,3626,22,2023-08-13,Debit Card,Processing,24397.05,1332.72,4151.58,0,27215.91
6340,7501,21,2025-11-04,Credit Card,Delivered,1018.08,180.96,150.68,99,1086.8
6341,7460,43,2023-01-02,Net Banking,Delivered,4960.05,359.67,828.07,0,5428.45
6342,4382,63,2024-02-24,Net Banking,Delivered,9225.6,1603.08,1372.05,79,9073.57
6343,7773,10,2025-02-07,Wallet,Cancelled,23011.83,4521.04,3328.34,0,21819.13
6344,2062,26,2023-07-22,Wallet,Delivered,1007.06,54.45,171.47,99,1223.08
6345,140,14,2024-01-10,Net Banking,Cancelled,15351.66,421.35,2687.46,0,17617.77
6346,6381,27,2024-07-11,Credit Card,Delivered,15313.88,2424.16,2320.15,0,15209.87
6347,3361,34,2024-10-29,Cash,Shipped,24085.58,3863.14,3640.04,79,23941.48
6348,3751,16,2024-10-02,UPI,Delivered,10522.0,1421.77,1638.04,79,10817.27
6349,2631,61,2024-01-02,Credit Card,Delivered,5215.26,828.41,789.63,49,5225.48
6350,453,6,2024-07-03,Credit Card,Delivered,13297.33,1040.63,2206.21,79,14541.91
6351,170,95,2024-05-28,Cash,Delivered,20868.05,2767.38,3258.12,99,21457.79
6352,2492,88,2024-11-01,Cash,Shipped,3443.74,484.69,532.63,0,3491.68
6353,1731,58,2023-11-07,Net Banking,Processing,2420.56,160.81,406.75,99,2765.5
6354,7414,30,2024-06-07,Debit Card,Shipped,19450.87,1777.13,3181.27,49,20904.01
6355,8947,39,2024-04-15,Credit Card,Delivered,8730.62,626.97,1458.66,49,9611.31
6356,4061,68,2024-10-02,Credit Card,Delivered,23306.37,3849.62,3502.21,79,23037.96
6357,2801,76,2023-01-27,Credit Card,Delivered,18492.03,3592.9,2681.84,49,17629.97
6358,9550,81,2024-08-15,Net Banking,Delivered,18093.94,3290.53,2664.61,0,17468.02
6359,5126,27,2025-10-21,Wallet,Delivered,21054.87,2956.11,3257.78,0,21356.54
6360,1752,86,2023-05-15,Cash,Delivered,24127.65,2229.47,3941.67,99,25938.85
6361,4053,31,2024-05-01,Wallet,Delivered,2846.03,417.4,437.15,49,2914.78
6362,6215,5,2025-03-17,Credit Card,Cancelled,3026.92,181.68,512.14,99,3456.38
6363,2109,14,2023-11-11,Wallet,Delivered,7413.59,801.99,1190.09,99,7900.69
6364,9062,84,2025-12-04,Net Banking,Shipped,9652.04,1524.13,1463.02,49,9639.93
6365,8878,100,2025-07-24,Net Banking,Delivered,6742.13,401.03,1141.4,79,7561.5
6366,567,99,2023-05-15,Debit Card,Processing,1486.54,75.67,253.96,49,1713.83
6367,5189,43,2023-10-02,UPI,Delivered,15608.54,2803.45,2304.92,79,15189.01
6368,2293,5,2025-10-22,Debit Card,Delivered,10902.74,2079.33,1588.21,0,10411.62
6369,3865,26,2024-01-15,Wallet,Shipped,11902.92,1175.01,1931.02,79,12737.93
6370,1562,78,2024-09-21,Cash,Shipped,6015.56,286.25,1031.28,49,6809.59
6371,146,75,2023-04-13,UPI,Processing,9911.5,1822.55,1456.01,49,9593.96
6372,8299,38,2025-11-30,Debit Card,Cancelled,16069.62,1113.11,2692.17,0,17648.68
6373,2965,52,2023-01-19,Wallet,Cancelled,1300.11,9.42,232.32,99,1622.01
6374,6441,12,2023-08-12,Debit Card,Delivered,16692.53,1693.2,2699.88,0,17699.21
6375,4711,85,2025-11-25,Cash,Shipped,6808.31,1318.27,988.21,99,6577.25
6376,4784,8,2023-04-11,Credit Card,Delivered,5912.01,73.86,1050.87,79,6968.02
6377,3591,76,2024-11-21,Debit Card,Delivered,23376.82,3459.77,3585.07,0,23502.12
6378,1690,51,2025-03-30,UPI,Delivered,15507.02,2435.32,2352.91,49,15473.61
6379,9183,9,2024-01-08,UPI,Delivered,23536.62,4247.02,3472.13,0,22761.73
6380,5890,10,2024-01-12,Net Banking,Processing,18247.4,1276.06,3054.84,99,20125.18
6381,3856,6,2023-07-17,Credit Card,Delivered,13106.16,780.98,2218.53,0,14543.71
6382,4769,96,2023-08-15,Credit Card,Delivered,21667.66,2077.85,3526.17,0,23115.98
6383,2910,87,2023-02-28,Debit Card,Cancelled,24558.14,2854.83,3906.6,49,25658.91
6384,6523,24,2024-07-09,Credit Card,Cancelled,20734.31,817.68,3584.99,79,23580.62
6385,5,1,2025-05-03,Wallet,Cancelled,15836.13,2661.09,2371.51,0,15546.55
6386,9056,48,2023-04-29,Wallet,Delivered,7711.62,638.58,1273.15,79,8425.19
6387,6280,85,2024-07-02,Net Banking,Delivered,3590.37,676.56,524.49,79,3517.3
6388,5981,91,2023-08-07,Debit Card,Shipped,23281.28,760.79,4053.69,49,26623.18
6389,3210,52,2023-02-03,Debit Card,Delivered,21591.58,4263.69,3119.02,0,20446.91
6390,3726,81,2023-11-03,Cash,Delivered,21340.81,70.2,3828.71,99,25198.32
6391,6921,63,2024-06-13,Net Banking,Shipped,6998.89,1127.45,1056.86,0,6928.3
6392,2700,32,2024-03-02,Cash,Delivered,11131.89,241.72,1960.23,49,12899.4
6393,1693,72,2025-05-31,Debit Card,Delivered,16454.1,2405.36,2528.77,79,16656.51
6394,1064,81,2024-09-07,UPI,Delivered,10339.98,812.39,1714.97,0,11242.56
6395,3908,7,2025-09-18,Net Banking,Delivered,5434.33,1043.76,790.3,49,5229.87
6396,3375,97,2023-02-09,UPI,Delivered,23743.63,1283.38,4042.84,79,26582.09
6397,7721,41,2025-08-22,Net Banking,Cancelled,22790.62,369.94,4035.72,49,26505.4
6398,2356,45,2025-06-09,Credit Card,Delivered,4923.29,189.27,852.12,99,5685.14
6399,8178,60,2025-05-11,Debit Card,Delivered,7898.18,1294.63,1188.64,79,7871.19
6400,8527,62,2024-02-21,Credit Card,Delivered,10525.36,1178.42,1682.45,99,11128.39
6401,5807,59,2023-09-08,Cash,Delivered,14070.75,2162.07,2143.56,0,14052.24
6402,137,61,2025-05-09,UPI,Cancelled,22774.09,3759.39,3422.65,49,22486.35
6403,9604,1,2023-09-08,Debit Card,Shipped,7443.85,883.16,1180.92,99,7840.61
6404,3316,16,2024-09-18,Debit Card,Shipped,11020.5,1870.47,1647.01,99,10896.04
6405,3074,13,2023-03-03,Net Banking,Delivered,15709.22,2623.17,2355.49,0,15441.54
6406,4586,52,2025-05-01,UPI,Cancelled,3207.92,81.56,562.74,79,3768.1
6407,7124,14,2025-05-13,Cash,Processing,16882.18,154.23,3011.03,99,19837.98
6408,549,15,2024-01-23,Debit Card,Delivered,21484.28,2011.27,3505.14,0,22978.15
6409,1789,48,2025-01-12,Wallet,Delivered,19029.67,1755.8,3109.3,99,20482.17
6410,3462,17,2023-01-06,Debit Card,Processing,6444.59,279.06,1109.8,79,7354.33
6411,7075,21,2023-04-29,Debit Card,Delivered,12488.43,844.86,2095.84,79,13818.41
6412,8619,52,2023-09-20,Wallet,Processing,18769.18,26.44,3373.69,0,22116.43
6413,2575,86,2024-07-04,Net Banking,Processing,13724.73,1369.81,2223.89,0,14578.81
6414,3125,69,2023-04-29,Wallet,Delivered,5668.89,810.25,874.56,99,5832.2
6415,9922,65,2024-01-29,Net Banking,Delivered,14860.33,1113.96,2474.35,0,16220.72
6416,8919,91,2024-04-26,Net Banking,Processing,19269.04,3637.39,2813.7,79,18524.35
6417,1653,89,2024-06-29,Debit Card,Shipped,3318.34,183.06,564.35,49,3748.63
6418,4156,58,2024-06-04,Wallet,Delivered,11900.33,2136.67,1757.46,0,11521.12
6419,2683,70,2024-03-15,Net Banking,Cancelled,21020.04,611.76,3673.49,49,24130.77
6420,5256,25,2024-09-07,Debit Card,Delivered,9794.87,1094.93,1565.99,79,10344.93
6421,9423,5,2025-06-13,Credit Card,Cancelled,12179.35,581.33,2087.64,79,13764.66
6422,2083,41,2023-02-13,Debit Card,Shipped,10820.82,1597.18,1660.26,79,10962.9
6423,6692,90,2025-09-12,Cash,Processing,20401.9,2993.81,3133.46,0,20541.55
6424,2958,94,2025-07-12,Debit Card,Delivered,15912.82,2330.83,2444.76,0,16026.75
6425,9864,68,2024-03-04,UPI,Delivered,17679.08,1292.55,2949.58,0,19336.11
6426,60,43,2025-06-11,Cash,Delivered,22657.88,1333.47,3838.39,49,25211.8
6427,9697,49,2024-03-04,Credit Card,Cancelled,17616.68,1653.52,2873.37,0,18836.53
6428,3473,80,2025-11-19,Cash,Delivered,24245.63,2261.22,3957.19,99,26040.6
6429,9818,98,2023-10-23,Credit Card,Processing,22924.17,434.59,4048.12,79,26616.7
6430,2082,98,2025-06-06,Credit Card,Delivered,828.8,61.44,138.12,0,905.48
6431,5347,80,2024-08-29,Cash,Delivered,6896.79,895.02,1080.32,0,7082.09
6432,1890,68,2024-12-08,UPI,Delivered,22218.81,494.07,3910.45,0,25635.19
6433,9919,82,2024-03-27,Cash,Delivered,23759.57,647.28,4160.21,99,27371.5
6434,6389,4,2025-02-24,Credit Card,Delivered,10754.33,1754.1,1620.04,99,10719.27
6435,8443,49,2023-04-21,Wallet,Delivered,11247.23,1420.07,1768.89,79,11675.05
6436,1469,85,2025-08-20,Debit Card,Delivered,14204.98,348.93,2494.09,0,16350.14
6437,7020,24,2024-03-20,Wallet,Delivered,21767.59,1020.26,3734.52,79,24560.85
6438,9101,48,2025-04-18,Net Banking,Delivered,20346.01,1408.78,3408.7,0,22345.93
6439,526,15,2024-05-29,UPI,Delivered,20920.63,2403.27,3333.12,49,21899.48
6440,5189,57,2023-02-24,Credit Card,Cancelled,5888.8,633.3,945.99,49,6250.49
6441,3327,20,2023-09-29,Debit Card,Delivered,19503.34,1038.12,3323.74,49,21837.96
6442,3939,41,2023-03-12,Credit Card,Shipped,16199.92,3231.8,2334.26,49,15351.38
6443,9227,86,2024-11-06,Wallet,Processing,7371.3,32.73,1320.94,49,8708.51
6444,3993,69,2025-01-10,Wallet,Shipped,10884.56,1562.97,1677.89,49,11048.48
6445,999,14,2025-09-30,Net Banking,Delivered,24472.75,2898.66,3883.34,0,25457.43
6446,4379,3,2023-02-28,Cash,Delivered,18908.82,1415.59,3148.78,99,20741.01
6447,3199,51,2023-03-26,Credit Card,Cancelled,18121.21,243.59,3217.97,79,21174.59
6448,1658,81,2025-09-23,Wallet,Cancelled,10248.61,699.01,1718.93,99,11367.53
6449,4171,48,2025-09-16,Credit Card,Delivered,16465.09,549.53,2864.8,99,18879.36
6450,3870,31,2023-11-25,Debit Card,Shipped,17326.09,331.15,3059.09,99,20153.03
6451,8557,52,2024-03-12,UPI,Shipped,4865.17,322.11,817.75,49,5409.81
6452,7215,17,2024-01-13,Cash,Cancelled,14224.58,2458.69,2117.86,49,13932.75
6453,6529,11,2025-02-02,UPI,Processing,15385.15,161.87,2740.19,99,18062.47
6454,5602,100,2024-10-15,Debit Card,Delivered,19184.53,2007.81,3091.81,79,20347.53
6455,6671,73,2024-04-07,Cash,Delivered,19357.3,291.94,3431.76,49,22546.12
6456,6867,65,2023-11-28,Cash,Delivered,8754.42,1266.67,1347.79,79,8914.54
6457,7087,56,2024-01-28,Debit Card,Delivered,798.3,51.62,134.4,0,881.08
6458,6155,70,2024-10-19,Credit Card,Delivered,9786.6,1401.71,1509.28,49,9943.17
6459,942,77,2023-06-04,Cash,Delivered,21327.92,2697.09,3353.55,79,22063.38
6460,9347,26,2025-01-18,Cash,Delivered,20327.86,770.05,3520.41,99,23177.22
6461,6099,83,2023-11-05,Credit Card,Shipped,10163.92,102.06,1811.13,49,11921.99
6462,8690,58,2025-02-10,UPI,Delivered,13417.46,1916.17,2070.23,49,13620.52
6463,1210,24,2023-08-15,Wallet,Delivered,16088.37,958.79,2723.32,79,17931.9
6464,5357,20,2023-01-31,Cash,Delivered,13981.26,153.97,2488.91,79,16395.2
6465,3711,16,2025-10-03,Debit Card,Delivered,12898.46,61.09,2310.73,49,15197.1
6466,6910,32,2024-02-17,UPI,Shipped,9825.03,77.99,1754.47,0,11501.51
6467,1868,13,2023-09-22,Net Banking,Delivered,22859.23,352.72,4051.17,79,26636.68
6468,7119,97,2024-04-05,Credit Card,Delivered,12885.99,2466.34,1875.54,99,12394.19
6469,3675,65,2025-01-03,Net Banking,Delivered,19102.64,2206.2,3041.36,99,20036.8
6470,9884,89,2025-05-16,Credit Card,Shipped,20341.09,770.03,3522.79,0,23093.85
6471,7056,68,2025-09-27,Net Banking,Shipped,15787.18,2867.62,2325.52,79,15324.08
6472,6589,34,2025-02-01,Net Banking,Processing,24893.42,381.1,4412.22,49,28973.54
6473,7664,5,2025-09-22,Debit Card,Cancelled,21499.71,3565.19,3228.21,0,21162.73
6474,7747,42,2025-11-14,Net Banking,Shipped,15812.38,2869.78,2329.67,99,15371.27
6475,3126,30,2025-02-05,UPI,Delivered,10352.15,1496.74,1593.97,79,10528.38
6476,513,40,2025-01-14,Credit Card,Delivered,3051.78,346.99,486.86,99,3290.65
6477,2531,31,2024-05-13,Net Banking,Delivered,20645.53,934.11,3548.06,99,23358.48
6478,1680,74,2024-06-10,Wallet,Shipped,23294.95,4491.77,3384.57,99,22286.75
6479,3785,29,2025-07-16,Debit Card,Delivered,12053.91,848.53,2016.97,49,13271.35
6480,9556,17,2023-05-23,Wallet,Cancelled,661.16,56.18,108.9,49,762.88
6481,5793,19,2024-03-18,Debit Card,Delivered,20211.24,462.02,3554.86,99,23403.08
6482,1107,2,2024-04-02,Cash,Processing,14956.29,2412.28,2257.92,0,14801.93
6483,8132,97,2024-07-15,Debit Card,Delivered,21045.93,585.8,3682.82,0,24142.95
6484,9112,37,2025-10-01,Wallet,Processing,3818.16,346.06,624.98,0,4097.08
6485,6881,21,2024-03-09,Debit Card,Processing,4893.43,275.24,831.27,49,5498.46
6486,439,84,2025-10-23,Wallet,Delivered,19450.85,140.04,3475.95,99,22885.76
6487,4284,29,2025-11-29,Credit Card,Cancelled,11819.2,2149.94,1740.47,99,11508.73
6488,7911,84,2024-04-29,Cash,Shipped,13085.61,342.48,2293.76,0,15036.89
6489,7852,56,2023-07-23,UPI,Cancelled,21967.06,4044.59,3226.04,49,21197.51
6490,8984,43,2024-08-20,Net Banking,Delivered,11699.47,1029.77,1920.55,79,12669.25
6491,6881,80,2024-04-06,UPI,Delivered,22114.64,143.93,3954.73,99,26024.44
6492,7655,6,2025-04-10,Wallet,Delivered,9350.01,1036.47,1496.44,49,9858.98
6493,7141,50,2024-08-11,UPI,Delivered,9796.44,875.75,1605.72,79,10605.41
6494,3687,94,2025-06-25,UPI,Delivered,17135.1,963.97,2910.8,49,19130.93
6495,5142,65,2024-07-11,Credit Card,Shipped,22547.33,4508.18,3247.05,99,21385.2
6496,4516,26,2025-10-19,Cash,Delivered,22394.6,3791.37,3348.58,79,22030.81
6497,9171,33,2025-11-14,Wallet,Delivered,20715.92,2409.01,3295.24,0,21602.15
6498,954,68,2024-03-22,UPI,Delivered,6919.68,897.99,1083.9,0,7105.59
6499,8191,100,2025-04-18,Debit Card,Processing,8069.43,874.63,1295.06,99,8588.86
6500,7233,29,2025-02-24,Cash,Delivered,23819.54,1566.35,4005.57,79,26337.76
6501,9102,43,2023-05-30,Credit Card,Delivered,11313.54,523.89,1942.14,0,12731.79
6502,3930,15,2023-02-26,UPI,Delivered,9584.72,1599.45,1437.35,49,9471.62
6503,4061,46,2023-05-21,Net Banking,Delivered,21645.15,1422.1,3640.15,79,23942.2
6504,3164,5,2025-05-01,Credit Card,Delivered,6129.44,770.17,964.67,99,6422.94
6505,4741,80,2023-11-20,Credit Card,Delivered,12899.8,2018.57,1958.62,0,12839.85
6506,9937,34,2025-12-05,Debit Card,Delivered,11880.33,1306.46,1903.3,79,12556.17
6507,2647,11,2025-02-17,Debit Card,Delivered,11524.47,1548.68,1795.64,99,11870.43
6508,5295,13,2025-08-10,Cash,Delivered,22831.43,1753.31,3794.06,0,24872.18
6509,8172,12,2023-10-01,Cash,Shipped,21515.42,3085.29,3317.42,99,21846.55
6510,6647,79,2024-01-16,UPI,Delivered,21791.41,1989.62,3564.32,0,23366.11
6511,3965,82,2025-02-25,UPI,Delivered,1177.26,37.54,205.15,0,1344.87
6512,6702,25,2024-08-04,Cash,Processing,12262.46,195.33,2172.08,0,14239.21
6513,7363,43,2024-12-30,Net Banking,Delivered,11999.82,2131.29,1776.34,79,11723.87
6514,4655,77,2023-07-15,Debit Card,Delivered,18678.7,1009.53,3180.45,0,20849.62
6515,4020,64,2023-03-21,Credit Card,Cancelled,17792.29,2181.98,2809.86,49,18469.17
6516,7750,41,2023-12-18,Debit Card,Delivered,4301.64,444.61,694.27,79,4630.3
6517,9351,64,2025-09-21,Cash,Delivered,22190.76,1808.32,3668.84,0,24051.28
6518,9137,50,2023-04-23,Net Banking,Delivered,15026.96,2111.21,2324.84,99,15339.59
6519,8851,69,2025-08-03,Credit Card,Shipped,4073.62,347.41,670.72,79,4475.93
6520,4638,25,2024-09-05,Wallet,Delivered,12930.67,568.78,2225.14,99,14686.03
6521,8999,67,2023-11-04,Wallet,Shipped,1173.75,21.25,207.45,99,1458.95
6522,47,24,2024-01-15,Wallet,Processing,16176.62,2199.22,2515.93,49,16542.33
6523,6356,98,2025-04-08,UPI,Delivered,11408.94,1812.55,1727.35,0,11323.74
6524,7537,89,2024-09-11,UPI,Delivered,10564.29,1045.02,1713.47,0,11232.74
6525,3776,13,2025-09-11,UPI,Cancelled,9669.28,634.36,1626.29,99,10760.21
6526,4445,65,2025-08-06,Credit Card,Delivered,11940.49,20.02,2145.68,99,14165.15
6527,4428,16,2025-10-22,Cash,Delivered,7336.04,574.36,1217.1,0,7978.78
6528,9470,88,2023-10-25,UPI,Processing,11528.08,1867.42,1738.92,79,11478.58
6529,8458,79,2023-08-24,Wallet,Shipped,6929.28,1006.48,1066.1,0,6988.9
6530,9640,35,2023-08-06,UPI,Delivered,7294.86,99.26,1295.21,49,8539.81
6531,1316,34,2024-10-11,Credit Card,Delivered,4754.29,645.83,739.52,79,4926.98
6532,7472,72,2023-08-06,Net Banking,Delivered,15052.52,188.12,2675.59,99,17638.99
6533,3152,82,2023-04-24,Credit Card,Cancelled,13794.55,1681.91,2180.28,79,14371.92
6534,5325,81,2025-12-12,Cash,Cancelled,11196.9,924.97,1848.95,99,12219.88
6535,7419,59,2024-05-14,UPI,Delivered,13503.47,1393.2,2179.85,99,14389.12
6536,7379,86,2024-04-07,Wallet,Delivered,7643.79,1142.6,1170.21,99,7770.4
6537,8633,57,2025-02-25,UPI,Delivered,5937.46,105.0,1049.84,79,6961.3
6538,9305,94,2025-07-30,Net Banking,Delivered,16732.72,2353.88,2588.19,99,17066.03
6539,5056,47,2025-01-27,Net Banking,Shipped,10022.39,1101.9,1605.69,79,10605.18
6540,7885,23,2025-12-27,UPI,Shipped,12579.0,464.41,2180.63,99,14394.22
6541,5959,67,2023-08-05,Debit Card,Cancelled,11354.63,2092.15,1667.25,99,11028.73
6542,4418,100,2023-12-02,Wallet,Delivered,18561.98,2051.33,2971.92,99,19581.57
6543,4528,39,2025-03-14,Cash,Delivered,18462.2,1708.06,3015.75,79,19848.89
6544,2450,31,2024-07-13,Cash,Delivered,24857.15,2236.17,4071.78,0,26692.76
6545,308,37,2023-04-04,Credit Card,Shipped,7736.48,47.94,1383.94,99,9171.48
6546,8929,54,2024-04-14,UPI,Delivered,18371.04,788.14,3164.92,0,20747.82
6547,7630,29,2025-08-04,Debit Card,Delivered,14192.68,295.44,2501.5,79,16477.74
