campaign_id,campaign_name,channel_id,campaign_type,start_date,end_date,budget,spend,impressions,clicks,conversions,revenue_generated,roas,campaign_status
177,Home Launch 2025 - Email - 177,5,Seasonal Sale,2025-08-04,2025-09-12,1180621,942581.83,4905448,89958,6214,3892862.96,4.13,Completed
178,Kids Bonanza 2024 - Organic Search - 178,6,Brand Awareness,2024-01-07,2024-02-24,791274,625568.37,2501084,38517,2029,3321768.04,5.31,Completed
179,Weekend Launch 2025 - Email - 179,5,Festival Sale,2025-11-14,2025-12-14,1538800,1309143.55,4656863,184525,6559,2814658.63,2.15,Completed
180,Super Drive 2025 - Direct - 180,10,App Install,2025-01-11,2025-02-23,421253,352375.44,1182504,33201,1829,2297487.87,6.52,Completed
181,End of Season Festival 2025 - Affiliate - 181,8,App Install,2025-11-11,2025-12-23,1202067,1002553.2,4064219,72073,3474,1844697.89,1.84,Completed
182,Super Carnival 2025 - YouTube - 182,4,App Install,2025-06-01,2025-07-11,788112,753707.6,3777390,146601,8187,3158034.84,4.19,Completed
183,Big Savings Launch 2025 - Direct - 183,10,Festival Sale,2025-04-01,2025-04-23,1057975,919563.68,4168778,160693,5689,1489693.16,1.62,Completed
184,Winter Launch 2024 - LinkedIn - 184,9,Email Promotion,2024-01-04,2024-02-15,822529,748596.36,3443256,58910,3812,5180286.81,6.92,Completed
185,Super Launch 2024 - Email - 185,5,App Install,2024-02-02,2024-03-24,885301,883403.78,4677897,212548,13887,3153751.49,3.57,Completed
186,Premium Launch 2024 - Facebook Ads - 186,2,Email Promotion,2024-05-16,2024-07-14,1209063,892535.3,3013587,133257,7703,6140642.86,6.88,Completed
187,Home Offers 2025 - Direct - 187,10,Brand Awareness,2025-11-20,2026-02-12,619070,518896.79,3507911,75759,4830,2962900.67,5.71,Completed
188,Summer Offers 2025 - LinkedIn - 188,9,Seasonal Sale,2025-11-07,2026-01-14,532184,383272.14,1689093,51729,2772,2414614.48,6.3,Completed
189,Premium Offers 2024 - Organic Search - 189,6,Loyalty Campaign,2024-02-15,2024-04-21,1682061,1613296.79,12394727,404518,13940,9663647.77,5.99,Completed
190,Fashion Offers 2024 - Email - 190,5,App Install,2024-11-22,2025-02-18,732845,705639.96,2372495,78870,3208,2123976.28,3.01,Completed
191,Grocery Promotion 2025 - Referral - 191,7,Flash Sale,2025-08-28,2025-10-04,1139392,813600.21,4470461,167714,6550,3563568.92,4.38,Completed
192,Weekend Promotion 2025 - Affiliate - 192,8,Brand Awareness,2025-02-22,2025-03-28,1093040,844144.36,5257434,236657,6441,3418784.66,4.05,Completed
193,Premium Promotion 2025 - YouTube - 193,4,Product Launch,2025-07-29,2025-10-04,381212,311269.4,1876256,49831,1193,1235739.52,3.97,Completed
194,Republic Day Sale 2024 - LinkedIn - 194,9,Loyalty Campaign,2024-04-04,2024-06-26,663004,539121.96,2355329,38590,912,3196993.22,5.93,Completed
195,Republic Day Campaign 2025 - Affiliate - 195,8,Email Promotion,2025-11-18,2026-02-12,735831,726343.14,5916770,282825,19261,1561637.75,2.15,Completed
196,Diwali Promotion 2024 - Instagram - 196,3,App Install,2024-09-05,2024-10-16,774475,722317.33,3831533,129037,4898,2123612.95,2.94,Completed
197,Back to School Campaign 2025 - Instagram - 197,3,Festival Sale,2025-05-24,2025-08-06,525989,426688.31,2193686,76095,2363,981383.11,2.3,Completed
198,Grocery Bonanza 2025 - Direct - 198,10,Product Launch,2025-07-20,2025-10-17,419629,318438.63,1972936,68939,2225,1442526.99,4.53,Completed
199,Back to School Drive 2024 - Referral - 199,7,App Install,2024-09-20,2024-12-06,452811,416509.9,2271149,45192,2138,1045439.85,2.51,Completed
200,Monsoon Sale 2025 - Organic Search - 200,6,Seasonal Sale,2025-10-19,2025-11-10,1702934,1195315.17,8257877,306157,7163,2785084.35,2.33,Completed
201,End of Season Week 2025 - Instagram - 201,3,Festival Sale,2025-06-01,2025-08-13,1113352,999551.06,8137564,273645,11100,1589286.19,1.59,Completed
202,Grocery Carnival 2025 - Email - 202,5,Product Launch,2025-07-02,2025-08-22,324429,316452.8,1476065,34589,1763,914548.59,2.89,Paused
203,Home Drive 2024 - Referral - 203,7,Brand Awareness,2024-09-30,2024-12-04,1284895,993175.48,4045479,103156,6334,1926760.43,1.94,Completed
204,Premium Drive 2024 - YouTube - 204,4,Product Launch,2024-04-05,2024-06-10,217681,193959.09,786813,14079,876,979493.4,5.05,Completed
205,Winter Offers 2025 - Affiliate - 205,8,Festival Sale,2025-08-02,2025-08-29,543373,527279.32,2155576,75094,2519,3469497.93,6.58,Completed
206,Weekend Campaign 2025 - LinkedIn - 206,9,Customer Acquisition,2025-07-10,2025-10-05,132837,131301.5,581838,24046,1337,484502.53,3.69,Completed
207,Smart Shopping Launch 2024 - Google Ads - 207,1,Customer Acquisition,2024-11-02,2024-12-07,1519845,1472665.56,8194615,339636,9169,10220298.99,6.94,Completed
208,Grocery Offers 2025 - Referral - 208,7,Product Launch,2025-05-27,2025-07-25,1858828,1343571.05,5868906,214128,10659,9176590.27,6.83,Completed
209,Kids Drive 2024 - LinkedIn - 209,9,Customer Acquisition,2024-01-31,2024-03-20,578440,466652.63,1612451,48558,2621,2393927.99,5.13,Completed
210,Monsoon Festival 2025 - Google Ads - 210,1,Customer Acquisition,2025-09-25,2025-11-16,661978,494011.87,1991165,74044,4219,1600598.46,3.24,Completed
211,Kids Campaign 2024 - Affiliate - 211,8,Flash Sale,2024-04-03,2024-04-18,1696659,1324971.8,9210706,198570,8427,6028621.69,4.55,Completed
212,Premium Festival 2024 - Organic Search - 212,6,Customer Acquisition,2024-04-15,2024-05-03,1351841,1188826.74,6663921,189810,6565,4315441.07,3.63,Completed
213,Weekend Launch 2025 - Google Ads - 213,1,Flash Sale,2025-07-26,2025-09-10,455470,337800.24,1939111,62554,1448,1314042.93,3.89,Completed
214,Electronics Bonanza 2024 - Affiliate - 214,8,Brand Awareness,2024-11-02,2025-01-17,617136,565463.1,2702404,98863,4240,1272291.97,2.25,Completed
215,Home Campaign 2025 - Direct - 215,10,Product Launch,2025-02-09,2025-04-07,1023214,819001.84,3069887,138399,9509,1842754.14,2.25,Completed
216,Weekend Launch 2025 - Direct - 216,10,Flash Sale,2025-09-09,2025-10-19,769280,605757.57,2471547,79547,3881,1714293.92,2.83,Completed
217,Smart Shopping Offers 2024 - Affiliate - 217,8,Seasonal Sale,2024-10-14,2024-12-18,1341990,1340888.87,8799239,368394,7863,7374888.79,5.5,Completed
218,Monsoon Launch 2025 - Facebook Ads - 218,2,Flash Sale,2025-03-24,2025-05-15,1511336,1284319.68,5488534,128819,6818,6973855.86,5.43,Completed
219,Back to School Week 2024 - Referral - 219,7,Product Launch,2024-03-16,2024-05-27,940549,809163.92,2826978,128449,5255,1375578.66,1.7,Completed
220,Diwali Campaign 2025 - Google Ads - 220,1,Product Launch,2025-07-03,2025-07-28,448837,401305.14,3135847,154993,8350,1484829.02,3.7,Completed
221,Christmas Offers 2025 - Instagram - 221,3,Email Promotion,2025-03-16,2025-04-13,1170965,1082037.13,4908559,191768,5954,3852052.18,3.56,Paused
222,Super Campaign 2025 - Instagram - 222,3,Retargeting,2025-11-26,2026-02-24,151511,128001.24,739131,34901,847,776967.53,6.07,Completed
223,Republic Day Promotion 2024 - Facebook Ads - 223,2,Brand Awareness,2024-12-22,2025-02-14,1112769,895211.63,6507215,262044,11168,1674045.75,1.87,Completed
224,Mega Carnival 2024 - Facebook Ads - 224,2,Seasonal Sale,2024-04-27,2024-05-14,1652919,1277993.8,8441086,173926,8347,8652018.03,6.77,Completed
225,Grocery Launch 2025 - Google Ads - 225,1,Seasonal Sale,2025-02-18,2025-03-28,161220,148518.53,532405,16363,678,225748.17,1.52,Completed
226,Monsoon Week 2024 - Organic Search - 226,6,Email Promotion,2024-07-29,2024-09-17,313389,294538.87,1359577,37799,1128,627367.79,2.13,Completed
227,End of Season Launch 2025 - Referral - 227,7,Festival Sale,2025-06-24,2025-08-18,1331038,977340.77,5330253,165371,4733,5082172.0,5.2,Completed
228,Super Campaign 2025 - Instagram - 228,3,Loyalty Campaign,2025-09-21,2025-12-20,347173,267868.9,1899095,53299,1442,975042.8,3.64,Completed
229,Weekend Drive 2024 - Facebook Ads - 229,2,Festival Sale,2024-05-21,2024-08-17,1432743,1233898.02,4322656,205647,5894,2986033.21,2.42,Completed
230,Kids Week 2024 - Google Ads - 230,1,App Install,2024-05-23,2024-06-30,212430,203859.87,699752,22364,665,735934.13,3.61,Completed
231,Back to School Launch 2025 - Facebook Ads - 231,2,Festival Sale,2025-06-01,2025-08-18,1589276,1512939.17,7274938,130173,2804,8608623.88,5.69,Completed
232,New Year Carnival 2024 - Facebook Ads - 232,2,Customer Acquisition,2024-02-03,2024-03-24,1737330,1454486.45,5734151,239728,11383,3083511.27,2.12,Completed
233,Electronics Promotion 2024 - Referral - 233,7,Seasonal Sale,2024-10-01,2024-12-24,1825140,1691970.25,6588650,200610,6204,6497165.76,3.84,Completed
234,Electronics Festival 2024 - Facebook Ads - 234,2,Product Launch,2024-10-31,2024-11-19,1020796,979542.72,6940737,301339,9189,5446257.52,5.56,Completed
235,Super Offers 2025 - Instagram - 235,3,Product Launch,2025-09-16,2025-11-24,1806095,1376393.96,10532197,287302,9783,6138717.06,4.46,Completed
236,Big Savings Festival 2024 - Organic Search - 236,6,Retargeting,2024-10-26,2024-12-17,384350,380057.42,1453794,68556,4773,2382960.02,6.27,Completed
237,Fashion Offers 2024 - YouTube - 237,4,Flash Sale,2024-05-15,2024-06-30,1696925,1617282.7,8481385,169424,8745,8005549.37,4.95,Completed
238,Monsoon Launch 2025 - Google Ads - 238,1,Loyalty Campaign,2025-04-07,2025-05-01,1181319,1092650.04,4458947,203801,8709,4567277.17,4.18,Completed
239,Kids Campaign 2024 - Organic Search - 239,6,Festival Sale,2024-01-03,2024-01-29,1882802,1353733.14,6261589,141662,5876,3614467.48,2.67,Completed
240,Smart Shopping Carnival 2024 - Email - 240,5,Email Promotion,2024-11-26,2025-01-16,1287286,1230293.69,4697666,217480,12638,2153013.96,1.75,Completed
241,Weekend Drive 2024 - Referral - 241,7,Festival Sale,2024-01-17,2024-02-16,1057387,740385.32,2531701,55902,3042,1651059.26,2.23,Completed
242,Electronics Bonanza 2024 - Email - 242,5,Seasonal Sale,2024-06-11,2024-07-31,272848,221430.65,783314,16287,648,704149.47,3.18,Completed
243,Summer Offers 2025 - Organic Search - 243,6,Product Launch,2025-03-15,2025-04-10,1099936,795673.48,3507296,116374,4917,1225337.16,1.54,Completed
244,Back to School Festival 2024 - YouTube - 244,4,Retargeting,2024-05-03,2024-07-11,580136,472765.0,1879501,34930,1245,3002057.75,6.35,Completed
245,Super Festival 2025 - Affiliate - 245,8,Retargeting,2025-01-26,2025-02-27,1212556,1053695.84,4584127,95093,3571,2813367.89,2.67,Completed
246,Monsoon Festival 2025 - Facebook Ads - 246,2,Retargeting,2025-02-25,2025-05-07,393628,364394.7,1611486,45832,3124,1176994.88,3.23,Completed
247,Diwali Promotion 2024 - Facebook Ads - 247,2,Festival Sale,2024-09-10,2024-10-30,1360386,1197142.89,5219339,220589,12027,7374400.2,6.16,Completed
248,Republic Day Launch 2024 - Organic Search - 248,6,Seasonal Sale,2024-07-29,2024-10-18,719796,643390.33,2464301,105428,3370,2329072.99,3.62,Completed
249,Summer Campaign 2025 - Email - 249,5,Email Promotion,2025-05-26,2025-06-19,763691,564821.94,2054297,71681,2743,2970963.4,5.26,Completed
250,Summer Bonanza 2024 - YouTube - 250,4,App Install,2024-03-15,2024-04-01,552445,393312.15,3005034,128090,5806,1950828.26,4.96,Completed
251,Monsoon Promotion 2025 - Direct - 251,10,Retargeting,2025-03-01,2025-05-09,1227545,1086149.14,6391210,165191,7526,2845710.75,2.62,Completed
252,Monsoon Bonanza 2025 - Email - 252,5,Customer Acquisition,2025-07-03,2025-08-28,1565229,1301090.05,4461639,104189,3357,8574183.43,6.59,Completed
253,Weekend Festival 2025 - Email - 253,5,Festival Sale,2025-04-09,2025-05-01,126560,115469.57,468874,9721,657,505756.72,4.38,Completed
254,Christmas Festival 2024 - LinkedIn - 254,9,Loyalty Campaign,2024-06-19,2024-08-20,1717806,1666218.96,9241267,277481,12817,4915345.93,2.95,Completed
255,Big Savings Campaign 2025 - Direct - 255,10,Loyalty Campaign,2025-10-04,2025-10-28,216264,183799.1,827776,23069,755,380464.14,2.07,Completed
256,Big Savings Sale 2025 - Google Ads - 256,1,Retargeting,2025-11-21,2025-12-20,192354,184199.48,1507214,25033,956,1208348.59,6.56,Completed
257,Grocery Offers 2024 - Organic Search - 257,6,Customer Acquisition,2024-02-06,2024-05-01,774867,600118.18,2106758,55192,3383,2784548.36,4.64,Completed
258,Big Savings Sale 2025 - Google Ads - 258,1,App Install,2025-05-29,2025-06-19,940800,678013.8,3328214,82808,5154,2237445.54,3.3,Completed
259,New Year Week 2025 - Referral - 259,7,Seasonal Sale,2025-04-12,2025-04-28,1745230,1380778.49,5949345,185842,9214,5813077.44,4.21,Completed
260,Grocery Sale 2025 - Instagram - 260,3,Flash Sale,2025-07-13,2025-08-28,588631,507672.79,2165197,85029,1741,1695627.12,3.34,Completed
261,Diwali Launch 2024 - Direct - 261,10,Seasonal Sale,2024-11-10,2024-12-08,1131859,1118679.09,3791352,75762,2575,1946501.62,1.74,Completed
262,Electronics Drive 2025 - Organic Search - 262,6,Loyalty Campaign,2025-06-16,2025-08-22,1668458,1210417.44,8822036,173555,10586,2311897.31,1.91,Completed
263,Super Offers 2024 - Affiliate - 263,8,Product Launch,2024-03-04,2024-05-13,711688,553904.84,3134690,134881,7423,3068632.81,5.54,Completed
264,Republic Day Carnival 2025 - Instagram - 264,3,Customer Acquisition,2025-04-08,2025-05-27,1735646,1615962.77,11574411,216418,9193,5219559.75,3.23,Completed
265,Republic Day Drive 2025 - Affiliate - 265,8,Loyalty Campaign,2025-07-02,2025-08-31,746568,626373.52,2290659,41609,2512,1985604.06,3.17,Completed
266,Fashion Carnival 2024 - Direct - 266,10,Retargeting,2024-02-11,2024-03-24,291287,266046.17,903959,26095,585,835384.97,3.14,Completed
267,Premium Promotion 2024 - Facebook Ads - 267,2,Seasonal Sale,2024-02-01,2024-04-07,623978,454516.55,3285424,140561,3664,836310.45,1.84,Completed
268,Electronics Festival 2024 - Referral - 268,7,Email Promotion,2024-05-13,2024-06-22,1321221,1157172.42,4058301,71525,4996,2997076.57,2.59,Completed
269,Fashion Festival 2024 - Affiliate - 269,8,Email Promotion,2024-05-11,2024-06-06,189540,186257.96,1442576,68298,2845,1020693.62,5.48,Completed
270,Weekend Campaign 2024 - Affiliate - 270,8,Loyalty Campaign,2024-01-31,2024-04-03,550292,535154.16,3157312,96646,2651,2611552.3,4.88,Completed
271,Premium Drive 2024 - Organic Search - 271,6,Seasonal Sale,2024-09-08,2024-10-30,227882,165514.45,876003,25993,1355,973224.97,5.88,Completed
272,Home Campaign 2025 - LinkedIn - 272,9,Retargeting,2025-10-07,2025-12-30,1105971,954845.97,4607389,216287,9758,3475639.33,3.64,Completed
273,Summer Bonanza 2024 - Referral - 273,7,Retargeting,2024-01-27,2024-03-22,222874,210080.18,1025265,28205,1387,584022.9,2.78,Completed
274,Christmas Promotion 2024 - Email - 274,5,Flash Sale,2024-04-12,2024-05-28,1811874,1698398.44,6721782,280578,18908,7931520.71,4.67,Completed
275,Smart Shopping Campaign 2024 - LinkedIn - 275,9,Loyalty Campaign,2024-12-29,2025-02-04,1790745,1650048.91,8939431,319179,17609,5659667.76,3.43,Completed
276,Republic Day Drive 2025 - Direct - 276,10,App Install,2025-07-31,2025-09-02,1236917,980523.8,4707752,85488,2704,2647414.26,2.7,Completed
277,End of Season Offers 2025 - LinkedIn - 277,9,Brand Awareness,2025-05-04,2025-05-19,1791238,1323987.95,5316179,250696,15596,4342680.48,3.28,Completed
278,Super Festival 2024 - Direct - 278,10,Loyalty Campaign,2024-05-31,2024-08-29,1875199,1608711.59,8663884,151952,8391,8268777.57,5.14,Completed
279,Super Carnival 2024 - Referral - 279,7,App Install,2024-04-13,2024-06-10,1635853,1610674.05,6135161,298310,15649,3962258.16,2.46,Completed
280,Smart Shopping Carnival 2025 - Affiliate - 280,8,Loyalty Campaign,2025-09-20,2025-11-19,893528,707716.14,2901311,56451,3186,4755852.46,6.72,Completed
281,End of Season Campaign 2025 - LinkedIn - 281,9,Customer Acquisition,2025-02-04,2025-05-02,1796191,1778695.21,11133465,387380,25890,4037638.13,2.27,Paused
282,Weekend Festival 2024 - Google Ads - 282,1,Seasonal Sale,2024-08-31,2024-10-29,1823149,1663969.39,7079561,325892,13795,4925349.39,2.96,Completed
283,Mega Sale 2024 - Direct - 283,10,Flash Sale,2024-03-10,2024-05-08,200972,163949.17,650940,31843,2045,690226.01,4.21,Completed
284,Back to School Week 2024 - Instagram - 284,3,Brand Awareness,2024-12-25,2025-03-19,1465182,1358916.84,8461241,260564,15623,2282980.29,1.68,Completed
285,Monsoon Campaign 2024 - Direct - 285,10,Product Launch,2024-11-22,2025-01-09,456736,441380.25,2963023,52223,3503,3036696.12,6.88,Completed
286,Grocery Carnival 2025 - YouTube - 286,4,App Install,2025-08-31,2025-11-15,1373637,1328205.3,8957493,166107,5029,3373641.46,2.54,Completed
287,New Year Offers 2025 - Google Ads - 287,1,Flash Sale,2025-07-07,2025-08-24,301150,215289.31,965775,42875,1186,749206.8,3.48,Completed
288,End of Season Drive 2024 - Affiliate - 288,8,Customer Acquisition,2024-03-30,2024-05-21,518748,378217.13,2405172,89801,6183,1550690.23,4.1,Completed
289,Christmas Festival 2024 - Email - 289,5,Festival Sale,2024-11-11,2025-01-15,1446091,1248320.43,8144126,374566,14409,4930865.7,3.95,Completed
290,Christmas Week 2025 - Organic Search - 290,6,Flash Sale,2025-03-26,2025-06-08,229267,170881.68,696439,12803,683,1015037.18,5.94,Completed
291,Home Promotion 2025 - Facebook Ads - 291,2,Festival Sale,2025-08-26,2025-10-09,977935,967850.84,3971937,189749,9228,2709982.35,2.8,Completed
292,Winter Promotion 2024 - LinkedIn - 292,9,Email Promotion,2024-03-21,2024-05-25,1297935,1259174.14,4768134,184592,9416,2719816.14,2.16,Completed
293,Republic Day Carnival 2024 - Referral - 293,7,Loyalty Campaign,2024-06-26,2024-08-01,189497,156716.38,526087,15908,1111,775746.08,4.95,Completed
294,Monsoon Festival 2024 - Affiliate - 294,8,Brand Awareness,2024-09-21,2024-11-15,913902,792270.11,3611574,162455,7470,5181446.52,6.54,Completed
295,Grocery Festival 2025 - Instagram - 295,3,Customer Acquisition,2025-09-30,2025-12-29,969148,721911.27,3252044,115101,7854,1479918.1,2.05,Completed
296,Premium Campaign 2025 - Affiliate - 296,8,Festival Sale,2025-07-30,2025-08-26,1941076,1598023.84,8457487,270601,13651,2732620.77,1.71,Completed
297,Home Sale 2025 - Google Ads - 297,1,Product Launch,2025-02-16,2025-03-21,930037,899226.98,5004910,116690,6684,5898928.99,6.56,Completed
298,New Year Bonanza 2024 - Referral - 298,7,Festival Sale,2024-01-21,2024-03-19,687929,655495.88,2388117,93064,6386,1802613.67,2.75,Completed
299,Grocery Week 2025 - Google Ads - 299,1,App Install,2025-03-29,2025-05-24,1453826,1056620.46,5296104,248758,10039,4395541.11,4.16,Completed
300,Weekend Festival 2025 - Facebook Ads - 300,2,Retargeting,2025-01-17,2025-02-08,752472,686909.73,3566336,150920,6974,3180392.05,4.63,Completed
301,Diwali Sale 2024 - Organic Search - 301,6,Flash Sale,2024-07-16,2024-08-25,1057242,756105.42,4089985,89852,3451,3062226.95,4.05,Completed
302,Diwali Campaign 2025 - Instagram - 302,3,Retargeting,2025-10-12,2025-11-11,1125060,988042.41,6501773,295614,14586,3379105.04,3.42,Completed
303,Home Sale 2024 - Instagram - 303,3,Seasonal Sale,2024-09-21,2024-10-17,441641,422273.45,1621824,36492,1133,1157029.25,2.74,Completed
304,Summer Drive 2024 - YouTube - 304,4,Festival Sale,2024-10-02,2024-12-08,377482,337548.73,1479143,22625,738,2001663.97,5.93,Completed
305,Home Campaign 2025 - LinkedIn - 305,9,Customer Acquisition,2025-10-20,2025-12-09,1062588,824142.84,4039804,156347,9570,3032845.65,3.68,Completed
306,Electronics Promotion 2024 - Instagram - 306,3,Festival Sale,2024-01-08,2024-03-28,1457574,1279942.03,7490216,291777,12863,4287805.8,3.35,Completed
307,Christmas Bonanza 2025 - Direct - 307,10,Loyalty Campaign,2025-10-17,2025-12-12,495019,368778.66,1430564,66505,4008,2179481.88,5.91,Completed
308,Summer Drive 2025 - YouTube - 308,4,Loyalty Campaign,2025-02-17,2025-04-13,719927,559979.29,2866663,81956,1783,3018288.37,5.39,Completed
309,Diwali Promotion 2024 - Affiliate - 309,8,App Install,2024-07-13,2024-09-09,1438640,1345803.29,4752553,183046,8304,8276690.23,6.15,Completed
310,Super Bonanza 2024 - Facebook Ads - 310,2,Customer Acquisition,2024-07-04,2024-08-25,1620826,1527633.63,5936585,127086,6860,5117572.66,3.35,Completed
311,New Year Launch 2024 - Organic Search - 311,6,Brand Awareness,2024-08-15,2024-10-14,1752745,1693244.68,9059491,321566,13887,3640476.06,2.15,Completed
312,End of Season Festival 2025 - Referral - 312,7,Brand Awareness,2025-10-11,2026-01-08,1090316,1054147.84,5017698,227614,8895,3310024.22,3.14,Completed
313,Fashion Launch 2024 - YouTube - 313,4,Customer Acquisition,2024-06-03,2024-07-05,1294125,1252523.46,4208792,84229,5316,3118783.42,2.49,Completed
314,Weekend Campaign 2025 - YouTube - 314,4,Retargeting,2025-05-14,2025-07-10,1430640,1026346.97,5096832,113804,6677,4793040.35,4.67,Completed
315,Grocery Launch 2025 - Instagram - 315,3,Brand Awareness,2025-05-16,2025-06-11,945977,783938.36,3806781,57723,2695,4327339.75,5.52,Completed
316,Summer Offers 2024 - Facebook Ads - 316,2,Retargeting,2024-11-25,2025-02-15,574513,521690.79,2866701,55936,2191,2472814.34,4.74,Completed
317,New Year Drive 2024 - LinkedIn - 317,9,Email Promotion,2024-03-07,2024-03-27,1626374,1392316.86,6495797,196032,10652,3118789.77,2.24,Completed
318,Home Sale 2025 - Instagram - 318,3,Customer Acquisition,2025-01-02,2025-02-10,579027,444285.34,1494509,33464,705,1901541.26,4.28,Completed
319,Christmas Promotion 2025 - Direct - 319,10,Customer Acquisition,2025-01-10,2025-01-29,1406808,1005271.36,3361634,128310,6759,1618486.89,1.61,Completed
320,Premium Bonanza 2025 - Facebook Ads - 320,2,Customer Acquisition,2025-03-02,2025-05-12,1094881,996955.35,6350475,247674,5068,3798399.88,3.81,Completed
321,End of Season Carnival 2025 - Google Ads - 321,1,Customer Acquisition,2025-11-09,2026-01-29,978341,928637.18,6686395,268504,6950,1977997.19,2.13,Completed
322,Christmas Promotion 2025 - LinkedIn - 322,9,Email Promotion,2025-05-24,2025-07-03,522939,422208.69,2179072,44917,2129,2748578.57,6.51,Completed
323,Monsoon Festival 2024 - Facebook Ads - 323,2,Customer Acquisition,2024-12-04,2025-01-18,1851608,1615057.36,7729813,372813,21987,3084759.56,1.91,Paused
324,New Year Bonanza 2024 - Affiliate - 324,8,Product Launch,2024-09-19,2024-11-02,1073660,767692.73,2882031,131405,8227,2671570.7,3.48,Completed
325,Winter Sale 2025 - YouTube - 325,4,Festival Sale,2025-03-12,2025-04-10,1886770,1399074.54,5915854,156788,10148,9443753.14,6.75,Completed
326,Weekend Festival 2024 - LinkedIn - 326,9,Flash Sale,2024-04-05,2024-06-06,940491,771273.22,3814842,168805,9199,3185358.4,4.13,Completed
327,Winter Carnival 2025 - YouTube - 327,4,Flash Sale,2025-10-26,2025-12-01,317502,261878.29,1157038,49844,2687,654695.72,2.5,Completed
328,Super Drive 2025 - Google Ads - 328,1,App Install,2025-01-02,2025-01-20,1123667,824638.14,4250029,70588,2335,2663581.19,3.23,Completed
329,Fashion Promotion 2025 - Google Ads - 329,1,Flash Sale,2025-08-13,2025-11-08,1197026,1085071.14,4691529,141448,7968,4503045.23,4.15,Completed
330,End of Season Sale 2024 - Direct - 330,10,Customer Acquisition,2024-06-01,2024-08-26,124421,111110.39,749495,33509,2097,697773.25,6.28,Completed
331,Christmas Sale 2025 - Affiliate - 331,8,Loyalty Campaign,2025-05-18,2025-07-13,1163107,891884.35,3782422,110124,3496,3594293.93,4.03,Completed
332,Kids Campaign 2025 - Instagram - 332,3,App Install,2025-04-03,2025-04-29,348946,346922.54,1365068,21324,856,589768.32,1.7,Completed
333,End of Season Bonanza 2024 - YouTube - 333,4,Brand Awareness,2024-01-01,2024-01-27,1966697,1676611.79,10663215,410550,27719,5868141.27,3.5,Completed
334,End of Season Week 2024 - Email - 334,5,Brand Awareness,2024-08-16,2024-10-28,1092233,999390.38,5390658,166240,4134,5116878.75,5.12,Completed
335,New Year Promotion 2024 - Direct - 335,10,Flash Sale,2024-12-15,2025-02-13,1194682,970281.43,6973518,323506,14435,5841094.21,6.02,Completed
336,Republic Day Festival 2024 - Referral - 336,7,Flash Sale,2024-04-19,2024-06-05,1887181,1543466.74,7630789,323161,18045,3225845.49,2.09,Completed
337,Kids Drive 2024 - Organic Search - 337,6,App Install,2024-02-17,2024-05-17,1480883,1298430.59,6160836,300247,6070,7206289.77,5.55,Completed
338,Big Savings Carnival 2025 - Email - 338,5,Product Launch,2025-03-19,2025-06-16,1550846,1354766.83,5386981,105010,4134,6502880.78,4.8,Completed
339,End of Season Offers 2025 - Facebook Ads - 339,2,Loyalty Campaign,2025-05-31,2025-08-03,673772,552062.5,3038074,76851,4629,1247661.25,2.26,Completed
340,Premium Campaign 2025 - Referral - 340,7,Product Launch,2025-06-08,2025-07-31,1592908,1467140.9,6679610,151005,4603,7966575.09,5.43,Completed
341,Weekend Promotion 2025 - Organic Search - 341,6,Loyalty Campaign,2025-11-19,2025-12-20,1237687,1124183.17,6314619,120225,4521,4654118.32,4.14,Completed
342,Premium Bonanza 2025 - Email - 342,5,Brand Awareness,2025-11-14,2026-01-21,1940203,1851322.94,6973102,232173,4936,4258042.76,2.3,Completed
343,Weekend Bonanza 2024 - Affiliate - 343,8,Brand Awareness,2024-07-23,2024-09-10,1533173,1188467.11,4384052,171726,5968,6702954.5,5.64,Completed
344,Premium Offers 2025 - Facebook Ads - 344,2,Brand Awareness,2025-01-02,2025-03-15,1656952,1481540.16,7797596,256402,15343,7896609.05,5.33,Completed
345,Fashion Promotion 2025 - LinkedIn - 345,9,Seasonal Sale,2025-01-25,2025-03-30,212831,149809.52,906610,33290,1965,942301.88,6.29,Completed
346,Premium Week 2025 - Referral - 346,7,Retargeting,2025-10-10,2025-12-11,512025,477639.46,1626991,41156,1188,2507607.17,5.25,Completed
347,Winter Launch 2024 - Email - 347,5,Retargeting,2024-06-26,2024-09-14,685340,594175.79,4143139,146830,4808,1972663.62,3.32,Completed
348,End of Season Sale 2024 - YouTube - 348,4,Product Launch,2024-02-10,2024-03-15,1722484,1687542.65,7311407,279048,12425,7847073.32,4.65,Completed
349,Weekend Promotion 2024 - Organic Search - 349,6,Seasonal Sale,2024-03-15,2024-05-09,242976,227395.76,1529361,52010,2089,777693.5,3.42,Completed
350,New Year Offers 2025 - YouTube - 350,4,Customer Acquisition,2025-11-10,2026-01-06,1678433,1486225.87,7233147,250604,14436,7535165.16,5.07,Completed
351,End of Season Week 2025 - Direct - 351,10,Flash Sale,2025-11-15,2026-01-13,611342,603803.57,2486228,65220,4291,4045483.92,6.7,Completed
352,Summer Promotion 2024 - Instagram - 352,3,Seasonal Sale,2024-09-19,2024-12-12,1824087,1698495.5,7990076,262120,11622,5316290.92,3.13,Completed
353,Mega Carnival 2024 - Direct - 353,10,Flash Sale,2024-11-24,2025-02-12,1721766,1483116.23,12224878,211386,11312,8527918.32,5.75,Completed
