attribution_id,order_id,campaign_id,attribution_method
2027,7611,248,Last-Touch
2028,7612,340,Last-Touch
2029,7613,236,Last-Touch
2030,7614,445,Last-Touch
2031,7616,191,Last-Touch
2032,7617,106,Last-Touch
2033,7618,396,Last-Touch
2034,7619,156,Last-Touch
2035,7620,48,Last-Touch
2036,7621,233,Last-Touch
2037,7626,209,Last-Touch
2038,7627,231,Last-Touch
2039,7633,89,Last-Touch
2040,7635,46,Last-Touch
2041,7639,355,Last-Touch
2042,7649,229,Last-Touch
2043,7650,429,Last-Touch
2044,7655,198,Last-Touch
2045,7657,97,Last-Touch
2046,7660,467,Last-Touch
2047,7661,413,Last-Touch
2048,7663,463,Last-Touch
2049,7667,454,Last-Touch
2050,7668,364,Last-Touch
2051,7670,38,Last-Touch
2052,7678,380,Last-Touch
2053,7679,389,Last-Touch
2054,7684,257,Last-Touch
2055,7688,181,Last-Touch
2056,7691,65,Last-Touch
2057,7692,286,Last-Touch
2058,7695,38,Last-Touch
2059,7696,344,Last-Touch
2060,7698,364,Last-Touch
2061,7700,108,Last-Touch
2062,7702,335,Last-Touch
2063,7703,431,Last-Touch
2064,7704,59,Last-Touch
2065,7706,419,Last-Touch
2066,7707,38,Last-Touch
2067,7716,313,Last-Touch
2068,7718,458,Last-Touch
2069,7725,90,Last-Touch
2070,7728,306,Last-Touch
2071,7731,252,Last-Touch
2072,7732,268,Last-Touch
2073,7733,8,Last-Touch
2074,7734,129,Last-Touch
2075,7735,357,Last-Touch
2076,7736,144,Last-Touch
2077,7739,245,Last-Touch
2078,7741,118,Last-Touch
2079,7745,56,Last-Touch
2080,7746,101,Last-Touch
2081,7755,414,Last-Touch
2082,7760,67,Last-Touch
2083,7762,272,Last-Touch
2084,7763,470,Last-Touch
2085,7766,157,Last-Touch
2086,7769,405,Last-Touch
2087,7770,100,Last-Touch
2088,7776,157,Last-Touch
2089,7784,245,Last-Touch
2090,7785,368,Last-Touch
2091,7786,131,Last-Touch
2092,7789,218,Last-Touch
2093,7794,340,Last-Touch
2094,7804,301,Last-Touch
2095,7805,108,Last-Touch
2096,7809,344,Last-Touch
2097,7814,470,Last-Touch
2098,7816,119,Last-Touch
2099,7818,418,Last-Touch
2100,7824,485,Last-Touch
2101,7827,146,Last-Touch
2102,7831,121,Last-Touch
2103,7832,431,Last-Touch
2104,7833,223,Last-Touch
2105,7836,26,Last-Touch
2106,7840,209,Last-Touch
2107,7842,307,Last-Touch
2108,7843,273,Last-Touch
2109,7844,289,Last-Touch
2110,7853,176,Last-Touch
2111,7855,140,Last-Touch
2112,7856,299,Last-Touch
2113,7857,315,Last-Touch
2114,7859,308,Last-Touch
2115,7860,127,Last-Touch
2116,7861,455,Last-Touch
2117,7864,112,Last-Touch
2118,7870,389,Last-Touch
2119,7872,387,Last-Touch
2120,7875,384,Last-Touch
2121,7881,278,Last-Touch
2122,7891,395,Last-Touch
2123,7896,402,Last-Touch
2124,7897,132,Last-Touch
2125,7903,247,Last-Touch
2126,7908,291,Last-Touch
2127,7913,434,Last-Touch
2128,7917,395,Last-Touch
2129,7919,162,Last-Touch
2130,7923,467,Last-Touch
2131,7925,13,Last-Touch
2132,7929,16,Last-Touch
2133,7930,171,Last-Touch
2134,7932,484,Last-Touch
2135,7935,382,Last-Touch
2136,7940,382,Last-Touch
2137,7941,298,Last-Touch
2138,7948,409,Last-Touch
2139,7950,70,Last-Touch
2140,7951,38,Last-Touch
2141,7952,363,Last-Touch
2142,7954,7,Last-Touch
2143,7958,325,Last-Touch
2144,7960,460,Last-Touch
2145,7961,403,Last-Touch
2146,7966,53,Last-Touch
2147,7968,328,Last-Touch
2148,7970,430,Last-Touch
2149,7972,362,Last-Touch
2150,7973,231,Last-Touch
2151,7975,267,Last-Touch
2152,7979,73,Last-Touch
2153,7981,262,Last-Touch
2154,7982,232,Last-Touch
2155,7985,122,Last-Touch
2156,7986,17,Last-Touch
2157,7990,206,Last-Touch
2158,7996,275,Last-Touch
2159,8003,128,Last-Touch
2160,8014,254,Last-Touch
2161,8023,401,Last-Touch
2162,8024,466,Last-Touch
2163,8026,104,Last-Touch
2164,8033,472,Last-Touch
2165,8034,166,Last-Touch
2166,8038,375,Last-Touch
2167,8039,134,Last-Touch
2168,8040,152,Last-Touch
2169,8043,362,Last-Touch
2170,8045,427,Last-Touch
2171,8048,53,Last-Touch
2172,8051,448,Last-Touch
2173,8057,95,Last-Touch
2174,8060,185,Last-Touch
2175,8061,115,Last-Touch
2176,8065,402,Last-Touch
2177,8067,254,Last-Touch
2178,8069,380,Last-Touch
2179,8076,282,Last-Touch
2180,8082,124,Last-Touch
2181,8086,38,Last-Touch
2182,8092,333,Last-Touch
2183,8094,119,Last-Touch
2184,8098,314,Last-Touch
2185,8109,50,Last-Touch
2186,8116,243,Last-Touch
2187,8121,447,Last-Touch
2188,8125,112,Last-Touch
2189,8130,482,Last-Touch
2190,8136,497,Last-Touch
2191,8143,347,Last-Touch
2192,8144,257,Last-Touch
2193,8152,298,Last-Touch
2194,8158,486,Last-Touch
2195,8159,461,Last-Touch
2196,8163,124,Last-Touch
2197,8165,217,Last-Touch
2198,8168,427,Last-Touch
2199,8169,49,Last-Touch
2200,8189,134,Last-Touch
2201,8194,184,Last-Touch
2202,8195,291,Last-Touch
2203,8199,173,Last-Touch
2204,8201,281,Last-Touch
2205,8203,373,Last-Touch
2206,8207,460,Last-Touch
2207,8208,165,Last-Touch
2208,8211,239,Last-Touch
2209,8213,231,Last-Touch
2210,8217,218,Last-Touch
2211,8220,16,Last-Touch
2212,8223,306,Last-Touch
2213,8224,278,Last-Touch
2214,8225,467,Last-Touch
2215,8229,430,Last-Touch
2216,8235,379,Last-Touch
2217,8243,323,Last-Touch
2218,8248,465,Last-Touch
2219,8258,262,Last-Touch
2220,8267,268,Last-Touch
2221,8270,125,Last-Touch
2222,8271,59,Last-Touch
2223,8274,498,Last-Touch
2224,8281,482,Last-Touch
2225,8282,406,Last-Touch
2226,8286,189,Last-Touch
2227,8287,309,Last-Touch
2228,8289,266,Last-Touch
2229,8291,429,Last-Touch
2230,8292,278,Last-Touch
2231,8294,55,Last-Touch
2232,8299,153,Last-Touch
2233,8303,219,Last-Touch
2234,8308,326,Last-Touch
2235,8309,229,Last-Touch
2236,8310,95,Last-Touch
2237,8311,91,Last-Touch
2238,8313,276,Last-Touch
2239,8314,217,Last-Touch
2240,8317,334,Last-Touch
2241,8322,274,Last-Touch
2242,8323,295,Last-Touch
2243,8327,84,Last-Touch
2244,8330,157,Last-Touch
2245,8337,264,Last-Touch
2246,8340,338,Last-Touch
2247,8346,310,Last-Touch
2248,8347,57,Last-Touch
2249,8348,233,Last-Touch
2250,8350,207,Last-Touch
2251,8352,359,Last-Touch
2252,8356,52,Last-Touch
2253,8357,171,Last-Touch
2254,8361,235,Last-Touch
2255,8370,425,Last-Touch
2256,8372,262,Last-Touch
2257,8373,362,Last-Touch
2258,8376,429,Last-Touch
2259,8377,35,Last-Touch
2260,8378,157,Last-Touch
2261,8381,355,Last-Touch
2262,8385,150,Last-Touch
2263,8390,132,Last-Touch
2264,8392,100,Last-Touch
2265,8395,284,Last-Touch
2266,8401,389,Last-Touch
2267,8407,257,Last-Touch
2268,8409,350,Last-Touch
2269,8413,486,Last-Touch
2270,8414,193,Last-Touch
2271,8418,183,Last-Touch
2272,8422,470,Last-Touch
2273,8425,389,Last-Touch
2274,8426,235,Last-Touch
2275,8427,264,Last-Touch
2276,8429,264,Last-Touch
2277,8433,95,Last-Touch
2278,8436,52,Last-Touch
2279,8438,281,Last-Touch
2280,8439,89,Last-Touch
2281,8441,289,Last-Touch
2282,8442,214,Last-Touch
2283,8443,420,Last-Touch
2284,8444,433,Last-Touch
2285,8449,320,Last-Touch
2286,8450,184,Last-Touch
2287,8455,121,Last-Touch
2288,8462,292,Last-Touch
2289,8464,113,Last-Touch
2290,8465,37,Last-Touch
2291,8467,168,Last-Touch
2292,8468,221,Last-Touch
2293,8469,450,Last-Touch
2294,8482,165,Last-Touch
2295,8485,121,Last-Touch
2296,8486,458,Last-Touch
2297,8491,139,Last-Touch
2298,8495,352,Last-Touch
2299,8496,42,Last-Touch
2300,8499,73,Last-Touch
2301,8503,189,Last-Touch
2302,8506,389,Last-Touch
2303,8508,309,Last-Touch
2304,8512,72,Last-Touch
2305,8513,85,Last-Touch
2306,8520,445,Last-Touch
2307,8523,26,Last-Touch
2308,8527,60,Last-Touch
2309,8529,159,Last-Touch
2310,8530,31,Last-Touch
2311,8538,201,Last-Touch
2312,8547,421,Last-Touch
2313,8550,439,Last-Touch
2314,8555,189,Last-Touch
2315,8560,462,Last-Touch
2316,8563,266,Last-Touch
2317,8572,47,Last-Touch
2318,8574,373,Last-Touch
2319,8581,127,Last-Touch
2320,8582,67,Last-Touch
2321,8583,277,Last-Touch
2322,8586,382,Last-Touch
2323,8588,373,Last-Touch
2324,8593,223,Last-Touch
2325,8598,446,Last-Touch
2326,8601,17,Last-Touch
2327,8603,252,Last-Touch
2328,8605,479,Last-Touch
2329,8608,414,Last-Touch
2330,8609,338,Last-Touch
2331,8613,167,Last-Touch
2332,8614,93,Last-Touch
2333,8620,96,Last-Touch
2334,8625,132,Last-Touch
2335,8627,386,Last-Touch
2336,8636,462,Last-Touch
2337,8638,9,Last-Touch
2338,8659,440,Last-Touch
2339,8660,67,Last-Touch
2340,8662,320,Last-Touch
2341,8663,169,Last-Touch
2342,8664,207,Last-Touch
2343,8670,85,Last-Touch
2344,8671,13,Last-Touch
2345,8675,352,Last-Touch
2346,8681,53,Last-Touch
2347,8692,295,Last-Touch
2348,8698,492,Last-Touch
2349,8700,234,Last-Touch
2350,8704,239,Last-Touch
2351,8707,491,Last-Touch
2352,8713,410,Last-Touch
2353,8721,235,Last-Touch
2354,8725,153,Last-Touch
2355,8728,444,Last-Touch
2356,8729,281,Last-Touch
2357,8736,362,Last-Touch
2358,8739,278,Last-Touch
2359,8740,391,Last-Touch
2360,8742,279,Last-Touch
2361,8744,320,Last-Touch
2362,8746,150,Last-Touch
2363,8747,496,Last-Touch
2364,8751,8,Last-Touch
2365,8752,423,Last-Touch
2366,8753,156,Last-Touch
2367,8754,402,Last-Touch
2368,8760,435,Last-Touch
2369,8763,244,Last-Touch
2370,8766,174,Last-Touch
2371,8769,459,Last-Touch
2372,8770,367,Last-Touch
2373,8771,254,Last-Touch
2374,8773,294,Last-Touch
2375,8785,132,Last-Touch
2376,8786,164,Last-Touch
2377,8792,289,Last-Touch
2378,8795,64,Last-Touch
2379,8798,397,Last-Touch
2380,8801,190,Last-Touch
2381,8806,312,Last-Touch
2382,8814,272,Last-Touch
2383,8817,10,Last-Touch
2384,8819,253,Last-Touch
2385,8820,384,Last-Touch
2386,8821,35,Last-Touch
2387,8822,408,Last-Touch
2388,8826,331,Last-Touch
2389,8833,121,Last-Touch
2390,8837,426,Last-Touch
2391,8842,373,Last-Touch
2392,8850,411,Last-Touch
2393,8864,486,Last-Touch
2394,8867,278,Last-Touch
2395,8872,204,Last-Touch
2396,8873,404,Last-Touch
2397,8875,13,Last-Touch
2398,8882,286,Last-Touch
2399,8884,201,Last-Touch
2400,8885,185,Last-Touch
2401,8886,431,Last-Touch
2402,8887,104,Last-Touch
2403,8889,210,Last-Touch
2404,8891,10,Last-Touch
2405,8900,79,Last-Touch
2406,8905,440,Last-Touch
2407,8906,290,Last-Touch
2408,8909,496,Last-Touch
2409,8912,239,Last-Touch
2410,8915,443,Last-Touch
2411,8917,237,Last-Touch
2412,8918,142,Last-Touch
2413,8922,231,Last-Touch
2414,8923,435,Last-Touch
2415,8931,47,Last-Touch
2416,8935,393,Last-Touch
2417,8936,43,Last-Touch
2418,8943,406,Last-Touch
2419,8944,373,Last-Touch
2420,8952,401,Last-Touch
2421,8954,358,Last-Touch
2422,8956,355,Last-Touch
2423,8957,399,Last-Touch
2424,8958,477,Last-Touch
2425,8959,410,Last-Touch
2426,8961,55,Last-Touch
2427,8962,203,Last-Touch
2428,8963,77,Last-Touch
2429,8981,418,Last-Touch
2430,8982,141,Last-Touch
2431,8983,52,Last-Touch
2432,8984,244,Last-Touch
2433,8989,304,Last-Touch
2434,8995,66,Last-Touch
2435,8996,101,Last-Touch
2436,9000,40,Last-Touch
2437,9002,118,Last-Touch
2438,9007,251,Last-Touch
2439,9010,86,Last-Touch
2440,9028,14,Last-Touch
2441,9030,245,Last-Touch
2442,9031,459,Last-Touch
2443,9035,201,Last-Touch
2444,9036,142,Last-Touch
2445,9038,93,Last-Touch
2446,9040,418,Last-Touch
2447,9047,119,Last-Touch
2448,9049,353,Last-Touch
2449,9050,461,Last-Touch
2450,9052,314,Last-Touch
2451,9057,121,Last-Touch
2452,9061,270,Last-Touch
2453,9063,355,Last-Touch
2454,9065,449,Last-Touch
2455,9066,235,Last-Touch
2456,9067,17,Last-Touch
2457,9071,409,Last-Touch
2458,9076,352,Last-Touch
2459,9079,356,Last-Touch
2460,9081,75,Last-Touch
2461,9088,278,Last-Touch
2462,9091,223,Last-Touch
2463,9095,172,Last-Touch
2464,9097,373,Last-Touch
2465,9099,476,Last-Touch
2466,9101,408,Last-Touch
2467,9102,470,Last-Touch
2468,9108,281,Last-Touch
2469,9109,352,Last-Touch
2470,9118,232,Last-Touch
2471,9121,262,Last-Touch
2472,9132,150,Last-Touch
2473,9135,389,Last-Touch
2474,9136,134,Last-Touch
2475,9137,237,Last-Touch
2476,9146,334,Last-Touch
2477,9151,459,Last-Touch
2478,9155,89,Last-Touch
2479,9156,155,Last-Touch
2480,9163,289,Last-Touch
2481,9165,363,Last-Touch
2482,9169,54,Last-Touch
2483,9171,279,Last-Touch
2484,9172,98,Last-Touch
2485,9176,335,Last-Touch
2486,9180,110,Last-Touch
2487,9182,217,Last-Touch
2488,9183,172,Last-Touch
2489,9191,61,Last-Touch
2490,9195,201,Last-Touch
2491,9198,329,Last-Touch
2492,9199,495,Last-Touch
2493,9200,353,Last-Touch
2494,9201,189,Last-Touch
2495,9202,237,Last-Touch
2496,9204,113,Last-Touch
2497,9216,217,Last-Touch
2498,9218,142,Last-Touch
2499,9220,440,Last-Touch
2500,9222,395,Last-Touch
2501,9226,119,Last-Touch
2502,9233,381,Last-Touch
2503,9238,426,Last-Touch
2504,9239,107,Last-Touch
2505,9242,89,Last-Touch
2506,9246,380,Last-Touch
2507,9247,198,Last-Touch
2508,9248,459,Last-Touch
2509,9250,187,Last-Touch
2510,9253,371,Last-Touch
2511,9259,413,Last-Touch
2512,9274,214,Last-Touch
2513,9275,448,Last-Touch
2514,9278,302,Last-Touch
2515,9284,373,Last-Touch
2516,9286,254,Last-Touch
2517,9287,11,Last-Touch
2518,9288,300,Last-Touch
2519,9292,209,Last-Touch
2520,9294,150,Last-Touch
2521,9295,86,Last-Touch
2522,9296,313,Last-Touch
2523,9298,331,Last-Touch
2524,9304,278,Last-Touch
2525,9306,435,Last-Touch
2526,9311,412,Last-Touch
2527,9317,130,Last-Touch
2528,9321,366,Last-Touch
2529,9322,239,Last-Touch
2530,9325,288,Last-Touch
2531,9328,83,Last-Touch
2532,9329,320,Last-Touch
2533,9330,373,Last-Touch
2534,9331,24,Last-Touch
2535,9336,70,Last-Touch
2536,9340,124,Last-Touch
2537,9343,150,Last-Touch
2538,9346,233,Last-Touch
2539,9350,243,Last-Touch
2540,9355,50,Last-Touch
2541,9357,92,Last-Touch
2542,9359,223,Last-Touch
2543,9361,101,Last-Touch
2544,9364,349,Last-Touch
2545,9368,363,Last-Touch
2546,9373,311,Last-Touch
2547,9377,238,Last-Touch
2548,9382,24,Last-Touch
2549,9383,119,Last-Touch
2550,9384,314,Last-Touch
2551,9385,355,Last-Touch
2552,9386,367,Last-Touch
2553,9387,27,Last-Touch
2554,9392,383,Last-Touch
2555,9399,312,Last-Touch
2556,9402,254,Last-Touch
2557,9404,386,Last-Touch
2558,9430,38,Last-Touch
2559,9436,155,Last-Touch
2560,9437,279,Last-Touch
2561,9440,492,Last-Touch
2562,9447,130,Last-Touch
2563,9448,389,Last-Touch
2564,9453,292,Last-Touch
2565,9455,171,Last-Touch
2566,9459,135,Last-Touch
2567,9461,281,Last-Touch
2568,9467,395,Last-Touch
2569,9469,410,Last-Touch
2570,9471,386,Last-Touch
2571,9472,112,Last-Touch
2572,9474,371,Last-Touch
2573,9475,208,Last-Touch
2574,9483,229,Last-Touch
2575,9491,396,Last-Touch
2576,9497,391,Last-Touch
2577,9502,312,Last-Touch
2578,9505,15,Last-Touch
2579,9513,40,Last-Touch
2580,9514,34,Last-Touch
2581,9518,247,Last-Touch
2582,9524,295,Last-Touch
2583,9525,235,Last-Touch
2584,9526,239,Last-Touch
2585,9529,230,Last-Touch
2586,9534,418,Last-Touch
2587,9535,261,Last-Touch
2588,9539,78,Last-Touch
2589,9545,124,Last-Touch
2590,9551,189,Last-Touch
2591,9554,367,Last-Touch
2592,9556,219,Last-Touch
2593,9557,60,Last-Touch
2594,9562,9,Last-Touch
2595,9569,500,Last-Touch
2596,9574,104,Last-Touch
2597,9575,334,Last-Touch
2598,9576,435,Last-Touch
2599,9585,331,Last-Touch
2600,9596,291,Last-Touch
2601,9599,211,Last-Touch
2602,9600,364,Last-Touch
2603,9601,83,Last-Touch
2604,9603,124,Last-Touch
2605,9605,73,Last-Touch
2606,9606,295,Last-Touch
2607,9614,275,Last-Touch
2608,9619,378,Last-Touch
2609,9620,232,Last-Touch
2610,9624,86,Last-Touch
2611,9625,7,Last-Touch
2612,9626,374,Last-Touch
2613,9638,437,Last-Touch
2614,9639,323,Last-Touch
2615,9641,37,Last-Touch
2616,9648,31,Last-Touch
2617,9649,175,Last-Touch
2618,9650,30,Last-Touch
2619,9655,6,Last-Touch
2620,9658,460,Last-Touch
2621,9662,251,Last-Touch
2622,9667,284,Last-Touch
2623,9674,248,Last-Touch
2624,9675,310,Last-Touch
2625,9682,84,Last-Touch
2626,9684,28,Last-Touch
2627,9694,433,Last-Touch
2628,9709,229,Last-Touch
2629,9711,292,Last-Touch
2630,9715,289,Last-Touch
2631,9719,180,Last-Touch
2632,9720,102,Last-Touch
2633,9725,198,Last-Touch
2634,9726,353,Last-Touch
2635,9729,445,Last-Touch
2636,9734,13,Last-Touch
2637,9735,26,Last-Touch
2638,9736,93,Last-Touch
2639,9738,48,Last-Touch
2640,9739,498,Last-Touch
2641,9742,352,Last-Touch
2642,9745,447,Last-Touch
2643,9748,323,Last-Touch
2644,9749,338,Last-Touch
2645,9751,69,Last-Touch
2646,9754,27,Last-Touch
2647,9755,445,Last-Touch
2648,9756,302,Last-Touch
2649,9762,454,Last-Touch
2650,9767,483,Last-Touch
2651,9773,201,Last-Touch
2652,9775,144,Last-Touch
2653,9781,129,Last-Touch
2654,9792,270,Last-Touch
2655,9798,459,Last-Touch
2656,9802,144,Last-Touch
2657,9804,214,Last-Touch
2658,9806,323,Last-Touch
2659,9811,492,Last-Touch
2660,9812,454,Last-Touch
2661,9813,314,Last-Touch
2662,9814,429,Last-Touch
2663,9819,178,Last-Touch
2664,9820,92,Last-Touch
2665,9823,399,Last-Touch
2666,9824,476,Last-Touch
2667,9825,17,Last-Touch
2668,9827,380,Last-Touch
2669,9830,192,Last-Touch
2670,9833,472,Last-Touch
2671,9838,482,Last-Touch
2672,9845,397,Last-Touch
2673,9847,9,Last-Touch
2674,9865,24,Last-Touch
2675,9868,281,Last-Touch
2676,9880,52,Last-Touch
2677,9881,446,Last-Touch
2678,9888,292,Last-Touch
2679,9892,341,Last-Touch
2680,9894,124,Last-Touch
2681,9903,416,Last-Touch
2682,9904,369,Last-Touch
2683,9905,448,Last-Touch
2684,9909,19,Last-Touch
2685,9926,74,Last-Touch
2686,9928,434,Last-Touch
2687,9939,117,Last-Touch
2688,9947,228,Last-Touch
2689,9950,323,Last-Touch
2690,9951,405,Last-Touch
2691,9956,461,Last-Touch
2692,9957,496,Last-Touch
2693,9971,250,Last-Touch
2694,9977,72,Last-Touch
2695,9978,13,Last-Touch
2696,9983,298,Last-Touch
2697,9984,85,Last-Touch
2698,9989,112,Last-Touch
2699,9992,87,Last-Touch
2700,9993,343,Last-Touch
2701,9997,280,Last-Touch
2702,10001,193,Last-Touch
2703,10003,398,Last-Touch
2704,10023,376,Last-Touch
2705,10025,448,Last-Touch
2706,10032,320,Last-Touch
2707,10033,66,Last-Touch
2708,10034,378,Last-Touch
2709,10036,149,Last-Touch
2710,10040,23,Last-Touch
2711,10046,150,Last-Touch
2712,10048,340,Last-Touch
2713,10051,124,Last-Touch
2714,10056,353,Last-Touch
2715,10060,89,Last-Touch
2716,10062,278,Last-Touch
2717,10076,337,Last-Touch
2718,10086,166,Last-Touch
2719,10090,454,Last-Touch
2720,10092,178,Last-Touch
2721,10094,38,Last-Touch
2722,10098,213,Last-Touch
2723,10103,470,Last-Touch
2724,10106,137,Last-Touch
2725,10107,274,Last-Touch
2726,10108,420,Last-Touch
2727,10109,427,Last-Touch
2728,10120,195,Last-Touch
2729,10123,311,Last-Touch
2730,10128,452,Last-Touch
2731,10133,189,Last-Touch
2732,10134,172,Last-Touch
2733,10136,470,Last-Touch
2734,10137,42,Last-Touch
2735,10138,334,Last-Touch
2736,10150,487,Last-Touch
2737,10154,310,Last-Touch
2738,10155,286,Last-Touch
2739,10156,471,Last-Touch
2740,10157,263,Last-Touch
2741,10164,299,Last-Touch
2742,10178,92,Last-Touch
2743,10179,55,Last-Touch
2744,10185,496,Last-Touch
2745,10187,467,Last-Touch
2746,10188,291,Last-Touch
2747,10191,72,Last-Touch
2748,10195,83,Last-Touch
2749,10198,305,Last-Touch
2750,10200,232,Last-Touch
2751,10205,70,Last-Touch
2752,10207,374,Last-Touch
2753,10209,204,Last-Touch
2754,10214,352,Last-Touch
2755,10228,24,Last-Touch
2756,10238,218,Last-Touch
2757,10241,379,Last-Touch
2758,10243,376,Last-Touch
2759,10245,227,Last-Touch
2760,10255,6,Last-Touch
2761,10258,344,Last-Touch
2762,10265,264,Last-Touch
2763,10268,251,Last-Touch
2764,10276,376,Last-Touch
2765,10277,343,Last-Touch
2766,10278,262,Last-Touch
2767,10283,208,Last-Touch
2768,10287,334,Last-Touch
2769,10292,448,Last-Touch
2770,10293,321,Last-Touch
2771,10297,493,Last-Touch
2772,10300,413,Last-Touch
2773,10306,320,Last-Touch
2774,10308,157,Last-Touch
2775,10315,376,Last-Touch
2776,10318,382,Last-Touch
2777,10319,251,Last-Touch
2778,10320,280,Last-Touch
2779,10321,321,Last-Touch
2780,10323,487,Last-Touch
2781,10325,274,Last-Touch
2782,10329,26,Last-Touch
2783,10333,95,Last-Touch
2784,10339,127,Last-Touch
2785,10351,200,Last-Touch
2786,10353,462,Last-Touch
2787,10359,251,Last-Touch
2788,10362,406,Last-Touch
2789,10372,15,Last-Touch
2790,10377,464,Last-Touch
2791,10380,295,Last-Touch
2792,10383,156,Last-Touch
2793,10387,429,Last-Touch
2794,10391,136,Last-Touch
2795,10393,402,Last-Touch
2796,10402,295,Last-Touch
2797,10404,50,Last-Touch
2798,10408,337,Last-Touch
2799,10416,466,Last-Touch
2800,10424,338,Last-Touch
2801,10436,124,Last-Touch
2802,10449,410,Last-Touch
2803,10453,405,Last-Touch
2804,10454,56,Last-Touch
2805,10457,254,Last-Touch
2806,10458,233,Last-Touch
2807,10468,246,Last-Touch
2808,10474,282,Last-Touch
2809,10478,254,Last-Touch
2810,10482,217,Last-Touch
2811,10484,100,Last-Touch
2812,10486,13,Last-Touch
2813,10488,233,Last-Touch
2814,10503,484,Last-Touch
2815,10504,10,Last-Touch
2816,10505,310,Last-Touch
2817,10508,108,Last-Touch
2818,10509,431,Last-Touch
2819,10511,410,Last-Touch
2820,10512,329,Last-Touch
2821,10517,366,Last-Touch
2822,10523,418,Last-Touch
2823,10528,306,Last-Touch
2824,10529,389,Last-Touch
2825,10531,272,Last-Touch
2826,10532,262,Last-Touch
2827,10533,432,Last-Touch
2828,10538,311,Last-Touch
2829,10541,223,Last-Touch
2830,10547,433,Last-Touch
2831,10552,376,Last-Touch
2832,10556,50,Last-Touch
2833,10557,371,Last-Touch
2834,10559,84,Last-Touch
2835,10560,73,Last-Touch
2836,10564,6,Last-Touch
2837,10565,184,Last-Touch
2838,10566,15,Last-Touch
2839,10568,420,Last-Touch
2840,10569,72,Last-Touch
2841,10573,127,Last-Touch
2842,10574,279,Last-Touch
2843,10579,306,Last-Touch
2844,10581,131,Last-Touch
2845,10586,377,Last-Touch
2846,10587,239,Last-Touch
2847,10588,315,Last-Touch
2848,10589,52,Last-Touch
2849,10590,373,Last-Touch
2850,10592,389,Last-Touch
2851,10594,482,Last-Touch
2852,10600,425,Last-Touch
2853,10603,460,Last-Touch
2854,10605,301,Last-Touch
2855,10606,311,Last-Touch
2856,10607,495,Last-Touch
2857,10614,311,Last-Touch
2858,10618,46,Last-Touch
2859,10626,101,Last-Touch
2860,10629,318,Last-Touch
2861,10630,342,Last-Touch
2862,10631,128,Last-Touch
2863,10633,263,Last-Touch
2864,10639,156,Last-Touch
2865,10642,380,Last-Touch
2866,10644,360,Last-Touch
2867,10651,153,Last-Touch
2868,10654,416,Last-Touch
2869,10662,298,Last-Touch
2870,10663,127,Last-Touch
2871,10664,285,Last-Touch
2872,10667,392,Last-Touch
2873,10668,429,Last-Touch
2874,10671,247,Last-Touch
2875,10675,393,Last-Touch
2876,10677,24,Last-Touch
2877,10681,364,Last-Touch
2878,10683,373,Last-Touch
2879,10686,465,Last-Touch
2880,10693,364,Last-Touch
2881,10699,67,Last-Touch
2882,10700,244,Last-Touch
2883,10703,254,Last-Touch
2884,10704,115,Last-Touch
2885,10709,479,Last-Touch
2886,10719,40,Last-Touch
2887,10724,380,Last-Touch
2888,10741,282,Last-Touch
2889,10742,369,Last-Touch
2890,10744,295,Last-Touch
2891,10746,89,Last-Touch
2892,10753,134,Last-Touch
2893,10755,173,Last-Touch
2894,10763,264,Last-Touch
2895,10766,260,Last-Touch
2896,10768,13,Last-Touch
2897,10770,252,Last-Touch
2898,10772,262,Last-Touch
2899,10785,73,Last-Touch
2900,10790,440,Last-Touch
2901,10791,341,Last-Touch
2902,10792,217,Last-Touch
2903,10795,282,Last-Touch
2904,10800,263,Last-Touch
2905,10810,120,Last-Touch
2906,10814,292,Last-Touch
2907,10815,426,Last-Touch
2908,10816,391,Last-Touch
2909,10826,67,Last-Touch
2910,10827,109,Last-Touch
2911,10833,310,Last-Touch
2912,10835,151,Last-Touch
2913,10836,96,Last-Touch
2914,10837,240,Last-Touch
2915,10838,65,Last-Touch
2916,10850,436,Last-Touch
2917,10852,483,Last-Touch
2918,10854,265,Last-Touch
2919,10860,106,Last-Touch
2920,10868,182,Last-Touch
2921,10870,184,Last-Touch
2922,10871,364,Last-Touch
2923,10872,298,Last-Touch
2924,10878,136,Last-Touch
2925,10880,130,Last-Touch
2926,10882,64,Last-Touch
2927,10887,60,Last-Touch
2928,10889,324,Last-Touch
2929,10891,467,Last-Touch
2930,10893,362,Last-Touch
2931,10895,406,Last-Touch
2932,10899,382,Last-Touch
2933,10900,485,Last-Touch
2934,10909,402,Last-Touch
2935,10915,443,Last-Touch
2936,10920,58,Last-Touch
2937,10922,270,Last-Touch
2938,10925,340,Last-Touch
2939,10928,423,Last-Touch
2940,10932,469,Last-Touch
2941,10935,104,Last-Touch
2942,10937,327,Last-Touch
2943,10938,252,Last-Touch
2944,10939,356,Last-Touch
2945,10940,59,Last-Touch
2946,10944,53,Last-Touch
2947,10947,465,Last-Touch
2948,10949,144,Last-Touch
2949,10951,103,Last-Touch
2950,10959,121,Last-Touch
2951,10962,333,Last-Touch
2952,10963,492,Last-Touch
2953,10964,343,Last-Touch
2954,10967,284,Last-Touch
2955,10970,126,Last-Touch
2956,10973,338,Last-Touch
2957,10975,229,Last-Touch
