order_item_id,order_id,product_id,quantity,unit_price,discount,total_price
23550,7834,4750,2,20600.7,40982.74,218.66
23551,7835,1776,2,64724.95,113703.64,15746.26
23552,7836,918,2,44354.41,79176.43,9532.39
23553,7836,383,4,16617.93,59328.87,7142.85
23554,7837,2316,2,24530.47,45716.18,3344.76
23555,7837,2000,1,50131.59,46713.83,3417.76
23556,7837,667,2,52140.48,97171.53,7109.43
23557,7837,489,1,8854.24,8250.6,603.64
23558,7838,1139,4,5157.2,8299.08,12329.72
23559,7839,3343,3,50443.6,150729.36,601.44
23560,7839,4236,4,585.33,2332.01,9.31
23561,7839,2345,4,16323.41,65034.14,259.5
23562,7839,3406,1,22587.2,22497.44,89.76
23563,7840,3990,3,4806.7,14017.39,402.71
23564,7840,3978,4,11850.67,46078.87,1323.81
23565,7841,2312,2,1696.7,3108.72,284.68
23566,7841,3470,2,16214.51,29708.49,2720.53
23567,7841,2087,2,1862.77,3413.0,312.54
23568,7841,4602,3,47285.47,129955.8,11900.61
23569,7842,3081,2,57299.72,109527.8,5071.64
23570,7842,2944,1,45112.33,43115.87,1996.46
23571,7842,4121,2,50374.95,96291.17,4458.73
23572,7842,1457,2,27007.05,51623.68,2390.42
23573,7843,4576,2,35355.56,64383.64,6327.48
23574,7843,826,2,25986.6,47322.46,4650.74
23575,7843,720,2,65820.72,119861.71,11779.73
23576,7844,4841,4,34740.99,125418.61,13545.35
23577,7844,2795,2,16157.54,29165.2,3149.88
23578,7844,4955,2,3471.07,6265.46,676.68
23579,7844,3146,1,48746.74,43995.21,4751.53
23580,7845,279,4,41678.37,157027.87,9685.61
23581,7846,4466,3,1522.66,4192.14,375.84
23582,7846,3692,3,24295.96,66890.86,5997.02
23583,7846,4054,2,41380.77,75952.14,6809.4
23584,7846,3041,3,21683.32,59697.82,5352.14
23585,7847,4525,1,30577.89,28949.38,1628.51
23586,7847,4566,4,34152.48,129334.36,7275.56
23587,7847,3755,1,20918.61,19804.53,1114.08
23588,7847,2261,2,11274.45,21347.99,1200.91
23589,7847,3262,1,38048.74,36022.34,2026.4
23590,7848,3352,4,34148.33,131154.13,5439.19
23591,7848,1228,4,39222.0,150640.67,6247.33
23592,7848,2609,3,55816.56,160781.78,6667.9
23593,7848,4026,3,30446.51,87702.37,3637.16
23594,7849,866,2,15881.62,24273.8,7489.44
23595,7849,4285,2,4485.66,6855.98,2115.34
23596,7849,1619,1,21494.55,16426.35,5068.2
23597,7850,1444,3,10771.39,10694.14,21620.03
23598,7851,3679,2,10121.84,18728.46,1515.22
23599,7851,2213,1,65095.64,60223.3,4872.34
23600,7852,262,2,13441.66,26692.19,191.13
23601,7852,3405,2,10001.31,19860.41,142.21
23602,7852,2118,3,29339.84,87393.74,625.78
23603,7852,158,4,50714.87,201417.25,1442.23
23604,7852,3990,2,4806.7,9545.06,68.34
23605,7853,4614,2,12006.23,23733.61,278.85
23606,7853,2104,4,45698.73,180672.17,2122.75
23607,7853,1536,1,45910.66,45377.51,533.15
23608,7853,1913,3,394.05,1168.42,13.73
23609,7854,3749,4,5727.78,17673.54,5237.58
23610,7855,1630,1,49182.07,47368.02,1814.05
23611,7855,35,4,62142.24,239400.65,9168.31
23612,7855,1918,2,59142.09,113921.34,4362.84
23613,7855,4566,2,34152.48,65785.57,2519.39
23614,7856,1337,1,50316.08,36231.21,14084.87
23615,7856,1954,2,3446.32,4963.2,1929.44
23616,7857,1688,3,17459.9,48601.32,3778.38
23617,7858,3182,4,59393.81,230436.23,7139.01
23618,7858,1705,4,55675.38,216009.45,6692.07
23619,7858,1566,4,53035.66,205767.86,6374.78
23620,7858,3495,4,21599.13,83800.35,2596.17
23621,7859,3793,4,9773.69,37791.86,1302.9
23622,7859,1161,2,7274.81,14064.73,484.89
23623,7859,4098,4,40050.77,154864.01,5339.07
23624,7860,3857,2,64532.46,118784.98,10279.94
23625,7860,946,4,23864.16,87853.58,7603.06
23626,7860,4043,4,18697.03,68831.29,5956.83
23627,7860,260,1,4705.78,4330.97,374.81
23628,7860,3223,3,13243.77,36566.74,3164.57
23629,7861,4073,3,23251.15,64590.32,5163.13
23630,7861,2259,4,24057.91,89108.61,7123.03
23631,7861,2595,2,64606.55,119648.79,9564.31
23632,7862,2217,1,9029.84,8865.28,164.56
23633,7862,3635,2,38478.52,75554.61,1402.43
23634,7863,392,4,48909.08,179733.02,15903.3
23635,7864,151,2,7307.9,12439.08,2176.72
23636,7864,895,3,50867.4,129875.27,22726.93
23637,7865,1511,1,33504.62,31598.14,1906.48
23638,7865,2258,2,49013.33,92448.74,5577.92
23639,7865,2367,3,36254.85,102575.63,6188.92
23640,7865,1022,3,14005.35,39625.25,2390.8
23641,7866,1036,4,21378.14,78435.08,7077.48
23642,7866,377,1,7425.1,6810.56,614.54
23643,7866,2852,3,35242.53,96977.0,8750.59
23644,7866,3069,2,32381.74,59403.3,5360.18
23645,7867,2222,4,26480.0,86229.27,19690.73
23646,7868,34,3,42515.07,122795.27,4749.94
23647,7868,809,2,40953.54,78856.76,3050.32
23648,7868,444,3,39551.46,114235.54,4418.84
23649,7869,534,1,20465.13,1601.91,18863.22
23650,7870,930,2,22033.31,42392.21,1674.41
23651,7870,1994,1,18402.76,17703.51,699.25
23652,7870,2798,3,33520.08,96739.24,3821.0
23653,7871,2685,1,3055.04,2947.42,107.62
23654,7871,636,3,61988.45,179414.26,6551.09
23655,7871,361,2,11669.96,22517.71,822.21
23656,7871,4888,2,29738.41,57381.6,2095.22
23657,7872,3665,3,40450.09,113614.12,7736.15
23658,7872,1837,4,22814.96,85441.97,5817.87
23659,7872,4217,1,23051.15,21581.63,1469.52
23660,7872,1584,1,47604.37,44569.56,3034.81
23661,7872,4387,2,39210.16,73420.98,4999.34
23662,7873,836,1,46226.08,43112.98,3113.1
23663,7873,977,4,50393.0,187997.13,13574.87
23664,7873,3453,4,25436.72,94894.74,6852.14
23665,7874,2245,4,24159.82,92994.1,3645.18
23666,7875,4818,3,15461.49,35185.27,11199.2
23667,7876,4188,4,38241.9,152694.74,272.86
23668,7876,2490,3,68150.15,204085.75,364.7
23669,7876,2541,3,51917.75,155475.42,277.83
23670,7876,687,3,53294.36,159597.88,285.2
23671,7877,2484,1,32369.62,24409.88,7959.74
23672,7878,3533,3,49397.69,134725.09,13467.98
23673,7878,31,4,21306.6,77480.91,7745.49
23674,7879,2294,2,10797.23,19357.72,2236.74
23675,7879,1069,3,54866.94,147551.57,17049.25
23676,7879,4471,1,25679.96,23020.05,2659.91
23677,7879,1606,1,62200.99,55758.25,6442.74
23678,7880,634,4,27910.87,109420.16,2223.32
23679,7880,268,3,7882.83,23177.54,470.95
23680,7880,4736,1,31267.84,30645.16,622.68
23681,7880,3492,4,50200.45,196802.94,3998.86
23682,7881,1164,4,1088.71,3631.75,723.09
23683,7881,548,3,16286.68,40747.21,8112.83
23684,7882,4122,4,24782.56,93171.58,5958.66
23685,7882,4188,3,38241.9,107829.6,6896.1
23686,7882,4110,1,55489.08,52153.66,3335.42
23687,7883,2549,4,3477.95,13357.11,554.69
23688,7883,2668,4,5655.63,21720.52,902.0
23689,7883,2364,3,57308.74,165071.19,6855.03
23690,7883,4665,1,32188.6,30905.18,1283.42
23691,7883,3972,4,48110.86,184770.34,7673.1
23692,7884,2629,1,54329.67,40395.15,13934.52
23693,7884,1706,1,12021.44,8938.17,3083.27
23694,7884,900,2,4212.51,6264.16,2160.86
23695,7884,417,3,10630.9,23712.84,8179.86
23696,7885,4424,2,22437.73,38159.43,6716.03
23697,7885,968,2,29766.62,50623.53,8909.71
23698,7885,4584,3,15738.05,40148.11,7066.04
23699,7886,2905,4,50252.08,186851.97,14156.35
23700,7886,4254,1,46248.79,42991.64,3257.15
23701,7886,491,4,13307.84,49482.46,3748.9
23702,7887,7,1,20508.11,18158.68,2349.43
23703,7887,773,2,11080.86,19622.86,2538.86
23704,7888,4228,3,12324.32,26794.58,10178.38
23705,7889,2309,1,16948.67,15730.06,1218.61
23706,7889,511,4,1912.62,7100.41,550.07
23707,7889,3102,3,9038.22,25165.12,1949.54
23708,7889,1176,4,55962.18,207754.04,16094.68
23709,7890,718,3,13480.34,35917.09,4523.93
23710,7890,4472,2,44397.2,78861.42,9932.98
23711,7890,1275,2,17063.99,30310.25,3817.73
23712,7890,4684,2,9876.0,17542.44,2209.56
23713,7890,3803,4,11821.59,41996.67,5289.69
23714,7891,2932,4,52214.99,201379.78,7480.18
23715,7891,1281,3,16687.34,48269.08,1792.94
23716,7892,4381,2,4202.04,7631.65,772.43
23717,7892,1341,2,14249.37,25879.37,2619.37
23718,7892,1631,2,837.89,1521.76,154.02
23719,7892,425,2,15323.33,27829.86,2816.8
23720,7893,463,3,1381.88,-981.84,5127.48
23721,7894,1364,4,12227.79,47690.8,1220.36
23722,7894,3006,4,20551.28,80154.06,2051.06
23723,7894,2091,4,47291.24,184445.2,4719.76
23724,7894,4174,4,43558.75,169887.75,4347.25
23725,7895,1264,4,33409.87,113177.92,20461.56
23726,7895,4476,2,9433.25,15977.85,2888.65
23727,7896,1702,3,56497.5,157807.32,11685.18
23728,7897,2449,2,56609.88,108348.25,4871.51
23729,7897,1376,3,44868.73,128814.49,5791.7
23730,7897,2738,3,62716.28,180053.36,8095.48
23731,7897,4310,4,19768.47,75671.57,3402.31
23732,7897,4784,3,5593.13,16057.43,721.96
23733,7898,3401,1,5423.69,-23222.18,28645.87
23734,7899,1468,3,22476.01,50602.89,16825.14
23735,7899,3121,1,25361.76,19033.3,6328.46
23736,7900,1655,3,11093.61,30106.72,3174.11
23737,7900,4149,2,22324.32,40390.35,4258.29
23738,7901,2087,2,1862.77,2507.78,1217.76
23739,7901,4438,1,59163.3,39824.79,19338.51
23740,7902,4404,2,49757.04,87258.47,12255.61
23741,7902,2389,2,9093.27,15946.79,2239.75
23742,7903,250,2,56828.81,108971.91,4685.71
23743,7903,4088,3,11584.62,33321.08,1432.78
23744,7903,4481,2,63742.16,122228.57,5255.75
23745,7904,4633,3,58890.18,158564.88,18105.66
23746,7905,323,3,23965.89,53604.19,18293.48
23747,7905,2853,1,3080.54,2296.73,783.81
23748,7906,2950,4,23186.07,76444.38,16299.9
23749,7906,3131,3,9469.1,23414.69,4992.61
23750,7907,1614,3,42678.66,124845.84,3190.14
23751,7907,1467,3,4384.03,12824.39,327.7
23752,7907,3174,2,4676.36,9119.69,233.03
23753,7908,437,1,29209.7,25292.27,3917.43
23754,7908,707,3,19825.98,51501.12,7976.82
23755,7908,2486,1,41557.8,35984.32,5573.48
23756,7909,4540,3,11941.41,34986.9,837.33
23757,7909,675,3,25446.31,74554.64,1784.29
23758,7909,1290,3,35660.19,104480.08,2500.49
23759,7909,2735,2,11392.36,22252.17,532.55
23760,7909,82,2,38894.69,75971.17,1818.21
23761,7910,3096,1,38109.05,35968.6,2140.45
23762,7910,2852,2,35242.53,66526.17,3958.89
23763,7910,914,3,22487.89,63674.48,3789.19
23764,7911,2321,3,19767.56,54254.61,5048.07
23765,7911,2235,3,38407.0,105412.95,9808.05
23766,7911,2774,4,9912.03,36273.12,3375.0
23767,7912,351,2,40230.85,75250.22,5211.48
23768,7912,170,2,42618.85,79716.88,5520.82
23769,7912,2009,3,22430.08,62931.87,4358.37
23770,7912,1642,4,28172.38,105390.65,7298.87
23771,7913,2194,2,22315.73,23126.16,21505.3
23772,7914,1597,3,48825.0,143604.99,2870.01
23773,7914,499,4,15190.47,59571.32,1190.56
23774,7914,926,2,9208.0,18055.16,360.84
23775,7914,3508,3,40378.73,118762.67,2373.52
23776,7914,2538,4,30774.55,120686.24,2411.96
23777,7915,1863,1,1223.12,1135.58,87.54
23778,7915,326,1,65974.9,61252.82,4722.08
23779,7915,2025,1,4258.4,3953.61,304.79
23780,7915,3601,1,29250.93,27157.33,2093.6
23781,7915,3128,1,17585.96,16327.26,1258.7
23782,7916,2170,2,21707.42,17374.4,26040.44
23783,7917,1524,2,23472.7,39365.7,7579.7
23784,7917,4458,4,18989.08,63692.57,12263.75
23785,7918,2808,3,5000.15,14796.71,203.74
23786,7918,3414,4,50842.86,200609.24,2762.2
23787,7918,3143,3,15306.02,45294.4,623.66
23788,7919,2025,3,4258.4,2921.92,9853.28
23789,7920,200,2,249.01,478.26,19.76
23790,7920,340,1,40445.66,38841.07,1604.59
23791,7920,4460,1,18902.37,18152.46,749.91
23792,7920,3151,4,35228.26,135322.63,5590.41
23793,7920,2088,1,51413.62,49373.9,2039.72
23794,7921,1054,4,5345.46,20011.56,1370.28
23795,7921,1139,1,5157.2,4826.69,330.51
23796,7922,2245,4,24159.82,85913.51,10725.77
23797,7922,1603,4,33181.45,117994.87,14730.93
23798,7922,3712,2,6771.46,12039.82,1503.1
23799,7923,4222,1,16545.7,3706.65,12839.05
23800,7924,3105,3,16977.89,47567.48,3366.19
23801,7924,4482,2,34107.48,63706.66,4508.3
23802,7924,4044,3,12917.86,36192.37,2561.21
23803,7924,3826,4,50239.6,187677.13,13281.27
23804,7925,4236,2,585.33,830.83,339.83
23805,7925,2038,2,23361.5,33159.63,13563.37
23806,7926,2463,1,1926.98,1845.11,81.87
23807,7926,195,4,47275.72,181068.41,8034.47
23808,7927,2871,4,11340.38,41167.34,4194.18
23809,7928,4684,1,9876.0,9223.64,652.36
23810,7928,4648,3,56694.3,158848.12,11234.78
23811,7928,2762,1,8662.55,8090.35,572.2
23812,7928,2989,1,31929.26,29820.18,2109.08
23813,7929,1285,4,19404.93,76202.02,1417.7
23814,7929,4351,3,52893.01,155780.81,2898.22
23815,7929,4392,2,10280.66,20185.77,375.55
23816,7929,3741,2,52464.23,103011.99,1916.47
23817,7930,2232,4,42399.3,161213.88,8383.32
23818,7930,4338,2,25652.68,48769.3,2536.06
23819,7930,4416,2,59296.56,112730.97,5862.15
23820,7930,3376,2,20164.67,38335.82,1993.52
23821,7931,1871,1,2990.64,-3714.59,6705.23
23822,7932,575,2,45316.81,90238.92,394.7
23823,7932,2112,4,45153.41,179827.09,786.55
23824,7932,476,1,40559.79,40383.16,176.63
23825,7932,1378,1,26041.18,25927.77,113.41
23826,7932,3609,4,28768.81,114574.1,501.14
23827,7933,3076,4,12141.29,41298.78,7266.38
23828,7933,2411,2,19792.66,33662.52,5922.8
23829,7933,3131,1,9469.1,8052.32,1416.78
23830,7934,2774,2,9912.03,11749.5,8074.56
23831,7935,4536,3,10759.12,30575.59,1701.77
23832,7935,1777,1,44722.63,42364.7,2357.93
23833,7935,720,3,65820.72,187051.28,10410.88
23834,7935,1037,3,5843.78,16607.03,924.31
23835,7935,4655,3,10259.01,29154.36,1622.67
23836,7936,1874,3,33946.33,95498.32,6340.67
23837,7936,2661,4,7242.69,27166.99,1803.77
23838,7936,3742,3,66514.58,187119.79,12423.95
23839,7937,4144,4,29845.51,116921.27,2460.77
23840,7937,1257,4,55578.44,217731.3,4582.46
23841,7937,3798,4,28050.61,109889.66,2312.78
23842,7937,1872,1,63755.01,62440.86,1314.15
23843,7938,4012,3,54997.11,160371.72,4619.61
23844,7938,4920,2,50349.49,97879.5,2819.48
23845,7938,4281,4,19106.48,74286.06,2139.86
23846,7938,2141,1,1300.79,1264.37,36.42
23847,7938,3474,4,3118.27,12123.85,349.23
23848,7939,3633,1,53508.2,45499.86,8008.34
23849,7940,4696,1,51071.9,47655.01,3416.89
23850,7940,2726,1,55222.5,51527.92,3694.58
23851,7940,4921,4,33856.04,126363.8,9060.36
23852,7940,1085,2,37050.52,69143.41,4957.63
23853,7941,1389,1,16469.95,16262.58,207.37
23854,7941,760,3,15713.96,46548.32,593.56
23855,7941,625,4,56775.47,224242.43,2859.45
23856,7942,4947,4,61479.88,244907.84,1011.68
23857,7942,3760,4,32756.89,130488.53,539.03
23858,7942,4692,1,62133.12,61877.51,255.61
23859,7942,3715,2,48705.0,97009.27,400.73
23860,7942,4296,3,53339.74,159360.91,658.31
23861,7943,865,3,64542.0,189654.87,3971.13
23862,7943,3372,1,306.07,299.79,6.28
23863,7943,1757,3,26731.16,78548.77,1644.71
23864,7943,3003,2,14243.65,27903.05,584.25
23865,7943,3026,3,21078.88,61939.7,1296.94
23866,7944,2989,4,31929.26,103167.32,24549.72
23867,7945,4551,4,28397.79,109210.01,4381.15
23868,7945,2810,3,18957.7,54679.54,2193.56
23869,7945,4720,3,54070.1,155953.94,6256.36
23870,7945,1987,4,41653.85,160189.13,6426.27
23871,7946,1884,4,1049.08,3615.82,580.5
23872,7946,1617,2,5761.16,9928.37,1593.95
23873,7946,1067,3,39168.28,101249.72,16255.12
23874,7946,3384,4,17501.89,60323.02,9684.54
23875,7947,522,1,4917.88,4327.26,590.62
23876,7947,2062,3,45324.89,119644.55,16330.12
23877,7948,3201,2,9393.98,335.91,18452.05
23878,7948,1401,1,2322.56,41.53,2281.03
23879,7949,799,4,43855.3,171457.51,3963.69
23880,7949,1758,4,48493.36,189590.55,4382.89
23881,7949,1227,1,48905.71,47800.67,1105.04
23882,7950,3408,3,61214.62,165565.21,18078.65
23883,7951,4314,1,27364.69,27049.16,315.53
23884,7951,1560,2,25542.16,50495.29,589.03
23885,7951,1972,2,66677.15,131816.67,1537.63
23886,7952,4713,2,69041.6,133662.81,4420.39
23887,7952,1007,2,62101.18,120226.33,3976.03
23888,7952,3084,3,58449.49,169735.12,5613.35
23889,7952,4160,3,7496.86,21770.6,719.98
23890,7952,4348,2,24177.92,46807.85,1547.99
23891,7953,1314,4,42411.41,156163.46,13482.18
23892,7953,2463,1,1926.98,1773.84,153.14
23893,7953,2788,4,26233.39,96594.21,8339.35
23894,7954,2944,4,45112.33,173878.39,6570.93
23895,7954,3560,1,54149.71,52177.89,1971.82
23896,7954,2309,4,16948.67,65325.99,2468.69
23897,7955,3538,4,32075.21,127101.21,1199.63
23898,7955,3522,1,16035.93,15885.99,149.94
23899,7955,3899,4,15397.52,61014.2,575.88
23900,7955,3266,4,30618.62,121329.32,1145.16
23901,7955,3063,4,43826.96,173668.69,1639.15
23902,7956,2903,2,62160.23,120691.3,3629.16
23903,7956,134,1,44653.46,43349.94,1303.52
23904,7956,2467,4,45232.13,175646.86,5281.66
23905,7956,2067,1,12990.77,12611.54,379.23
23906,7956,2420,4,1085.59,4215.61,126.75
23907,7957,1442,4,48505.05,184737.26,9282.94
23908,7957,2857,4,51642.38,196686.15,9883.37
23909,7958,637,3,36306.26,107440.44,1478.34
23910,7958,1329,4,40559.09,160034.34,2202.02
23911,7959,491,3,13307.84,29112.8,10810.72
23912,7959,3274,3,5668.3,12400.22,4604.68
23913,7960,1241,2,3177.71,1866.22,4489.2
23914,7960,1575,1,31013.52,9106.86,21906.66
23915,7961,2242,4,18781.44,72986.76,2139.0
23916,7961,2235,3,38407.0,111940.39,3280.61
23917,7961,232,3,16641.6,48503.33,1421.47
23918,7961,371,4,49519.18,192437.02,5639.7
23919,7961,3096,1,38109.05,37023.99,1085.06
23920,7962,4172,1,25752.16,25063.68,688.48
23921,7962,3058,1,8839.34,8603.02,236.32
23922,7962,327,2,30568.08,59501.7,1634.46
23923,7962,330,1,10577.73,10294.94,282.79
23924,7962,512,2,36153.3,70373.49,1933.11
23925,7963,2672,3,19822.29,55639.61,3827.26
23926,7963,2833,4,32424.68,121351.37,8347.35
23927,7963,3635,3,38478.52,108006.18,7429.38
23928,7964,3833,4,29468.38,116845.47,1028.05
23929,7965,726,3,50861.24,149866.69,2717.03
23930,7965,4403,1,5703.73,5602.16,101.57
23931,7966,4377,4,41969.05,152231.81,15644.39
23932,7967,473,4,35912.99,129846.72,13805.24
23933,7967,2162,4,32915.38,119008.58,12652.94
23934,7967,2808,3,5000.15,13558.88,1441.57
23935,7968,409,2,8046.56,15203.98,889.14
23936,7968,4795,3,36753.56,104168.84,6091.84
23937,7968,1527,4,37888.8,143181.86,8373.34
23938,7968,4239,4,46127.94,174317.59,10194.17
23939,7969,4676,4,48029.17,176027.5,16089.18
23940,7969,1284,1,3393.8,3109.58,284.22
23941,7969,4467,1,14356.17,13153.89,1202.28
23942,7970,888,3,48669.39,141834.4,4173.77
23943,7970,381,1,61012.42,59268.33,1744.09
23944,7970,1941,1,55907.03,54308.87,1598.16
23945,7971,1487,1,46652.93,43853.93,2799.0
23946,7971,920,3,53532.14,150961.23,9635.19
23947,7971,4472,3,44397.2,125200.6,7991.0
23948,7971,505,3,22488.46,63417.7,4047.68
23949,7972,984,2,32242.0,59790.17,4693.83
23950,7972,330,3,10577.73,29423.31,2309.88
23951,7972,4876,4,53759.39,199384.85,15652.71
23952,7972,2496,2,25836.3,47911.33,3761.27
23953,7973,478,1,46979.37,42663.78,4315.59
23954,7973,2338,3,22936.94,62489.77,6321.05
23955,7974,3556,4,25591.89,94795.98,7571.58
23956,7974,4355,2,35082.41,64975.11,5189.71
23957,7974,4358,3,10274.41,28543.4,2279.83
23958,7975,3282,3,44644.0,129191.57,4740.43
23959,7975,3944,1,36704.18,35405.06,1299.12
23960,7975,2502,4,44605.89,172108.38,6315.18
23961,7975,3570,2,35323.45,68146.41,2500.49
23962,7976,3143,4,15306.02,58399.66,2824.42
23963,7976,1112,4,33300.3,127056.3,6144.9
23964,7976,1060,1,45136.76,43054.49,2082.27
23965,7976,1888,1,38439.34,36666.04,1773.3
23966,7977,401,3,4511.99,7417.37,6118.6
23967,7977,3614,1,13510.12,7403.2,6106.92
23968,7977,2353,1,18341.45,10050.64,8290.81
23969,7978,2643,4,8126.66,29579.88,2926.76
23970,7978,3604,2,4579.34,8334.07,824.61
23971,7978,2063,1,42347.21,38534.45,3812.76
23972,7978,1345,4,48544.95,176696.7,17483.1
23973,7979,4608,3,33782.36,76608.8,24738.28
23974,7980,618,3,3831.72,10817.71,677.45
23975,7980,420,3,27050.23,76368.21,4782.48
23976,7980,2019,4,23323.13,87794.48,5498.04
23977,7981,4176,1,53183.43,48767.77,4415.66
23978,7981,1544,3,11799.39,32459.16,2939.01
23979,7982,2516,1,34291.13,28851.89,5439.24
23980,7982,4644,4,17665.56,59453.82,11208.42
23981,7983,3692,3,24295.96,62442.58,10445.3
23982,7983,4078,1,43827.72,37546.93,6280.79
23983,7984,4316,4,17617.1,62655.92,7812.48
23984,7984,3865,4,7139.55,25392.1,3166.1
23985,7984,616,2,26563.54,47237.15,5889.93
23986,7985,2096,4,1484.69,5694.56,244.2
23987,7985,257,1,53075.67,50893.21,2182.46
23988,7985,650,1,9655.06,9258.05,397.01
23989,7985,870,2,39521.62,75792.99,3250.25
23990,7985,2618,3,53704.73,154489.19,6625.0
23991,7986,988,4,50557.92,193043.46,9188.22
23992,7986,3895,3,7363.54,21086.95,1003.67
23993,7986,339,3,30238.22,86593.12,4121.54
23994,7986,4884,1,36191.91,34547.56,1644.35
23995,7987,1289,1,16437.57,16255.43,182.14
23996,7987,4394,1,6484.74,6412.89,71.85
23997,7987,2243,1,40927.57,40474.07,453.5
23998,7987,4926,4,60555.58,239538.35,2683.97
23999,7988,2968,3,49341.71,134392.98,13632.15
24000,7988,4916,3,17203.35,46857.1,4752.95
24001,7988,1023,1,7900.88,7173.26,727.62
24002,7988,91,1,32477.82,29486.82,2991.0
24003,7989,2627,1,15896.17,14180.94,1715.23
24004,7989,1265,2,24771.32,44196.88,5345.76
24005,7989,4233,3,18960.83,50744.73,6137.76
24006,7990,2063,1,42347.21,40055.15,2292.06
24007,7990,2350,1,26519.12,25083.76,1435.36
24008,7991,2702,2,14104.23,16111.73,12096.73
24009,7992,4253,3,54052.93,157789.63,4369.16
24010,7992,4977,2,26267.83,51120.16,1415.5
24011,7992,1608,1,6817.71,6634.02,183.69
24012,7992,2868,2,4582.44,8917.94,246.94
24013,7993,4110,4,55489.08,218012.16,3944.16
24014,7993,929,2,42393.14,83279.63,1506.65
24015,7993,4335,4,16996.61,66778.32,1208.12
24016,7993,4607,3,52232.7,153913.57,2784.53
24017,7994,4258,3,25136.7,70651.3,4758.8
24018,7994,3793,1,9773.69,9156.92,616.77
24019,7995,411,3,3671.55,9955.89,1058.76
24020,7995,4744,3,1904.15,5163.35,549.1
24021,7995,4299,4,10779.55,38973.56,4144.64
24022,7995,3165,2,38107.67,68889.31,7326.03
24023,7995,4962,1,44485.21,40209.18,4276.03
24024,7996,4721,4,51095.66,198982.75,5399.89
24025,7996,2440,3,18369.26,53651.81,1455.97
24026,7997,3312,2,4453.87,7493.22,1414.52
24027,7997,4017,1,36524.48,30724.51,5799.97
24028,7997,2529,2,49321.32,82978.51,15664.13
24029,7998,4742,2,17206.29,30223.73,4188.85
24030,7999,3653,3,2691.75,6984.95,1090.3
24031,7999,1881,2,46593.25,80604.7,12581.8
24032,8000,4028,2,60329.02,114490.02,6168.02
24033,8000,142,1,17170.13,16292.4,877.73
24034,8000,4437,4,3842.95,14585.99,785.81
24035,8001,1735,2,53020.98,103276.36,2765.6
24036,8001,4720,2,54070.1,105319.87,2820.33
24037,8002,868,2,5823.84,11404.99,242.69
24038,8002,4719,2,51168.54,100204.83,2132.25
24039,8002,4322,3,48103.08,141302.47,3006.77
24040,8002,1099,4,2728.04,10684.8,227.36
24041,8002,2597,1,53048.81,51943.51,1105.3
24042,8003,2294,1,10797.23,10203.64,593.59
24043,8003,826,2,25986.6,49115.93,2857.27
24044,8003,846,1,11530.15,10896.27,633.88
24045,8003,2549,3,3477.95,9860.25,573.6
24046,8004,2790,1,18488.22,17773.17,715.05
24047,8004,3788,2,4066.48,7818.41,314.55
24048,8004,3980,3,42954.39,123879.27,4983.9
24049,8004,4429,1,38445.16,36958.26,1486.9
24050,8005,2492,2,61799.05,117319.8,6278.3
24051,8005,1855,3,10953.63,31191.68,1669.21
24052,8005,2440,4,18369.26,69744.69,3732.35
24053,8005,2539,3,41472.47,118097.49,6319.92
24054,8005,4917,3,26791.2,76290.94,4082.66
24055,8006,1969,3,31942.21,91978.76,3847.87
24056,8006,3900,4,39241.41,150662.76,6302.88
24057,8006,369,4,46670.12,179184.42,7496.06
24058,8006,841,3,62854.77,180992.6,7571.71
24059,8007,3547,2,39279.53,75180.37,3378.69
24060,8007,813,3,27733.21,79621.36,3578.27
24061,8007,1652,2,9690.28,18547.04,833.52
24062,8007,2867,3,2799.03,8035.94,361.15
24063,8008,3478,4,14519.86,52897.77,5181.67
24064,8008,929,3,42393.14,115832.85,11346.57
24065,8008,1699,1,40784.07,37145.44,3638.63
24066,8008,4095,1,8107.67,7384.32,723.35
24067,8009,1995,1,53477.5,46989.14,6488.36
24068,8009,308,2,24852.66,43674.64,6030.68
24069,8009,3869,4,11401.63,40073.14,5533.38
24070,8010,3452,4,17942.19,68757.26,3011.5
24071,8010,2622,3,42644.58,122565.49,5368.25
24072,8010,4009,2,1928.11,3694.41,161.81
24073,8010,1641,1,44227.88,42372.03,1855.85
24074,8010,3761,4,38501.55,147543.92,6462.28
24075,8011,2216,3,29886.65,88932.12,727.83
24076,8012,4950,4,48324.01,192697.98,598.06
24077,8012,635,4,24602.6,98105.92,304.48
24078,8012,2030,4,37278.86,148654.07,461.37
24079,8012,3426,1,22514.43,22444.77,69.66
24080,8012,671,2,38687.68,77135.96,239.4
24081,8013,2869,2,31622.88,61978.0,1267.76
24082,8013,826,4,25986.6,101862.8,2083.6
24083,8013,641,1,45922.5,45001.98,920.52
24084,8014,3962,1,42253.17,39294.09,2959.08
24085,8014,918,1,44354.41,41248.17,3106.24
24086,8014,231,1,19935.81,18539.66,1396.15
24087,8014,2617,3,50373.44,140537.04,10583.28
24088,8015,1103,3,6102.46,16179.67,2127.71
24089,8015,219,2,40438.36,71477.12,9399.6
24090,8015,2602,4,16447.36,58143.31,7646.13
24091,8015,813,1,27733.21,24510.02,3223.19
24092,8016,3004,2,12939.56,16445.35,9433.77
24093,8016,2841,1,36174.46,22987.7,13186.76
24094,8017,3336,2,186.58,252.43,120.73
24095,8017,2099,1,42799.9,28952.76,13847.14
