campaign_id,campaign_name,channel_name,campaign_type,campaign_status,start_date,end_date,budget,operational_spend,budget_variance,budget_utilization_pct,impressions,clicks,ctr_pct,operational_cpc,self_reported_conversions,self_reported_revenue,self_reported_conversion_rate_pct,self_reported_roas
179,"Weekend Launch 2025 - Email - 179",Email,"Festival Sale",Completed,2025-11-14,2025-12-14,1538800.00,1309143.55,229656.45,85.08,4656863,184525,3.96,7.09,6559,2814658.63,3.55,2.15
185,"Super Launch 2024 - Email - 185",Email,"App Install",Completed,2024-02-02,2024-03-24,885301.00,883403.78,1897.22,99.79,4677897,212548,4.54,4.16,13887,3153751.49,6.53,3.57
190,"Fashion Offers 2024 - Email - 190",Email,"App Install",Completed,2024-11-22,2025-02-18,732845.00,705639.96,27205.04,96.29,2372495,78870,3.32,8.95,3208,2123976.28,4.07,3.01
202,"Grocery Carnival 2025 - Email - 202",Email,"Product Launch",Paused,2025-07-02,2025-08-22,324429.00,316452.80,7976.20,97.54,1476065,34589,2.34,9.15,1763,914548.59,5.10,2.89
240,"Smart Shopping Carnival 2024 - Email - 240",Email,"Email Promotion",Completed,2024-11-26,2025-01-16,1287286.00,1230293.69,56992.31,95.57,4697666,217480,4.63,5.66,12638,2153013.96,5.81,1.75
242,"Electronics Bonanza 2024 - Email - 242",Email,"Seasonal Sale",Completed,2024-06-11,2024-07-31,272848.00,221430.65,51417.35,81.16,783314,16287,2.08,13.60,648,704149.47,3.98,3.18
249,"Summer Campaign 2025 - Email - 249",Email,"Email Promotion",Completed,2025-05-26,2025-06-19,763691.00,564821.94,198869.06,73.96,2054297,71681,3.49,7.88,2743,2970963.40,3.83,5.26
252,"Monsoon Bonanza 2025 - Email - 252",Email,"Customer Acquisition",Completed,2025-07-03,2025-08-28,1565229.00,1301090.05,264138.95,83.12,4461639,104189,2.34,12.49,3357,8574183.43,3.22,6.59
253,"Weekend Festival 2025 - Email - 253",Email,"Festival Sale",Completed,2025-04-09,2025-05-01,126560.00,115469.57,11090.43,91.24,468874,9721,2.07,11.88,657,505756.72,6.76,4.38
274,"Christmas Promotion 2024 - Email - 274",Email,"Flash Sale",Completed,2024-04-12,2024-05-28,1811874.00,1698398.44,113475.56,93.74,6721782,280578,4.17,6.05,18908,7931520.71,6.74,4.67
289,"Christmas Festival 2024 - Email - 289",Email,"Festival Sale",Completed,2024-11-11,2025-01-15,1446091.00,1248320.43,197770.57,86.32,8144126,374566,4.60,3.33,14409,4930865.70,3.85,3.95
334,"End of Season Week 2024 - Email - 334",Email,"Brand Awareness",Completed,2024-08-16,2024-10-28,1092233.00,999390.38,92842.62,91.50,5390658,166240,3.08,6.01,4134,5116878.75,2.49,5.12
338,"Big Savings Carnival 2025 - Email - 338",Email,"Product Launch",Completed,2025-03-19,2025-06-16,1550846.00,1354766.83,196079.17,87.36,5386981,105010,1.95,12.90,4134,6502880.78,3.94,4.80
342,"Premium Bonanza 2025 - Email - 342",Email,"Brand Awareness",Completed,2025-11-14,2026-01-21,1940203.00,1851322.94,88880.06,95.42,6973102,232173,3.33,7.97,4936,4258042.76,2.13,2.30
347,"Winter Launch 2024 - Email - 347",Email,Retargeting,Completed,2024-06-26,2024-09-14,685340.00,594175.79,91164.21,86.70,4143139,146830,3.54,4.05,4808,1972663.62,3.27,3.32
356,"Smart Shopping Sale 2024 - Email - 356",Email,"Loyalty Campaign",Completed,2024-01-07,2024-01-30,1569856.00,1498388.89,71467.11,95.45,8126369,264913,3.26,5.66,9137,7896509.45,3.45,5.27
379,"Back to School Launch 2025 - Email - 379",Email,Retargeting,Completed,2025-06-26,2025-09-03,835089.00,732134.57,102954.43,87.67,2888663,120324,4.17,6.08,6598,1493554.52,5.48,2.04
380,"Monsoon Bonanza 2024 - Email - 380",Email,"Loyalty Campaign",Completed,2024-09-17,2024-12-02,1354709.00,1304625.26,50083.74,96.30,6740284,145696,2.16,8.95,8079,7619011.52,5.55,5.84
390,"New Year Campaign 2024 - Email - 390",Email,"Email Promotion",Completed,2024-04-19,2024-07-14,345385.00,324966.76,20418.24,94.09,1112108,50783,4.57,6.40,3080,1514345.10,6.07,4.66
392,"Diwali Campaign 2025 - Email - 392",Email,"Customer Acquisition",Completed,2025-01-26,2025-03-10,964919.00,952021.61,12897.39,98.66,4470198,68574,1.53,13.88,4224,2732302.02,6.16,2.87
404,"Home Week 2025 - Email - 404",Email,"Flash Sale",Completed,2025-05-14,2025-07-25,700883.00,588128.88,112754.12,83.91,2012850,91361,4.54,6.44,4753,3887531.90,5.20,6.61
408,"Monsoon Launch 2024 - Email - 408",Email,Retargeting,Completed,2024-04-16,2024-06-03,748797.00,575680.22,173116.78,76.88,2277515,69488,3.05,8.28,1828,2532992.97,2.63,4.40
412,"Back to School Bonanza 2024 - Email - 412",Email,"Seasonal Sale",Completed,2024-01-09,2024-03-26,119152.00,110782.85,8369.15,92.98,420215,15083,3.59,7.34,902,500738.48,5.98,4.52
434,"Christmas Campaign 2025 - Email - 434",Email,"App Install",Completed,2025-01-19,2025-04-14,1048758.00,874926.30,173831.70,83.42,4569371,184698,4.04,4.74,12771,4182147.71,6.91,4.78
438,"Smart Shopping Launch 2024 - Email - 438",Email,"Customer Acquisition",Paused,2024-04-07,2024-05-30,264579.00,247126.46,17452.54,93.40,864269,23079,2.67,10.71,1476,961321.93,6.40,3.89
455,"Christmas Carnival 2024 - Email - 455",Email,"Loyalty Campaign",Completed,2024-11-06,2025-01-16,1733907.00,1311492.72,422414.28,75.64,9127983,145289,1.59,9.03,10068,6413199.40,6.93,4.89
459,"Home Week 2024 - Email - 459",Email,"Customer Acquisition",Completed,2024-02-12,2024-04-15,1657067.00,1444267.01,212799.99,87.16,6670711,249810,3.74,5.78,13790,2469696.59,5.52,1.71
460,"Winter Offers 2025 - Email - 460",Email,"Brand Awareness",Completed,2025-04-07,2025-06-19,1187798.00,1023122.57,164675.43,86.14,3443819,56388,1.64,18.14,2219,5842029.87,3.94,5.71
462,"Big Savings Festival 2025 - Email - 462",Email,"Email Promotion",Completed,2025-10-23,2026-01-03,477007.00,445342.96,31664.04,93.36,1541984,60698,3.94,7.34,1624,1678942.96,2.68,3.77
467,"Premium Sale 2025 - Email - 467",Email,"Customer Acquisition",Completed,2025-04-14,2025-07-01,1375034.00,1326647.76,48386.24,96.48,8148035,290153,3.56,4.57,12704,4988195.58,4.38,3.76
468,"Premium Bonanza 2025 - Email - 468",Email,"Product Launch",Completed,2025-09-07,2025-09-22,1399743.00,1243798.51,155944.49,88.86,4647597,103489,2.23,12.02,3026,2238837.32,2.92,1.80
472,"Big Savings Festival 2025 - Email - 472",Email,"Product Launch",Completed,2025-09-18,2025-10-10,1114314.00,1022073.58,92240.42,91.72,4465932,190188,4.26,5.37,10525,3934983.28,5.53,3.85
489,"Home Carnival 2024 - Email - 489",Email,"Customer Acquisition",Completed,2024-05-27,2024-07-14,1567198.00,1528299.09,38898.91,97.52,8516144,384314,4.51,3.98,13926,6388290.20,3.62,4.18
490,"Kids Carnival 2025 - Email - 490",Email,"Customer Acquisition",Completed,2025-05-01,2025-05-30,691936.00,643765.11,48170.89,93.04,2813668,54750,1.95,11.76,1376,3862590.66,2.51,6.00
494,"Winter Festival 2025 - Email - 494",Email,Retargeting,Completed,2025-09-02,2025-11-04,556364.00,525825.22,30538.78,94.51,1879913,87630,4.66,6.00,4539,788737.83,5.18,1.50
2,"Big Savings Week 2024 - Facebook Ads - 002","Facebook Ads","Festival Sale",Completed,2024-01-31,2024-02-26,155649.00,135161.47,20487.53,86.84,543071,21476,3.95,6.29,880,536591.04,4.10,3.97
30,"Mega Campaign 2025 - Facebook Ads - 030","Facebook Ads","Seasonal Sale",Completed,2025-01-01,2025-02-11,1736022.00,1506806.43,229215.57,86.80,5430945,266574,4.91,5.65,15321,9929854.37,5.75,6.59
38,"Grocery Week 2024 - Facebook Ads - 038","Facebook Ads",Retargeting,Completed,2024-01-01,2024-02-23,1372261.00,1230110.80,142150.20,89.64,6038898,184038,3.05,6.68,5647,5043454.28,3.07,4.10
52,"Summer Bonanza 2024 - Facebook Ads - 052","Facebook Ads","Seasonal Sale",Completed,2024-06-16,2024-08-09,1307533.00,1180969.28,126563.72,90.32,4037900,116626,2.89,10.13,6501,2267461.02,5.57,1.92
62,"Back to School Drive 2024 - Facebook Ads - 062","Facebook Ads","Customer Acquisition",Completed,2024-04-15,2024-05-01,1023730.00,821248.27,202481.73,80.22,2795362,66632,2.38,12.33,4203,1749258.82,6.31,2.13
84,"Kids Bonanza 2025 - Facebook Ads - 084","Facebook Ads","Flash Sale",Completed,2025-04-15,2025-06-01,1521053.00,1314158.52,206894.48,86.40,9859012,474053,4.81,2.77,32891,4139599.34,6.94,3.15
130,"Big Savings Carnival 2024 - Facebook Ads - 130","Facebook Ads","Brand Awareness",Completed,2024-06-13,2024-08-01,1842831.00,1531838.10,310992.90,83.12,5275753,120135,2.28,12.75,5112,5238886.30,4.26,3.42
132,"Back to School Carnival 2024 - Facebook Ads - 132","Facebook Ads",Retargeting,Paused,2024-05-29,2024-06-30,1691405.00,1541987.72,149417.28,91.17,7681200,116629,1.52,13.22,2794,4487184.27,2.40,2.91
135,"Electronics Festival 2025 - Facebook Ads - 135","Facebook Ads","Brand Awareness",Completed,2025-11-11,2025-12-06,1203226.00,1038654.27,164571.73,86.32,3971085,130119,3.28,7.98,2734,6543521.90,2.10,6.30
138,"Winter Offers 2025 - Facebook Ads - 138","Facebook Ads","Festival Sale",Completed,2025-04-13,2025-05-02,1957637.00,1394956.89,562680.11,71.26,4843486,160021,3.30,8.72,11114,6263356.44,6.95,4.49
163,"End of Season Bonanza 2025 - Facebook Ads - 163","Facebook Ads","Brand Awareness",Completed,2025-09-19,2025-11-13,1345130.00,1077330.81,267799.19,80.09,4003576,134647,3.36,8.00,7464,3393592.05,5.54,3.15
186,"Premium Launch 2024 - Facebook Ads - 186","Facebook Ads","Email Promotion",Completed,2024-05-16,2024-07-14,1209063.00,892535.30,316527.70,73.82,3013587,133257,4.42,6.70,7703,6140642.86,5.78,6.88
218,"Monsoon Launch 2025 - Facebook Ads - 218","Facebook Ads","Flash Sale",Completed,2025-03-24,2025-05-15,1511336.00,1284319.68,227016.32,84.98,5488534,128819,2.35,9.97,6818,6973855.86,5.29,5.43
223,"Republic Day Promotion 2024 - Facebook Ads - 223","Facebook Ads","Brand Awareness",Completed,2024-12-22,2025-02-14,1112769.00,895211.63,217557.37,80.45,6507215,262044,4.03,3.42,11168,1674045.75,4.26,1.87
224,"Mega Carnival 2024 - Facebook Ads - 224","Facebook Ads","Seasonal Sale",Completed,2024-04-27,2024-05-14,1652919.00,1277993.80,374925.20,77.32,8441086,173926,2.06,7.35,8347,8652018.03,4.80,6.77
229,"Weekend Drive 2024 - Facebook Ads - 229","Facebook Ads","Festival Sale",Completed,2024-05-21,2024-08-17,1432743.00,1233898.02,198844.98,86.12,4322656,205647,4.76,6.00,5894,2986033.21,2.87,2.42
231,"Back to School Launch 2025 - Facebook Ads - 231","Facebook Ads","Festival Sale",Completed,2025-06-01,2025-08-18,1589276.00,1512939.17,76336.83,95.20,7274938,130173,1.79,11.62,2804,8608623.88,2.15,5.69
232,"New Year Carnival 2024 - Facebook Ads - 232","Facebook Ads","Customer Acquisition",Completed,2024-02-03,2024-03-24,1737330.00,1454486.45,282843.55,83.72,5734151,239728,4.18,6.07,11383,3083511.27,4.75,2.12
234,"Electronics Festival 2024 - Facebook Ads - 234","Facebook Ads","Product Launch",Completed,2024-10-31,2024-11-19,1020796.00,979542.72,41253.28,95.96,6940737,301339,4.34,3.25,9189,5446257.52,3.05,5.56
246,"Monsoon Festival 2025 - Facebook Ads - 246","Facebook Ads",Retargeting,Completed,2025-02-25,2025-05-07,393628.00,364394.70,29233.30,92.57,1611486,45832,2.84,7.95,3124,1176994.88,6.82,3.23
247,"Diwali Promotion 2024 - Facebook Ads - 247","Facebook Ads","Festival Sale",Completed,2024-09-10,2024-10-30,1360386.00,1197142.89,163243.11,88.00,5219339,220589,4.23,5.43,12027,7374400.20,5.45,6.16
267,"Premium Promotion 2024 - Facebook Ads - 267","Facebook Ads","Seasonal Sale",Completed,2024-02-01,2024-04-07,623978.00,454516.55,169461.45,72.84,3285424,140561,4.28,3.23,3664,836310.45,2.61,1.84
291,"Home Promotion 2025 - Facebook Ads - 291","Facebook Ads","Festival Sale",Completed,2025-08-26,2025-10-09,977935.00,967850.84,10084.16,98.97,3971937,189749,4.78,5.10,9228,2709982.35,4.86,2.80
300,"Weekend Festival 2025 - Facebook Ads - 300","Facebook Ads",Retargeting,Completed,2025-01-17,2025-02-08,752472.00,686909.73,65562.27,91.29,3566336,150920,4.23,4.55,6974,3180392.05,4.62,4.63
310,"Super Bonanza 2024 - Facebook Ads - 310","Facebook Ads","Customer Acquisition",Completed,2024-07-04,2024-08-25,1620826.00,1527633.63,93192.37,94.25,5936585,127086,2.14,12.02,6860,5117572.66,5.40,3.35
316,"Summer Offers 2024 - Facebook Ads - 316","Facebook Ads",Retargeting,Completed,2024-11-25,2025-02-15,574513.00,521690.79,52822.21,90.81,2866701,55936,1.95,9.33,2191,2472814.34,3.92,4.74
320,"Premium Bonanza 2025 - Facebook Ads - 320","Facebook Ads","Customer Acquisition",Completed,2025-03-02,2025-05-12,1094881.00,996955.35,97925.65,91.06,6350475,247674,3.90,4.03,5068,3798399.88,2.05,3.81
323,"Monsoon Festival 2024 - Facebook Ads - 323","Facebook Ads","Customer Acquisition",Paused,2024-12-04,2025-01-18,1851608.00,1615057.36,236550.64,87.22,7729813,372813,4.82,4.33,21987,3084759.56,5.90,1.91
339,"End of Season Offers 2025 - Facebook Ads - 339","Facebook Ads","Loyalty Campaign",Completed,2025-05-31,2025-08-03,673772.00,552062.50,121709.50,81.94,3038074,76851,2.53,7.18,4629,1247661.25,6.02,2.26
344,"Premium Offers 2025 - Facebook Ads - 344","Facebook Ads","Brand Awareness",Completed,2025-01-02,2025-03-15,1656952.00,1481540.16,175411.84,89.41,7797596,256402,3.29,5.78,15343,7896609.05,5.98,5.33
369,"Winter Campaign 2025 - Facebook Ads - 369","Facebook Ads","App Install",Completed,2025-04-25,2025-07-07,316478.00,288349.71,28128.29,91.11,1348391,59379,4.40,4.86,3666,850631.64,6.17,2.95
375,"Back to School Drive 2024 - Facebook Ads - 375","Facebook Ads","Loyalty Campaign",Completed,2024-03-28,2024-05-09,457704.00,350513.91,107190.09,76.58,1807350,36137,2.00,9.70,1775,2004939.57,4.91,5.72
382,"End of Season Bonanza 2025 - Facebook Ads - 382","Facebook Ads","App Install",Completed,2025-07-02,2025-09-09,1527333.00,1251246.55,276086.45,81.92,7986772,274135,3.43,4.56,13125,3103091.44,4.79,2.48
394,"Diwali Bonanza 2025 - Facebook Ads - 394","Facebook Ads","Customer Acquisition",Completed,2025-05-25,2025-07-04,533646.00,410246.90,123399.10,76.88,1517806,67195,4.43,6.11,2540,2371227.08,3.78,5.78
405,"Monsoon Festival 2025 - Facebook Ads - 405","Facebook Ads","Flash Sale",Completed,2025-10-08,2026-01-04,439737.00,353147.35,86589.65,80.31,2001665,75773,3.79,4.66,4207,1705701.70,5.55,4.83
411,"Christmas Carnival 2025 - Facebook Ads - 411","Facebook Ads","App Install",Completed,2025-03-28,2025-05-21,736638.00,517979.35,218658.65,70.32,2418238,100454,4.15,5.16,2693,1595376.40,2.68,3.08
416,"Summer Drive 2024 - Facebook Ads - 416","Facebook Ads","Brand Awareness",Completed,2024-01-09,2024-02-22,555476.00,445810.52,109665.48,80.26,2531808,108820,4.30,4.10,7606,1805532.61,6.99,4.05
424,"Fashion Drive 2025 - Facebook Ads - 424","Facebook Ads","Email Promotion",Completed,2025-08-03,2025-09-10,677397.00,650503.36,26893.64,96.03,2856061,128864,4.51,5.05,3610,2875224.85,2.80,4.42
445,"Mega Bonanza 2024 - Facebook Ads - 445","Facebook Ads","Festival Sale",Paused,2024-05-31,2024-07-21,1043847.00,878248.08,165598.92,84.14,4886273,199850,4.09,4.39,6114,3960898.84,3.06,4.51
454,"Mega Carnival 2024 - Facebook Ads - 454","Facebook Ads","Flash Sale",Completed,2024-03-10,2024-06-04,766050.00,729169.87,36880.13,95.19,4987682,79962,1.60,9.12,2873,4994813.61,3.59,6.85
469,"Smart Shopping Week 2024 - Facebook Ads - 469","Facebook Ads","Festival Sale",Completed,2024-02-07,2024-03-11,725877.00,580217.68,145659.32,79.93,4273015,80379,1.88,7.22,5601,1386720.26,6.97,2.39
475,"Premium Offers 2025 - Facebook Ads - 475","Facebook Ads","App Install",Completed,2025-02-27,2025-03-19,123692.00,110356.21,13335.79,89.22,451903,10802,2.39,10.22,252,347622.06,2.33,3.15
480,"Monsoon Drive 2024 - Facebook Ads - 480","Facebook Ads","Customer Acquisition",Completed,2024-11-18,2024-12-07,1939304.00,1495770.97,443533.03,77.13,7428964,358636,4.83,4.17,11048,4726636.27,3.08,3.16
493,"End of Season Drive 2025 - Facebook Ads - 493","Facebook Ads","Customer Acquisition",Completed,2025-08-10,2025-10-26,782367.00,677941.59,104425.41,86.65,2529971,53549,2.12,12.66,3630,1274530.19,6.78,1.88
497,"Electronics Festival 2024 - Facebook Ads - 497","Facebook Ads","Flash Sale",Completed,2024-02-24,2024-03-10,1906167.00,1495698.29,410468.71,78.47,11907169,358525,3.01,4.17,17749,7388749.55,4.95,4.94
498,"Republic Day Carnival 2025 - Facebook Ads - 498","Facebook Ads","Festival Sale",Completed,2025-02-19,2025-04-23,1095877.00,812834.61,283042.39,74.17,3695107,164493,4.45,4.94,6253,3080643.17,3.80,3.79
3,"Fashion Bonanza 2024 - Google Ads - 003","Google Ads","Product Launch",Completed,2024-01-07,2024-02-11,426064.00,325766.03,100297.97,76.46,1265459,23508,1.86,13.86,916,1130408.12,3.90,3.47
8,"Kids Carnival 2024 - Google Ads - 008","Google Ads","Loyalty Campaign",Completed,2024-08-05,2024-10-22,655493.00,486303.11,169189.89,74.19,1913840,64810,3.39,7.50,3716,1877130.00,5.73,3.86
27,"New Year Week 2024 - Google Ads - 027","Google Ads","Brand Awareness",Completed,2024-04-19,2024-07-13,541722.00,495829.29,45892.71,91.53,3165254,117742,3.72,4.21,3908,2077524.73,3.32,4.19
44,"New Year Offers 2024 - Google Ads - 044","Google Ads",Retargeting,Completed,2024-10-08,2024-12-18,669827.00,536366.82,133460.18,80.08,1910513,34045,1.78,15.75,937,1936284.22,2.75,3.61
49,"Fashion Campaign 2025 - Google Ads - 049","Google Ads","Email Promotion",Completed,2025-01-23,2025-03-20,1696414.00,1635159.88,61254.12,96.39,9613713,464266,4.83,3.52,19071,9958123.67,4.11,6.09
54,"Grocery Drive 2025 - Google Ads - 054","Google Ads",Retargeting,Paused,2025-10-25,2025-12-22,321331.00,266723.05,54607.95,83.01,1440237,66546,4.62,4.01,2860,624131.94,4.30,2.34
63,"Winter Carnival 2025 - Google Ads - 063","Google Ads","Flash Sale",Completed,2025-02-14,2025-05-02,412890.00,389496.74,23393.26,94.33,1339201,24080,1.80,16.18,780,1780000.10,3.24,4.57
74,"Summer Promotion 2024 - Google Ads - 074","Google Ads",Retargeting,Completed,2024-09-02,2024-10-07,955618.00,695654.32,259963.68,72.80,2329670,109383,4.70,6.36,4711,1495656.79,4.31,2.15
82,"New Year Sale 2025 - Google Ads - 082","Google Ads","Flash Sale",Completed,2025-10-10,2025-11-06,196450.00,156632.02,39817.98,79.73,1203922,33163,2.75,4.72,1377,444834.94,4.15,2.84
86,"Smart Shopping Sale 2024 - Google Ads - 086","Google Ads","Product Launch",Completed,2024-01-23,2024-03-28,1371726.00,1266859.81,104866.19,92.36,4693620,218735,4.66,5.79,12858,3509201.67,5.88,2.77
99,"Diwali Week 2025 - Google Ads - 099","Google Ads","Brand Awareness",Completed,2025-08-30,2025-09-27,190943.00,175318.69,15624.31,91.82,618243,23531,3.81,7.45,825,883606.20,3.51,5.04
105,"Smart Shopping Promotion 2024 - Google Ads - 105","Google Ads","Customer Acquisition",Completed,2024-10-21,2024-12-14,546145.00,407653.03,138491.97,74.64,1971299,88027,4.47,4.63,3301,1858897.82,3.75,4.56
106,"Grocery Promotion 2024 - Google Ads - 106","Google Ads","Festival Sale",Completed,2024-10-12,2025-01-08,1709422.00,1616306.46,93115.54,94.55,7013904,262982,3.75,6.15,5604,10683785.70,2.13,6.61
133,"New Year Offers 2025 - Google Ads - 133","Google Ads","Email Promotion",Completed,2025-07-15,2025-10-05,731559.00,538833.08,192725.92,73.66,3307365,123574,3.74,4.36,6319,996841.20,5.11,1.85
140,"Back to School Campaign 2024 - Google Ads - 140","Google Ads",Retargeting,Completed,2024-12-13,2025-01-20,1772040.00,1516481.28,255558.72,85.58,5739754,232160,4.04,6.53,5559,7294274.96,2.39,4.81
156,"Electronics Promotion 2024 - Google Ads - 156","Google Ads","Brand Awareness",Completed,2024-12-19,2025-02-23,1277867.00,935213.58,342653.42,73.19,5719512,110319,1.93,8.48,4686,2122934.83,4.25,2.27
159,"Back to School Bonanza 2024 - Google Ads - 159","Google Ads","Flash Sale",Completed,2024-02-21,2024-04-12,1225522.00,860871.88,364650.12,70.25,6177790,121626,1.97,7.08,4040,3021660.30,3.32,3.51
165,"Smart Shopping Drive 2025 - Google Ads - 165","Google Ads","Seasonal Sale",Completed,2025-08-14,2025-09-27,457589.00,392277.18,65311.82,85.73,1570283,66126,4.21,5.93,2579,2361508.62,3.90,6.02
174,"Weekend Sale 2024 - Google Ads - 174","Google Ads","Brand Awareness",Completed,2024-06-28,2024-09-04,1853645.00,1518317.60,335327.40,81.91,7258804,346835,4.78,4.38,23621,10005712.98,6.81,6.59
207,"Smart Shopping Launch 2024 - Google Ads - 207","Google Ads","Customer Acquisition",Completed,2024-11-02,2024-12-07,1519845.00,1472665.56,47179.44,96.90,8194615,339636,4.14,4.34,9169,10220298.99,2.70,6.94
210,"Monsoon Festival 2025 - Google Ads - 210","Google Ads","Customer Acquisition",Completed,2025-09-25,2025-11-16,661978.00,494011.87,167966.13,74.63,1991165,74044,3.72,6.67,4219,1600598.46,5.70,3.24
213,"Weekend Launch 2025 - Google Ads - 213","Google Ads","Flash Sale",Completed,2025-07-26,2025-09-10,455470.00,337800.24,117669.76,74.17,1939111,62554,3.23,5.40,1448,1314042.93,2.31,3.89
220,"Diwali Campaign 2025 - Google Ads - 220","Google Ads","Product Launch",Completed,2025-07-03,2025-07-28,448837.00,401305.14,47531.86,89.41,3135847,154993,4.94,2.59,8350,1484829.02,5.39,3.70
225,"Grocery Launch 2025 - Google Ads - 225","Google Ads","Seasonal Sale",Completed,2025-02-18,2025-03-28,161220.00,148518.53,12701.47,92.12,532405,16363,3.07,9.08,678,225748.17,4.14,1.52
230,"Kids Week 2024 - Google Ads - 230","Google Ads","App Install",Completed,2024-05-23,2024-06-30,212430.00,203859.87,8570.13,95.97,699752,22364,3.20,9.12,665,735934.13,2.97,3.61
238,"Monsoon Launch 2025 - Google Ads - 238","Google Ads","Loyalty Campaign",Completed,2025-04-07,2025-05-01,1181319.00,1092650.04,88668.96,92.49,4458947,203801,4.57,5.36,8709,4567277.17,4.27,4.18
256,"Big Savings Sale 2025 - Google Ads - 256","Google Ads",Retargeting,Completed,2025-11-21,2025-12-20,192354.00,184199.48,8154.52,95.76,1507214,25033,1.66,7.36,956,1208348.59,3.82,6.56
258,"Big Savings Sale 2025 - Google Ads - 258","Google Ads","App Install",Completed,2025-05-29,2025-06-19,940800.00,678013.80,262786.20,72.07,3328214,82808,2.49,8.19,5154,2237445.54,6.22,3.30
282,"Weekend Festival 2024 - Google Ads - 282","Google Ads","Seasonal Sale",Completed,2024-08-31,2024-10-29,1823149.00,1663969.39,159179.61,91.27,7079561,325892,4.60,5.11,13795,4925349.39,4.23,2.96
287,"New Year Offers 2025 - Google Ads - 287","Google Ads","Flash Sale",Completed,2025-07-07,2025-08-24,301150.00,215289.31,85860.69,71.49,965775,42875,4.44,5.02,1186,749206.80,2.77,3.48
297,"Home Sale 2025 - Google Ads - 297","Google Ads","Product Launch",Completed,2025-02-16,2025-03-21,930037.00,899226.98,30810.02,96.69,5004910,116690,2.33,7.71,6684,5898928.99,5.73,6.56
299,"Grocery Week 2025 - Google Ads - 299","Google Ads","App Install",Completed,2025-03-29,2025-05-24,1453826.00,1056620.46,397205.54,72.68,5296104,248758,4.70,4.25,10039,4395541.11,4.04,4.16
321,"End of Season Carnival 2025 - Google Ads - 321","Google Ads","Customer Acquisition",Completed,2025-11-09,2026-01-29,978341.00,928637.18,49703.82,94.92,6686395,268504,4.02,3.46,6950,1977997.19,2.59,2.13
328,"Super Drive 2025 - Google Ads - 328","Google Ads","App Install",Completed,2025-01-02,2025-01-20,1123667.00,824638.14,299028.86,73.39,4250029,70588,1.66,11.68,2335,2663581.19,3.31,3.23
329,"Fashion Promotion 2025 - Google Ads - 329","Google Ads","Flash Sale",Completed,2025-08-13,2025-11-08,1197026.00,1085071.14,111954.86,90.65,4691529,141448,3.01,7.67,7968,4503045.23,5.63,4.15
354,"Grocery Festival 2024 - Google Ads - 354","Google Ads",Retargeting,Completed,2024-04-16,2024-05-27,1666343.00,1509395.25,156947.75,90.58,12145554,486919,4.01,3.10,10660,2867850.98,2.19,1.90
360,"Smart Shopping Sale 2024 - Google Ads - 360","Google Ads","Customer Acquisition",Completed,2024-07-17,2024-08-15,1885489.00,1744666.62,140822.38,92.53,5850389,200140,3.42,8.72,10454,3314866.58,5.22,1.90
393,"Weekend Drive 2025 - Google Ads - 393","Google Ads","Seasonal Sale",Completed,2025-02-12,2025-04-11,758238.00,611186.37,147051.63,80.61,2175219,53113,2.44,11.51,3577,3214840.31,6.73,5.26
401,"Fashion Drive 2025 - Google Ads - 401","Google Ads","Seasonal Sale",Completed,2025-10-07,2025-12-27,729217.00,565356.26,163860.74,77.53,2059357,34329,1.67,16.47,856,1356855.02,2.49,2.40
417,"Super Sale 2024 - Google Ads - 417","Google Ads","Flash Sale",Completed,2024-12-04,2024-12-29,658898.00,614551.45,44346.55,93.27,4625931,145509,3.15,4.22,4308,3767200.39,2.96,6.13
420,"Republic Day Festival 2024 - Google Ads - 420","Google Ads","Seasonal Sale",Completed,2024-07-22,2024-09-21,594856.00,529346.11,65509.89,88.99,2966980,61884,2.09,8.55,2091,1143387.60,3.38,2.16
458,"Monsoon Carnival 2025 - Google Ads - 458","Google Ads","Flash Sale",Completed,2025-11-18,2025-12-28,1021247.00,980538.77,40708.23,96.01,4709832,124204,2.64,7.89,5325,2804340.88,4.29,2.86
464,"Electronics Festival 2024 - Google Ads - 464","Google Ads","App Install",Completed,2024-04-03,2024-05-02,1198524.00,1093274.10,105249.90,91.22,4358499,214140,4.91,5.11,10836,2601992.36,5.06,2.38
495,"New Year Launch 2025 - Google Ads - 495","Google Ads","Festival Sale",Completed,2025-11-07,2025-12-11,1390948.00,1214825.36,176122.64,87.34,7826474,304082,3.89,4.00,10895,5636789.67,3.58,4.64
32,"Mega Launch 2024 - Instagram - 032",Instagram,"Seasonal Sale",Completed,2024-09-30,2024-11-04,1929066.00,1372756.90,556309.10,71.16,6705396,147418,2.20,9.31,9718,4694828.60,6.59,3.42
48,"Home Week 2025 - Instagram - 048",Instagram,"Festival Sale",Paused,2025-09-29,2025-12-21,1283615.00,1153841.43,129773.57,89.89,8539980,256211,3.00,4.50,16229,2884603.57,6.33,2.50
57,"End of Season Bonanza 2024 - Instagram - 057",Instagram,"Seasonal Sale",Completed,2024-09-21,2024-11-18,1265578.00,889758.71,375819.29,70.30,3061258,55091,1.80,16.15,3085,3728088.99,5.60,4.19
66,"New Year Drive 2024 - Instagram - 066",Instagram,"Seasonal Sale",Completed,2024-02-03,2024-03-18,249274.00,225895.96,23378.04,90.62,789007,33591,4.26,6.72,1721,1161105.23,5.12,5.14
