return_id,order_id,return_reason,refund_amount,return_status
1096,12373,Quality Issue,24341.12,Refunded
1097,4355,Wrong Product,6386.52,Refunded
1098,27182,Customer Changed Mind,10529.05,Refunded
1099,26264,Damaged,20249.87,Refunded
1100,31652,Late Delivery,13064.66,Refunded
1101,10921,Late Delivery,9433.64,Refunded
1102,33470,Damaged,22398.55,Refunded
1103,35321,Damaged,26291.04,Refunded
1104,43172,Damaged,23490.51,Refunded
1105,34250,Damaged,18671.68,Refunded
1106,38749,Damaged,2727.64,Refunded
1107,18696,Wrong Product,12718.7,Refunded
1108,12180,Late Delivery,10587.78,Refunded
1109,31929,Damaged,13910.76,Refunded
1110,36605,Quality Issue,5114.45,Refunded
1111,17509,Damaged,6721.41,Refunded
1112,38325,Quality Issue,10374.84,Refunded
1113,40300,Damaged,24032.46,Refunded
1114,46024,Damaged,13486.65,Refunded
1115,20857,Damaged,18897.77,Refunded
1116,49931,Wrong Product,23156.98,Refunded
1117,18384,Customer Changed Mind,10519.45,Refunded
1118,14541,Customer Changed Mind,17165.26,Refunded
1119,46972,Damaged,19225.16,Refunded
1120,41395,Quality Issue,16878.28,Refunded
1121,44746,Wrong Product,2890.46,Refunded
1122,41580,Late Delivery,25617.72,Refunded
1123,20976,Damaged,3014.67,Refunded
1124,24035,Quality Issue,15884.69,Refunded
1125,7642,Damaged,20260.96,Refunded
1126,1512,Late Delivery,22687.92,Refunded
1127,13413,Customer Changed Mind,7865.47,Refunded
1128,966,Wrong Product,13162.48,Refunded
1129,6521,Late Delivery,1458.95,Refunded
1130,18717,Customer Changed Mind,22137.72,Refunded
1131,8200,Customer Changed Mind,4199.43,Refunded
1132,27310,Quality Issue,27316.69,Refunded
1133,17644,Quality Issue,737.46,Refunded
1134,29502,Quality Issue,10953.33,Refunded
1135,26096,Quality Issue,20884.4,Refunded
1136,15339,Late Delivery,20211.07,Refunded
1137,23123,Customer Changed Mind,8688.24,Refunded
1138,17241,Damaged,8849.33,Refunded
1139,47555,Damaged,23636.79,Refunded
1140,10965,Quality Issue,8124.02,Refunded
1141,29545,Quality Issue,17924.87,Refunded
1142,15692,Damaged,17923.07,Refunded
1143,33838,Late Delivery,24189.44,Refunded
1144,24111,Damaged,23554.23,Refunded
1145,32969,Wrong Product,19143.21,Refunded
1146,30659,Late Delivery,14695.74,Refunded
1147,25951,Customer Changed Mind,12415.91,Refunded
1148,16620,Late Delivery,2701.52,Refunded
1149,23871,Damaged,20175.67,Refunded
1150,3046,Quality Issue,19353.49,Refunded
1151,31952,Damaged,22587.87,Refunded
1152,19279,Late Delivery,9253.22,Refunded
1153,26717,Customer Changed Mind,18337.5,Refunded
1154,47985,Quality Issue,16027.62,Refunded
1155,130,Wrong Product,23468.76,Refunded
1156,13307,Customer Changed Mind,13098.9,Refunded
1157,45286,Wrong Product,14996.4,Refunded
1158,47740,Customer Changed Mind,8971.48,Refunded
1159,32985,Damaged,23294.32,Refunded
1160,32639,Quality Issue,13097.29,Refunded
1161,47929,Late Delivery,22210.1,Refunded
1162,19477,Damaged,14284.46,Refunded
1163,33614,Customer Changed Mind,2972.16,Refunded
1164,2518,Quality Issue,21274.67,Refunded
1165,8472,Damaged,12045.67,Refunded
1166,11379,Customer Changed Mind,12397.74,Refunded
1167,20478,Late Delivery,3440.67,Refunded
1168,39957,Damaged,19946.66,Refunded
1169,43511,Wrong Product,13357.73,Refunded
1170,19850,Customer Changed Mind,14745.2,Refunded
1171,4643,Quality Issue,23399.83,Refunded
1172,3283,Customer Changed Mind,7746.28,Refunded
1173,23161,Late Delivery,21488.55,Refunded
1174,5855,Late Delivery,6316.3,Refunded
1175,16765,Quality Issue,12194.19,Refunded
1176,26561,Wrong Product,17355.02,Refunded
1177,44757,Quality Issue,12448.67,Refunded
1178,10293,Late Delivery,4342.34,Refunded
1179,36052,Quality Issue,11059.9,Refunded
1180,8201,Late Delivery,7726.52,Refunded
1181,37130,Wrong Product,9528.58,Refunded
1182,37963,Customer Changed Mind,2871.87,Refunded
1183,34279,Customer Changed Mind,11252.65,Refunded
1184,49353,Quality Issue,23151.04,Refunded
1185,11006,Wrong Product,6519.07,Refunded
1186,38565,Damaged,5164.65,Refunded
1187,14567,Quality Issue,4885.62,Refunded
1188,8804,Wrong Product,14886.89,Refunded
1189,5784,Quality Issue,22236.58,Refunded
1190,27894,Customer Changed Mind,13850.58,Refunded
1191,49601,Customer Changed Mind,2725.85,Refunded
1192,1853,Wrong Product,18203.29,Refunded
1193,38971,Late Delivery,24310.98,Refunded
1194,4662,Quality Issue,1680.22,Refunded
1195,36748,Late Delivery,12195.56,Refunded
1196,31874,Quality Issue,6496.98,Refunded
1197,35561,Quality Issue,12802.9,Refunded
1198,30317,Quality Issue,23862.71,Refunded
1199,36753,Wrong Product,12931.96,Refunded
1200,12473,Damaged,13187.44,Refunded
1201,31133,Damaged,23024.37,Refunded
1202,6550,Damaged,8505.23,Refunded
1203,43699,Late Delivery,15250.25,Refunded
1204,6095,Late Delivery,3510.05,Refunded
1205,48901,Customer Changed Mind,19205.21,Refunded
1206,8033,Wrong Product,17633.2,Refunded
1207,33663,Customer Changed Mind,18946.27,Refunded
1208,5934,Late Delivery,23782.99,Refunded
1209,41359,Damaged,21824.13,Refunded
1210,46601,Wrong Product,6108.31,Refunded
1211,38418,Customer Changed Mind,16338.0,Refunded
1212,19756,Customer Changed Mind,7155.31,Refunded
1213,24383,Quality Issue,14653.84,Refunded
1214,1332,Customer Changed Mind,28373.27,Refunded
1215,29354,Damaged,6561.32,Refunded
1216,40483,Damaged,10061.93,Refunded
1217,36464,Quality Issue,11633.51,Refunded
1218,45637,Wrong Product,16332.13,Refunded
1219,30891,Customer Changed Mind,25962.75,Refunded
1220,12427,Late Delivery,22546.91,Refunded
1221,44007,Quality Issue,13550.85,Refunded
1222,20567,Late Delivery,8635.89,Refunded
1223,23990,Customer Changed Mind,5337.75,Refunded
1224,6401,Quality Issue,14052.24,Refunded
1225,3397,Damaged,27157.02,Refunded
1226,14636,Wrong Product,5068.64,Refunded
1227,21567,Wrong Product,13939.99,Refunded
1228,6225,Damaged,3870.36,Refunded
1229,6915,Wrong Product,12823.38,Refunded
1230,3210,Quality Issue,8345.85,Refunded
1231,11665,Wrong Product,5307.69,Refunded
1232,40120,Quality Issue,11420.32,Refunded
1233,32374,Late Delivery,2000.4,Refunded
1234,10685,Quality Issue,1200.89,Refunded
1235,10529,Late Delivery,16067.28,Refunded
1236,2935,Quality Issue,9906.58,Refunded
1237,28525,Customer Changed Mind,23339.56,Refunded
1238,9157,Damaged,2687.28,Refunded
1239,26682,Damaged,21225.98,Refunded
1240,14581,Damaged,3187.44,Refunded
1241,114,Late Delivery,4981.06,Refunded
1242,6862,Late Delivery,3286.32,Refunded
1243,40961,Customer Changed Mind,6485.72,Refunded
1244,36022,Quality Issue,8367.51,Refunded
1245,35247,Quality Issue,10504.23,Refunded
1246,34140,Quality Issue,12890.47,Refunded
1247,37973,Late Delivery,8742.75,Refunded
1248,5319,Damaged,15462.4,Refunded
1249,16346,Wrong Product,18848.08,Refunded
1250,48917,Quality Issue,16498.1,Refunded
1251,163,Late Delivery,4171.74,Refunded
1252,24506,Damaged,13138.79,Refunded
1253,35240,Quality Issue,16636.91,Refunded
1254,18343,Wrong Product,21882.75,Refunded
1255,14036,Quality Issue,18202.82,Refunded
1256,15826,Customer Changed Mind,3729.14,Refunded
1257,39438,Customer Changed Mind,1738.41,Refunded
1258,6008,Late Delivery,15812.73,Refunded
1259,22653,Quality Issue,23400.52,Refunded
1260,37149,Late Delivery,8094.0,Refunded
1261,43404,Late Delivery,22696.68,Refunded
1262,3549,Quality Issue,2937.3,Refunded
1263,8819,Late Delivery,16133.37,Refunded
1264,9084,Damaged,26985.77,Refunded
1265,38624,Damaged,19139.03,Refunded
1266,15786,Quality Issue,10386.01,Refunded
1267,11790,Wrong Product,15939.85,Refunded
1268,6838,Customer Changed Mind,14205.59,Refunded
1269,46824,Wrong Product,6760.61,Refunded
1270,12378,Quality Issue,13609.89,Refunded
1271,4235,Quality Issue,6719.22,Refunded
1272,38670,Damaged,9217.31,Refunded
1273,13375,Late Delivery,4971.85,Refunded
1274,8944,Damaged,8822.36,Refunded
1275,34093,Customer Changed Mind,20373.8,Refunded
1276,9930,Quality Issue,24292.14,Refunded
1277,16109,Late Delivery,8514.05,Refunded
1278,32562,Customer Changed Mind,20790.27,Refunded
1279,41733,Wrong Product,1698.16,Refunded
1280,17082,Late Delivery,23190.49,Refunded
1281,40885,Damaged,7877.93,Refunded
1282,6585,Damaged,18783.43,Refunded
1283,15187,Late Delivery,17241.72,Refunded
1284,24898,Late Delivery,12601.06,Refunded
1285,42235,Damaged,2560.12,Refunded
1286,17,Damaged,22597.94,Refunded
1287,5847,Quality Issue,25836.47,Refunded
1288,4337,Wrong Product,20886.73,Refunded
1289,2959,Damaged,6256.87,Refunded
1290,44041,Late Delivery,10218.13,Refunded
1291,3906,Wrong Product,25150.03,Refunded
1292,23514,Late Delivery,27207.97,Refunded
1293,31210,Customer Changed Mind,19584.03,Refunded
1294,12126,Wrong Product,19357.77,Refunded
1295,39975,Late Delivery,26737.05,Refunded
1296,46738,Wrong Product,23837.82,Refunded
1297,35828,Customer Changed Mind,21036.7,Refunded
1298,44035,Customer Changed Mind,23487.36,Refunded
1299,7430,Quality Issue,25287.81,Refunded
1300,47201,Wrong Product,7611.64,Refunded
1301,42683,Wrong Product,24918.78,Refunded
1302,20646,Wrong Product,7789.67,Refunded
1303,39771,Late Delivery,17323.91,Refunded
1304,21254,Customer Changed Mind,15894.5,Refunded
1305,11569,Damaged,24445.0,Refunded
1306,31839,Quality Issue,18394.83,Refunded
1307,40422,Damaged,15242.41,Refunded
1308,19514,Late Delivery,1680.43,Refunded
1309,12558,Wrong Product,17548.04,Refunded
1310,9033,Wrong Product,7637.22,Refunded
1311,44186,Late Delivery,12763.29,Refunded
1312,45977,Wrong Product,16714.68,Refunded
1313,6964,Customer Changed Mind,18894.78,Refunded
1314,32516,Quality Issue,19530.07,Refunded
1315,39775,Wrong Product,21826.48,Refunded
1316,34484,Customer Changed Mind,11918.0,Refunded
1317,3038,Customer Changed Mind,13832.41,Refunded
1318,10669,Wrong Product,4450.98,Refunded
1319,5939,Damaged,9351.23,Refunded
1320,28585,Wrong Product,19852.38,Refunded
1321,4232,Late Delivery,1329.85,Refunded
1322,5896,Customer Changed Mind,7091.54,Refunded
1323,30559,Late Delivery,15998.14,Refunded
1324,40324,Damaged,16887.19,Refunded
1325,41244,Customer Changed Mind,22198.56,Refunded
1326,10119,Wrong Product,14884.2,Refunded
1327,2331,Wrong Product,8508.78,Refunded
1328,33698,Late Delivery,14617.76,Refunded
1329,7980,Customer Changed Mind,10957.97,Refunded
1330,29327,Quality Issue,12547.28,Refunded
1331,25362,Customer Changed Mind,9535.7,Refunded
1332,43582,Damaged,780.22,Refunded
1333,8223,Late Delivery,8336.41,Refunded
1334,3737,Damaged,10646.11,Refunded
1335,33251,Customer Changed Mind,13350.12,Refunded
1336,14637,Late Delivery,19649.18,Refunded
1337,37938,Late Delivery,16509.98,Refunded
1338,23124,Late Delivery,22732.43,Refunded
1339,33381,Damaged,2519.83,Refunded
1340,26159,Quality Issue,16810.07,Refunded
1341,33534,Customer Changed Mind,23713.98,Refunded
1342,22577,Late Delivery,4618.59,Refunded
1343,31278,Quality Issue,24557.52,Refunded
1344,43129,Quality Issue,11360.03,Refunded
1345,27880,Wrong Product,12655.7,Refunded
1346,40059,Damaged,23580.51,Refunded
1347,15141,Quality Issue,640.33,Refunded
1348,33103,Damaged,20008.8,Refunded
1349,3134,Customer Changed Mind,9250.4,Refunded
1350,48912,Customer Changed Mind,5390.04,Refunded
1351,27655,Late Delivery,24795.1,Refunded
1352,18848,Customer Changed Mind,3165.57,Refunded
1353,45449,Customer Changed Mind,7592.93,Refunded
1354,35000,Customer Changed Mind,15602.48,Refunded
1355,17775,Damaged,3560.35,Refunded
1356,48682,Customer Changed Mind,15836.0,Refunded
1357,5549,Quality Issue,18554.4,Refunded
1358,16295,Late Delivery,8508.22,Refunded
1359,32190,Quality Issue,27756.35,Refunded
1360,48259,Quality Issue,18587.89,Refunded
1361,13694,Quality Issue,16411.14,Refunded
1362,11567,Customer Changed Mind,20879.08,Refunded
1363,8158,Late Delivery,25147.97,Refunded
1364,10062,Damaged,4216.9,Refunded
1365,15029,Late Delivery,28403.94,Refunded
1366,13089,Quality Issue,1683.89,Refunded
1367,32096,Late Delivery,16742.01,Refunded
1368,4562,Late Delivery,5846.79,Refunded
1369,22978,Customer Changed Mind,27352.29,Refunded
1370,16027,Quality Issue,19346.05,Refunded
1371,35011,Late Delivery,25522.48,Refunded
1372,33382,Customer Changed Mind,3239.08,Refunded
1373,32115,Late Delivery,8762.04,Refunded
1374,44606,Late Delivery,22917.47,Refunded
1375,25859,Wrong Product,15170.76,Refunded
1376,9394,Wrong Product,10923.03,Refunded
1377,36293,Customer Changed Mind,8385.89,Refunded
1378,35370,Customer Changed Mind,23506.95,Refunded
1379,40041,Wrong Product,12696.68,Refunded
1380,32250,Customer Changed Mind,12192.25,Refunded
1381,49697,Wrong Product,11884.92,Refunded
1382,34177,Late Delivery,16491.49,Refunded
1383,45642,Damaged,5765.53,Refunded
1384,4787,Late Delivery,15679.6,Refunded
1385,4395,Wrong Product,20635.25,Refunded
1386,12838,Quality Issue,11239.62,Refunded
1387,47055,Quality Issue,11954.63,Refunded
1388,40163,Damaged,4191.74,Refunded
1389,5805,Quality Issue,10793.84,Refunded
1390,5741,Customer Changed Mind,8651.87,Refunded
1391,9573,Late Delivery,19162.94,Refunded
1392,12999,Wrong Product,17126.81,Refunded
1393,43176,Customer Changed Mind,14316.58,Refunded
1394,47447,Wrong Product,5840.77,Refunded
1395,33279,Late Delivery,23203.82,Refunded
1396,38531,Wrong Product,5093.48,Refunded
1397,30406,Damaged,24624.07,Refunded
1398,36195,Customer Changed Mind,1541.46,Refunded
1399,30550,Quality Issue,23294.86,Refunded
1400,44743,Wrong Product,13650.13,Refunded
1401,33452,Customer Changed Mind,24409.18,Refunded
1402,38636,Wrong Product,25022.67,Refunded
1403,23728,Wrong Product,20289.05,Refunded
1404,8837,Late Delivery,6826.21,Refunded
1405,5147,Damaged,23442.72,Refunded
1406,31918,Wrong Product,5498.78,Refunded
1407,1186,Wrong Product,2600.51,Refunded
1408,22757,Customer Changed Mind,25990.38,Refunded
1409,13943,Quality Issue,22032.2,Refunded
1410,8314,Damaged,13097.17,Refunded
1411,39663,Late Delivery,24240.73,Refunded
1412,46020,Quality Issue,26006.9,Refunded
1413,39512,Late Delivery,23468.19,Refunded
1414,21117,Quality Issue,7926.7,Refunded
1415,34615,Customer Changed Mind,8338.6,Refunded
1416,28116,Late Delivery,1757.3,Refunded
1417,21246,Wrong Product,14136.93,Refunded
1418,2808,Wrong Product,13811.37,Refunded
1419,8141,Wrong Product,14675.6,Refunded
1420,5865,Late Delivery,6095.03,Refunded
1421,19725,Damaged,19368.68,Refunded
1422,28451,Customer Changed Mind,17575.49,Refunded
1423,37218,Wrong Product,20181.19,Refunded
1424,46334,Damaged,4920.71,Refunded
1425,12571,Wrong Product,15842.84,Refunded
1426,18977,Wrong Product,28305.62,Refunded
1427,29964,Wrong Product,2345.35,Refunded
1428,21871,Damaged,23692.84,Refunded
1429,9255,Quality Issue,17307.02,Refunded
1430,41445,Wrong Product,15017.12,Refunded
1431,8836,Damaged,21137.81,Refunded
1432,34353,Damaged,16171.53,Refunded
1433,42212,Late Delivery,21387.97,Refunded
1434,27335,Customer Changed Mind,6362.9,Refunded
1435,45752,Customer Changed Mind,13547.79,Refunded
1436,20028,Damaged,9826.08,Refunded
1437,8750,Damaged,4054.11,Refunded
1438,48172,Customer Changed Mind,4716.57,Refunded
1439,39752,Late Delivery,17203.43,Refunded
1440,40695,Customer Changed Mind,22632.09,Refunded
1441,16303,Customer Changed Mind,23133.36,Refunded
1442,18563,Quality Issue,23667.33,Refunded
1443,17016,Damaged,13290.69,Refunded
1444,14996,Late Delivery,15479.57,Refunded
1445,18691,Late Delivery,22957.94,Refunded
1446,9445,Late Delivery,14025.32,Refunded
1447,8767,Late Delivery,19264.37,Refunded
1448,28385,Damaged,11290.57,Refunded
1449,28274,Damaged,23117.45,Refunded
1450,48805,Wrong Product,18376.95,Refunded
1451,4201,Late Delivery,7239.13,Refunded
1452,14914,Late Delivery,1399.67,Refunded
1453,3095,Wrong Product,5204.33,Refunded
1454,8081,Late Delivery,28678.22,Refunded
1455,1010,Late Delivery,5755.51,Refunded
1456,5680,Customer Changed Mind,2409.45,Refunded
1457,3006,Damaged,16387.37,Refunded
1458,25536,Wrong Product,5514.19,Refunded
1459,16351,Customer Changed Mind,6528.36,Refunded
1460,11865,Quality Issue,16647.4,Refunded
1461,13105,Quality Issue,14537.7,Refunded
1462,5451,Customer Changed Mind,951.57,Refunded
1463,9232,Wrong Product,21992.62,Refunded
1464,23407,Wrong Product,23002.26,Refunded
1465,18418,Damaged,5070.63,Refunded
1466,33046,Damaged,2612.96,Refunded
1467,34375,Late Delivery,13933.3,Refunded
1468,5189,Quality Issue,20932.14,Refunded
1469,24494,Customer Changed Mind,22015.33,Refunded
1470,32809,Customer Changed Mind,6035.36,Refunded
1471,2818,Late Delivery,3692.36,Refunded
1472,21085,Late Delivery,6699.3,Refunded
1473,20386,Late Delivery,22043.99,Refunded
1474,7882,Quality Issue,16190.18,Refunded
1475,24210,Late Delivery,1619.74,Refunded
1476,27349,Late Delivery,21733.18,Refunded
1477,31488,Quality Issue,23873.69,Refunded
1478,25851,Damaged,23222.76,Refunded
1479,27930,Late Delivery,10161.72,Refunded
1480,5912,Quality Issue,14809.74,Refunded
1481,16095,Quality Issue,20527.62,Refunded
1482,27959,Late Delivery,20739.77,Refunded
1483,45386,Wrong Product,3510.87,Refunded
1484,18121,Late Delivery,20534.03,Refunded
1485,13863,Wrong Product,1075.53,Refunded
1486,8095,Wrong Product,20858.83,Refunded
1487,30448,Quality Issue,12497.97,Refunded
1488,7905,Wrong Product,19077.29,Refunded
1489,7406,Quality Issue,22974.98,Refunded
1490,14461,Late Delivery,5337.54,Refunded
1491,2908,Wrong Product,3471.17,Refunded
1492,38110,Wrong Product,21455.7,Refunded
1493,24694,Customer Changed Mind,13430.72,Refunded
1494,5104,Customer Changed Mind,12017.76,Refunded
1495,77,Late Delivery,10431.09,Refunded
1496,1917,Damaged,24256.41,Refunded
1497,40258,Quality Issue,19823.99,Refunded
1498,47250,Customer Changed Mind,17456.47,Refunded
1499,41619,Late Delivery,2732.9,Refunded
1500,2932,Late Delivery,11597.52,Refunded
1501,12166,Wrong Product,23442.33,Refunded
1502,15948,Quality Issue,18060.22,Refunded
1503,42088,Damaged,23104.49,Refunded
1504,26509,Customer Changed Mind,14184.3,Refunded
1505,39153,Damaged,24522.6,Refunded
1506,2727,Late Delivery,9168.12,Refunded
1507,33038,Customer Changed Mind,5891.75,Refunded
1508,6721,Wrong Product,27748.43,Refunded
1509,4770,Customer Changed Mind,15799.34,Refunded
1510,28679,Late Delivery,3280.3,Refunded
1511,38769,Damaged,22578.41,Refunded
1512,31288,Damaged,20505.87,Refunded
1513,43321,Customer Changed Mind,14966.49,Refunded
1514,23060,Late Delivery,1850.81,Refunded
1515,7068,Quality Issue,11915.48,Refunded
1516,39812,Damaged,19707.39,Refunded
1517,27328,Quality Issue,19585.86,Refunded
1518,1191,Wrong Product,5383.04,Refunded
1519,20010,Late Delivery,27045.49,Refunded
1520,20730,Wrong Product,6873.12,Refunded
1521,41930,Customer Changed Mind,20782.84,Refunded
1522,2266,Late Delivery,12853.09,Refunded
1523,1816,Quality Issue,16123.03,Refunded
1524,23258,Wrong Product,12617.27,Refunded
1525,37458,Quality Issue,18347.61,Refunded
1526,29020,Quality Issue,3561.19,Refunded
1527,21090,Wrong Product,10065.04,Refunded
1528,20205,Damaged,7834.65,Refunded
1529,33594,Late Delivery,23343.03,Refunded
1530,26749,Customer Changed Mind,8129.16,Refunded
1531,32406,Late Delivery,5226.83,Refunded
1532,18826,Customer Changed Mind,9425.18,Refunded
1533,9925,Wrong Product,3781.88,Refunded
1534,17119,Quality Issue,10263.89,Refunded
1535,35305,Customer Changed Mind,13850.41,Refunded
1536,5481,Customer Changed Mind,4937.83,Refunded
1537,6039,Wrong Product,27635.52,Refunded
1538,28229,Late Delivery,2644.0,Refunded
1539,41946,Wrong Product,7586.63,Refunded
1540,14594,Quality Issue,10971.2,Refunded
1541,41312,Late Delivery,23828.1,Refunded
1542,33047,Late Delivery,8420.6,Refunded
1543,18676,Wrong Product,3802.11,Refunded
1544,8431,Quality Issue,24756.78,Refunded
1545,34336,Late Delivery,2820.47,Refunded
1546,21134,Damaged,15961.88,Refunded
1547,22023,Wrong Product,14036.57,Refunded
1548,10202,Quality Issue,9801.72,Refunded
1549,40322,Quality Issue,16361.17,Refunded
1550,14089,Wrong Product,17110.81,Refunded
1551,20068,Quality Issue,16166.39,Refunded
1552,12489,Wrong Product,15026.41,Refunded
1553,31102,Late Delivery,4565.64,Refunded
1554,9657,Late Delivery,10484.45,Refunded
1555,12920,Quality Issue,15177.32,Refunded
1556,3707,Quality Issue,1788.71,Refunded
1557,37099,Customer Changed Mind,21086.58,Refunded
1558,38256,Damaged,23919.83,Refunded
1559,11673,Wrong Product,19392.89,Refunded
1560,40608,Late Delivery,16683.88,Refunded
1561,30184,Customer Changed Mind,23116.32,Refunded
1562,16052,Customer Changed Mind,21705.86,Refunded
1563,8136,Customer Changed Mind,18913.16,Refunded
1564,30263,Late Delivery,18558.4,Refunded
1565,26780,Quality Issue,9447.26,Refunded
1566,25181,Customer Changed Mind,17579.9,Refunded
1567,39453,Damaged,22476.97,Refunded
1568,46684,Wrong Product,17953.4,Refunded
1569,40106,Quality Issue,15810.72,Refunded
1570,33266,Late Delivery,23239.37,Refunded
1571,35287,Late Delivery,20647.71,Refunded
1572,24851,Damaged,11973.47,Refunded
1573,25498,Customer Changed Mind,12778.5,Refunded
1574,22239,Quality Issue,11565.74,Refunded
1575,13239,Late Delivery,19342.63,Refunded
1576,22037,Late Delivery,2353.56,Refunded
1577,20847,Damaged,19640.28,Refunded
1578,47790,Customer Changed Mind,14032.35,Refunded
1579,11902,Late Delivery,13407.02,Refunded
1580,13028,Late Delivery,6280.27,Refunded
1581,12822,Wrong Product,29030.47,Refunded
1582,14258,Quality Issue,20318.88,Refunded
1583,13848,Damaged,13018.8,Refunded
1584,35323,Wrong Product,16103.58,Refunded
1585,26160,Wrong Product,5174.53,Refunded
1586,43018,Quality Issue,16320.5,Refunded
1587,25667,Customer Changed Mind,8867.17,Refunded
1588,42796,Quality Issue,598.74,Refunded
1589,37871,Wrong Product,6882.67,Refunded
1590,26141,Wrong Product,12667.97,Refunded
1591,19649,Wrong Product,1252.27,Refunded
1592,40815,Wrong Product,8922.16,Refunded
1593,32089,Late Delivery,27293.43,Refunded
1594,31940,Quality Issue,11670.1,Refunded
1595,25349,Late Delivery,3204.22,Refunded
1596,26231,Quality Issue,12751.83,Refunded
1597,38924,Late Delivery,20363.62,Refunded
1598,35210,Late Delivery,12084.0,Refunded
1599,28595,Quality Issue,8764.46,Refunded
1600,29663,Damaged,14220.58,Refunded
1601,47539,Damaged,7180.65,Refunded
1602,28391,Customer Changed Mind,11501.85,Refunded
1603,21965,Quality Issue,26213.07,Refunded
1604,42158,Quality Issue,3971.41,Refunded
1605,15149,Damaged,17933.5,Refunded
1606,15685,Quality Issue,11795.64,Refunded
1607,33538,Wrong Product,2650.11,Refunded
1608,14189,Customer Changed Mind,7449.11,Refunded
1609,12063,Wrong Product,22413.67,Refunded
1610,13490,Late Delivery,26848.55,Refunded
1611,40788,Damaged,10594.04,Refunded
1612,23004,Customer Changed Mind,8984.61,Refunded
1613,10107,Customer Changed Mind,16736.88,Refunded
1614,42579,Damaged,10757.74,Refunded
1615,26524,Late Delivery,26673.4,Refunded
1616,43350,Quality Issue,15876.17,Refunded
1617,16838,Customer Changed Mind,19440.56,Refunded
1618,34078,Late Delivery,6701.43,Refunded
1619,25197,Wrong Product,18998.83,Refunded
1620,4732,Late Delivery,24304.54,Refunded
1621,18693,Damaged,13379.83,Refunded
1622,5456,Quality Issue,20591.65,Refunded
1623,14975,Damaged,19723.67,Refunded
1624,30381,Wrong Product,10767.96,Refunded
1625,9160,Customer Changed Mind,26508.5,Refunded
1626,21572,Late Delivery,15035.43,Refunded
1627,15941,Wrong Product,18391.42,Refunded
1628,16047,Quality Issue,18413.04,Refunded
1629,30328,Quality Issue,3328.53,Refunded
1630,49147,Customer Changed Mind,8578.27,Refunded
1631,6193,Quality Issue,6301.37,Refunded
1632,6520,Damaged,14686.03,Refunded
1633,38306,Wrong Product,9396.08,Refunded
1634,10575,Customer Changed Mind,4539.64,Refunded
1635,18031,Damaged,23759.13,Refunded
1636,48057,Late Delivery,20120.47,Refunded
1637,40931,Quality Issue,26521.09,Refunded
1638,9668,Wrong Product,2655.68,Refunded
1639,43052,Customer Changed Mind,13312.37,Refunded
1640,38538,Wrong Product,18668.84,Refunded
1641,14999,Wrong Product,18810.52,Refunded
1642,44411,Late Delivery,9439.33,Refunded
1643,493,Customer Changed Mind,10807.22,Refunded
1644,4924,Customer Changed Mind,7731.04,Refunded
1645,37019,Customer Changed Mind,1774.91,Refunded
1646,41722,Late Delivery,21139.05,Refunded
1647,40806,Late Delivery,15117.01,Refunded
1648,7109,Wrong Product,24580.44,Refunded
1649,37368,Late Delivery,28310.7,Refunded
1650,47007,Damaged,11131.73,Refunded
1651,2939,Quality Issue,19436.41,Refunded
1652,15609,Quality Issue,22387.13,Refunded
1653,4802,Quality Issue,3523.28,Refunded
1654,6200,Wrong Product,4167.26,Refunded
1655,14194,Customer Changed Mind,11181.3,Refunded
1656,12015,Late Delivery,15511.22,Refunded
1657,42094,Customer Changed Mind,11506.08,Refunded
1658,47554,Late Delivery,14385.21,Refunded
1659,17575,Late Delivery,2870.89,Refunded
1660,47639,Wrong Product,9675.43,Refunded
1661,13385,Wrong Product,10097.6,Refunded
1662,20698,Customer Changed Mind,4462.36,Refunded
1663,46563,Damaged,18061.3,Refunded
1664,44829,Damaged,11907.51,Refunded
1665,30302,Wrong Product,25042.35,Refunded
1666,28589,Damaged,20498.57,Refunded
1667,38360,Wrong Product,2414.51,Refunded
1668,6591,Quality Issue,19912.49,Refunded
1669,25279,Damaged,11205.94,Refunded
1670,11538,Quality Issue,12789.51,Refunded
1671,43390,Customer Changed Mind,13748.46,Refunded
1672,16313,Quality Issue,15249.08,Refunded
1673,3778,Late Delivery,10660.65,Refunded
1674,9537,Quality Issue,5456.58,Refunded
1675,1340,Damaged,9567.62,Refunded
1676,32035,Late Delivery,18573.25,Refunded
1677,5294,Damaged,7974.72,Refunded
1678,19154,Damaged,5008.87,Refunded
1679,19008,Damaged,12786.26,Refunded
1680,27264,Wrong Product,10493.69,Refunded
1681,21749,Customer Changed Mind,25293.74,Refunded
1682,1443,Quality Issue,18384.75,Refunded
1683,47200,Damaged,20596.1,Refunded
1684,14274,Customer Changed Mind,15617.74,Refunded
1685,47739,Wrong Product,21465.33,Refunded
1686,38277,Wrong Product,13784.02,Refunded
1687,2420,Quality Issue,4403.81,Refunded
1688,13958,Customer Changed Mind,17507.41,Refunded
1689,30701,Damaged,15945.71,Refunded
1690,24185,Late Delivery,946.52,Refunded
1691,40248,Wrong Product,4332.24,Refunded
1692,9164,Late Delivery,26584.73,Refunded
1693,47793,Late Delivery,9284.98,Refunded
1694,26665,Quality Issue,9386.47,Refunded
1695,28833,Customer Changed Mind,22916.07,Refunded
1696,37202,Late Delivery,1112.22,Refunded
1697,21596,Quality Issue,6180.65,Refunded
